index,lon,lat,overspeed_cam_count100,floating_pop_count50,shortest_bump_dist,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,num_cram_school_count400,shortest_cross_dist,shortest_traffic_signal_dist,shortest_sidewalk_dist,barrier_nearby_count12.5,barrier_nearby_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25
440,127.04766344488957,37.14164942561358,0.0,334.34388888888884,1614.49884108776,0.0,0.0,1327.0,192.0,6.0,1.0,0.0,0.0,34.0,30.989404475076576,9.116410828477463,31.26795662298915,1.0,1.0,99.555,89.2,92.228,3.0,3.0,1.0,2.0
442,127.04716834046015,37.141420963356815,0.0,246.9595833333333,1664.856569835305,2.0,9.0,1327.0,192.0,6.0,1.0,0.0,2.0,34.0,4.7264032686708894,7.969807974627286,56.495666549916656,0.0,0.0,99.44,99.44,89.74,3.0,3.0,0.0,0.0
443,127.07584403809679,37.135879482492726,0.0,105.35083333333334,233.0006908309832,0.0,0.0,1909.0,422.0,4.0,0.0,0.0,0.0,75.0,8.615085725525704,24.281357237467304,10.126979725235753,1.0,1.0,22.03,22.955,22.955,4.0,4.0,0.0,0.0
446,127.07605894531956,37.13587918406873,0.0,126.28222222222223,230.44665140752633,0.0,0.0,1909.0,422.0,5.0,0.0,0.0,0.0,74.0,15.845647722067095,13.753363745617447,8.660712170295893,1.0,1.0,22.03,22.03,22.955,4.0,4.0,0.0,0.0
448,127.07662481091869,37.13587521800968,0.0,140.98388888888888,231.6011275251083,0.0,0.0,1909.0,422.0,5.0,0.0,0.0,0.0,19.0,59.11779288349695,51.121037560374916,8.344284800789632,1.0,1.0,43.49,43.49,43.49,4.0,4.0,0.0,0.0
450,127.07719067651777,37.13587125195063,0.0,156.66444444444446,243.36944360985225,0.0,0.0,1909.0,422.0,5.0,0.0,0.0,0.0,4.0,70.25330878989452,71.91561235661909,7.8378850773602355,1.0,1.0,43.49,43.49,47.91,4.0,4.0,0.0,0.0
452,127.07984341130572,37.15249241580443,0.0,150.29805555555558,379.1262586111765,0.0,0.0,2020.0,182.0,20.0,2.0,0.0,0.0,1.0,2.8828477065210034,13.883073297183074,11.795631061108336,0.0,0.0,45.135,66.72000000000001,42.528333333333336,3.0,2.333333333333333,0.0,2.0
454,127.07931351935932,37.15267123452703,0.0,340.01861111111106,369.6860163239562,0.0,0.0,2020.0,182.0,27.0,2.0,0.0,0.0,1.0,42.17816910688817,36.72245893384397,3.989505921724293,0.0,0.0,45.135,45.135,45.135,3.0,3.0,0.0,0.0
456,127.07878906338995,37.15284022486723,0.0,248.028125,367.9762231788663,0.0,0.0,2020.0,182.0,27.0,2.0,0.0,0.0,12.0,0.6626117103067332,7.153655238354367,3.395355063402775,0.0,0.0,88.21,88.21,66.6725,2.0,2.0,0.0,0.0
459,127.06355296816523,37.14901583989354,0.0,160.8688888888889,207.85700594802304,0.0,0.0,470.0,52.0,2.0,0.0,0.0,0.0,26.0,36.081826184382045,42.61987265101242,33.47521776907349,0.0,0.0,59.575,59.575,59.575,2.0,2.0,0.0,0.0
461,127.06352984552471,37.148565243235076,0.0,42.228888888888896,247.95431747075887,0.0,9.0,1422.0,98.0,3.0,0.0,0.0,0.0,26.0,86.09239864122624,90.64441574928524,83.33347884489865,0.0,0.0,43.815,43.815,43.815,1.0,1.0,0.0,0.0
462,127.06347190329195,37.14698559037344,0.0,33.415,406.96122123966967,9.0,18.0,1422.0,139.0,3.0,0.0,0.0,0.0,16.0,261.4161039091199,264.7795674474985,258.5899651527641,0.0,0.0,83.42,83.42,83.42,2.0,2.0,0.0,0.0
464,127.0634884582156,37.14743691976248,0.0,26.365416666666665,359.98148204673583,0.0,0.0,1422.0,116.0,3.0,0.0,0.0,0.0,16.0,211.31359121427155,214.8190832091544,208.4949895292876,0.0,0.0,17.635,17.635,17.635,2.0,2.0,0.0,0.0
466,127.06350501313923,37.14788824915153,0.0,14.51125,313.97130111221037,0.0,0.0,1422.0,116.0,3.0,0.0,0.0,0.0,25.0,161.21535741936162,164.9495151752358,158.4091364993901,0.0,0.0,17.635,17.635,17.635,2.0,2.0,0.0,0.0
468,127.0635215680629,37.14833957854057,0.0,33.53625,269.4278533866053,0.0,0.0,1422.0,98.0,3.0,0.0,0.0,0.0,26.0,111.12719937986593,115.28890903773905,108.34506833151838,0.0,0.0,43.815,43.815,43.815,1.0,1.0,0.0,0.0
470,127.06671670230169,37.148962050862266,0.0,77.93472222222223,361.7642235841587,1.0,7.0,1422.0,162.0,5.0,2.0,0.0,0.0,28.0,115.17054448029049,41.22519459867165,61.365557775079175,0.0,0.0,60.495,78.38,60.495,2.5,2.0,0.0,0.0
472,127.04670631240776,37.13421152339462,0.0,28.423658008658013,2011.728968828249,0.0,0.0,1095.0,127.0,0.0,0.0,0.0,0.0,0.0,43.2323538779441,746.924795041023,10.493523104825043,1.0,1.0,27.385,23.74833333333333,21.81375,4.0,2.0,0.0,0.0
474,127.04725704833888,37.134093872267215,0.0,25.691592592592592,1961.2252598303241,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,0.0,12.506305819626588,734.4514420806564,9.885537671201847,0.0,1.0,7.34,11.675,19.956666666666667,1.0,2.5,0.0,0.0
476,127.04782368412009,37.134014566382476,0.0,50.064722222222244,1910.1166122645047,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,1.0,34.62726729929009,711.8043519173877,5.857706134222714,0.0,0.0,7.34,7.34,33.715,1.0,1.0,0.0,0.0
478,127.04839874033202,37.13395882358686,0.0,106.98888888888891,1858.7556882207773,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,1.0,13.889325612800116,675.2519181635535,5.064824221897312,0.0,0.0,32.95166666666667,43.46125000000001,37.971,1.0,1.0,0.0,0.0
481,127.04897281862421,37.134023270252975,0.0,40.23598484848485,1810.0310934170896,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,1.0,34.806407014761966,631.8482372214919,4.4098956464405425,0.0,0.0,19.65,19.65,17.166666666666664,1.0,1.0,0.0,0.0
483,127.04952005392128,37.13413849248829,0.0,27.539949494949497,1764.9555497302954,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,1.0,12.227969712571545,587.5210313580097,9.819289336321418,1.0,1.0,17.83,17.166666666666664,24.1375,2.5,2.0,0.0,0.0
485,127.04831467787977,37.13334218384389,0.0,578.6561666666668,1854.6791719113,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,0.0,70.88208835306015,726.0317921882158,73.5729349095139,0.0,0.0,83.67750000000002,71.56500000000003,71.56500000000003,1.0,1.0,0.0,0.0
487,127.04842167663871,37.13380542430024,0.0,122.71805555555555,1853.6690613405851,0.0,0.0,1022.0,127.0,0.0,0.0,0.0,0.0,1.0,20.159887178810546,684.6266715809359,21.306933294349182,0.0,0.0,71.86500000000002,32.95166666666667,37.971,1.0,1.0,0.0,0.0
488,127.07214412159928,37.1313321041891,1.0,142.76416666666668,288.4143869184753,0.0,0.0,1909.0,180.0,22.0,6.0,0.0,0.0,55.0,8.978626063548594,17.066989552547298,9.54422441562464,0.0,1.0,88.13,95.30666666666669,95.57125,2.0,2.6666666666666665,0.0,0.0
490,127.07270738152364,37.13137986175522,1.0,110.69305555555556,338.6066394885782,0.0,1.0,1909.0,422.0,21.0,6.0,0.0,0.0,50.0,28.29571635838005,44.472618215278594,18.88657200971158,0.0,0.0,96.365,96.365,89.425,2.0,2.0,0.0,0.0
492,127.0729069448854,37.131064350322674,1.0,169.00125,352.02509365250165,0.0,0.0,1909.0,422.0,20.0,5.0,0.0,1.0,45.0,54.97944793275831,59.6336009594001,52.42002520832241,0.0,0.0,96.365,96.365,96.365,2.0,2.0,0.0,0.0
497,127.07431061074531,37.15269728615207,0.0,58.65625,217.1544512463237,0.0,0.0,2020.0,182.0,17.0,2.0,0.0,0.0,89.0,15.873243636753228,16.458055199362427,16.454430258987188,0.0,0.0,87.05000000000003,87.05000000000003,87.05000000000003,2.0,2.0,0.0,0.0
499,127.06408840353457,37.135446935818464,0.0,1.2320833333333334,668.5553061772288,0.0,0.0,1909.0,180.0,4.0,1.0,0.0,0.0,16.0,351.15203681402625,406.5695181130764,9.096543807038321,1.0,1.0,19.72,29.13,29.13,4.0,4.0,0.0,0.0
501,127.06460481280895,37.13563015676765,0.0,10.940555555555555,656.1588536654547,0.0,0.0,1909.0,180.0,6.0,1.0,0.0,0.0,26.0,342.9443319154655,358.5041346753035,10.008706306915576,1.0,1.0,38.54,38.54,38.54,4.0,4.0,0.0,0.0
503,127.06514938385487,37.13575658409738,0.0,8.267777777777779,640.7507771452408,0.0,0.0,1909.0,180.0,6.0,1.0,0.0,0.0,79.0,323.1863443602804,309.0333617906398,10.355323922455408,1.0,1.0,38.54,38.54,38.54,4.0,4.0,0.0,0.0
505,127.06570848687687,37.13582885909469,0.0,11.894999999999998,623.0843863441228,0.0,0.0,1909.0,180.0,8.0,1.0,0.0,0.0,79.0,273.061803750269,258.91870640357223,9.600152989050146,1.0,1.0,38.54,38.54,38.54,4.0,4.0,0.0,0.0
507,127.06628047349596,37.13584496399904,0.0,43.42333333333333,602.8923343969346,0.0,0.0,1909.0,180.0,11.0,1.0,0.0,0.0,79.0,222.23465692493625,208.08561180194408,9.54416266414828,1.0,1.0,38.54,38.54,38.54,4.0,4.0,0.0,0.0
510,127.07451895577421,37.14925040410853,0.0,332.07416666666666,283.2682774872848,0.0,0.0,1792.0,182.0,12.0,0.0,0.0,0.0,213.0,31.056584861256013,26.67989324570827,6.386666641298947,0.0,0.0,57.44,57.44,57.44,3.0,3.0,0.0,0.0
512,127.07453490824352,37.149703633774365,0.0,280.49895833333335,245.85318113339628,0.0,0.0,1792.0,182.0,13.0,0.0,0.0,0.0,173.0,10.98457245380601,76.39540658803358,5.802922049146018,0.0,0.0,73.4725,89.505,73.4725,2.5,2.0,0.0,0.0
514,127.07626741764759,37.148750374775965,0.0,590.5625,430.53287205017165,0.0,0.0,1792.0,182.0,9.0,0.0,1.0,1.0,206.0,10.220338584974163,14.416309737374652,14.017692085093179,0.0,0.0,54.14,54.14,54.14,4.0,4.0,0.0,0.0
516,127.07629321858616,37.14920323744615,0.0,388.4627777777778,401.26006615862383,0.0,0.0,1792.0,182.0,11.0,0.0,1.0,1.0,206.0,32.41166260944864,32.77176187525532,5.783842473627162,0.0,0.0,62.395,62.395,62.395,3.0,3.0,0.0,0.0
518,127.07631901952476,37.14965610011631,0.0,275.4525,376.46132423403884,0.0,0.0,1792.0,182.0,11.0,0.0,0.0,0.0,165.0,7.095750834316357,9.479993194536773,7.4951641356192615,0.0,0.0,72.04875,75.26666666666667,72.04875,2.5,2.333333333333333,0.0,0.0
520,127.07657564882973,37.1569441482513,0.0,187.640625,365.50398223340727,0.0,0.0,2020.0,182.0,20.0,2.0,0.0,0.0,69.0,88.44103871642893,169.47827114130013,80.92383366050989,0.0,0.0,98.435,98.435,98.15357142857144,2.0,2.0,0.0,0.0
522,127.07737583335272,37.15742542479449,0.0,330.65729166666665,324.1594421243468,0.0,0.0,2020.0,182.0,21.0,4.0,1.0,1.0,69.0,87.72798766795235,118.19932212081513,82.82017996623605,0.0,0.0,97.185,97.225,97.42875,2.0,2.0,0.0,0.0
524,127.07685847219828,37.15726635763552,0.0,292.5891666666667,355.8759493044078,0.0,0.0,2020.0,182.0,19.0,3.0,0.0,0.0,69.0,92.43848725575609,160.12873302462182,70.02370449027853,0.0,0.0,97.185,97.96875,97.634375,2.0,2.0,0.0,0.0
527,127.0746664242639,37.15358109261586,0.0,31.607222222222227,312.8908640238968,212.0,212.0,2020.0,182.0,18.0,2.0,0.0,1.0,37.0,5.7562752109831,10.483493445336856,8.999991398095416,0.0,0.0,48.22,48.22,45.31,3.0,3.0,0.0,0.0
529,127.07464627435075,37.15312765064446,0.0,43.87500000000002,272.45157577287813,0.0,0.0,2020.0,182.0,17.0,2.0,0.0,0.0,71.0,40.081129867708256,38.60613041901021,5.856428541629021,0.0,0.0,42.4,42.4,42.4,3.0,3.0,0.0,0.0
531,127.07454352257696,37.14994837779393,0.0,245.11666666666665,227.72570219667662,0.0,1.0,1792.0,182.0,17.0,0.0,1.0,1.0,158.0,7.379566846079714,103.48487245487068,6.937173916880643,0.0,0.0,89.505,89.505,89.505,2.0,2.0,0.0,0.0
533,127.07455773834869,37.150400520050894,0.0,141.9308333333333,199.57713412621843,0.0,0.0,1792.0,182.0,18.0,0.0,0.0,0.0,118.0,36.09947241930829,152.55533546080625,6.348920539890103,0.0,0.0,37.37000000000001,37.37000000000001,37.37000000000001,3.0,3.0,0.0,0.0
535,127.0745719541204,37.150852662307855,0.0,90.50833333333334,181.2239185333981,0.0,199.0,1792.0,182.0,17.0,0.0,0.0,0.0,112.0,18.799505510728604,157.158735751632,6.416510991554314,0.0,0.0,37.37000000000001,37.37000000000001,37.37000000000001,3.0,3.0,0.0,0.0
537,127.07458573308708,37.15130407420107,0.0,96.86916666666669,175.7224802022807,0.0,1.0,1792.0,182.0,17.0,0.0,1.0,1.0,102.0,22.990192126629356,119.43186895013879,6.3362438763314834,0.0,0.0,37.37000000000001,37.37000000000001,37.37000000000001,3.0,3.0,0.0,0.0
539,127.07459910884913,37.15175481191238,0.0,82.8077777777778,184.1654773005447,0.0,0.0,2020.0,182.0,19.0,2.0,0.0,0.0,103.0,71.98938158850251,88.15126211932268,6.429948357649528,0.0,0.0,37.37000000000001,37.37000000000001,37.37000000000001,3.0,3.0,0.0,0.0
541,127.07461248461115,37.152205549623694,0.0,79.56916666666666,204.84846729192063,0.0,2.0,2020.0,182.0,17.0,2.0,0.0,0.0,98.0,39.42724916009082,38.50996819549161,6.625226395660744,0.0,0.0,37.37000000000001,37.37000000000001,37.37000000000001,3.0,3.0,0.0,0.0
543,127.07462586037322,37.15265628733501,0.0,64.72416666666668,234.55554931093602,0.0,0.0,2020.0,182.0,18.0,2.0,0.0,0.0,89.0,4.621470478388063,7.454641347716299,6.549146301764362,0.0,0.0,87.05000000000003,87.05000000000003,87.05000000000003,2.0,2.0,0.0,0.0
546,127.07522930322405,37.15353033240812,0.0,51.428055555555545,340.3846143306168,0.0,0.0,2020.0,182.0,23.0,3.0,0.0,0.0,50.0,31.64348976275766,27.784357012404126,5.683277942132302,0.0,0.0,48.22,48.22,48.22,3.0,3.0,0.0,0.0
548,127.07699457004223,37.15335817255278,0.0,278.87875,415.85668403211577,0.0,22.0,2020.0,182.0,27.0,2.0,0.0,4.0,76.0,11.591862543868663,19.077454329189703,15.185061291210381,0.0,0.0,38.245,38.245,38.245,3.0,3.0,0.0,0.0
550,127.07643257446286,37.15341412495688,0.0,127.7366666666667,413.3252594788906,0.0,0.0,2020.0,182.0,29.0,2.0,0.0,0.0,77.0,26.00786786287903,27.34670969717643,6.397618674023996,0.0,0.0,49.21,49.21,49.21,3.0,3.0,0.0,0.0
552,127.07587057888344,37.15347007736097,0.0,99.80444444444448,377.3132154298778,0.0,0.0,2020.0,182.0,26.0,2.0,0.0,1.0,86.0,11.819157359671914,13.439296908563769,5.9346782795369775,0.0,0.0,49.21,49.21,49.21,3.0,3.0,0.0,0.0
555,127.07719421650972,37.153784071825115,0.0,109.45791666666668,371.7164614408495,0.0,0.0,2020.0,182.0,29.0,2.0,0.0,1.0,74.0,33.00539445514203,34.34586139089624,7.7189637544064675,0.0,0.0,44.24,44.24,41.2425,3.0,3.0,0.0,0.0
557,127.0773938629772,37.15420997109746,0.0,152.17805555555555,329.4038262618185,0.0,0.0,2020.0,182.0,29.0,3.0,0.0,1.0,68.0,9.521762353327256,10.803278100809807,9.210022636138794,1.0,1.0,29.845,29.845,29.845,3.0,3.0,0.0,0.0
558,127.078222664936,37.155888008814685,1.0,129.51305555555555,199.30032407422505,0.0,262.0,2020.0,182.0,29.0,3.0,1.0,3.0,69.0,10.324702901653508,14.808425432599638,14.259982849621744,0.0,0.0,62.29,62.29,62.29,2.0,2.0,0.0,0.0
560,127.07800958710371,37.15546925322608,1.0,191.03833333333333,222.7511440108738,0.0,0.0,2020.0,182.0,31.0,3.0,1.0,1.0,69.0,33.07075881557253,34.28159770348076,6.2154677552708435,1.0,1.0,29.845,29.845,29.845,3.0,3.0,0.0,0.0
562,127.07779650927151,37.155050497637475,0.0,138.67,254.07035437872548,0.0,0.0,2020.0,182.0,29.0,4.0,0.0,0.0,69.0,83.21788263318231,83.7119037274709,8.828111672690056,1.0,1.0,29.845,29.845,29.845,3.0,3.0,0.0,0.0
564,127.07759116370028,37.15462715969296,0.0,194.73666666666668,290.3628821487117,0.0,0.0,2020.0,182.0,29.0,4.0,1.0,2.0,69.0,33.74308171103451,42.011058495871374,7.479947629269594,1.0,1.0,29.845,29.845,29.845,3.0,3.0,0.0,0.0
566,127.08120401287243,37.154981291197856,1.0,314.1804166666667,118.60475627946234,0.0,0.0,2020.0,182.0,22.0,1.0,0.0,1.0,66.0,18.895072438532864,22.82221341793231,14.302618256593645,1.0,1.0,41.055,47.863,47.863,2.5,2.571428571428572,1.0,5.0
568,127.08067645419165,37.15514250256635,1.0,336.50895833333334,83.08642100910673,0.0,0.0,2020.0,182.0,24.0,2.0,0.0,0.0,69.0,27.34957405144494,33.14776244785914,1.1285305987640455,0.0,0.0,84.87,84.87,76.465,2.0,2.0,0.0,0.0
570,127.08014889551086,37.15530371393485,1.0,301.4827777777778,69.08053843533003,0.0,0.0,2020.0,182.0,28.0,2.0,0.0,0.0,69.0,11.674276270529369,5.801714696719273,1.9289776659520348,0.0,0.0,84.87,84.87,84.87,2.0,2.0,0.0,0.0
572,127.07961971128701,37.155464234506226,0.0,333.8544444444445,87.76098291762872,0.0,0.0,2020.0,182.0,29.0,2.0,0.0,0.0,69.0,61.94052600277502,45.019758043181895,1.74281401652847,0.0,0.0,84.87,84.87,84.87,2.0,2.0,0.0,0.0
574,127.07909052706312,37.15562475507762,0.0,154.79416666666663,125.24352386925034,0.0,0.0,2020.0,182.0,31.0,3.0,0.0,0.0,69.0,63.96888798314159,63.75071282563263,1.89669626683514,0.0,0.0,84.87,84.87,84.87,2.0,2.0,0.0,0.0
576,127.07856134283924,37.155785275649,1.0,147.10027777777782,169.4813950181291,0.0,262.0,2020.0,182.0,29.0,3.0,0.0,1.0,69.0,13.715615004901073,14.531938888347756,5.5087470754804,0.0,0.0,62.29,62.29,62.29,2.0,2.0,0.0,0.0
578,127.07875267341944,37.15898095937192,0.0,707.0219444444443,377.1155053415779,0.0,0.0,2020.0,182.0,15.0,3.0,0.0,3.0,68.0,11.935875701945644,16.366109449470738,14.436441277451394,1.0,1.0,70.865,71.38499999999998,73.51214285714286,3.0,2.75,2.0,3.0
580,127.07877824022957,37.158523465101396,0.0,470.58972222222224,330.2591579013897,0.0,0.0,2020.0,182.0,17.0,4.0,0.0,1.0,68.0,19.200099968522608,20.74859444972112,7.576468566817798,1.0,1.0,47.13,47.13,72.67999999999998,4.0,4.0,0.0,0.0
582,127.07876523342571,37.15807187350463,0.0,503.3661111111112,287.11556106149163,0.0,0.0,2020.0,182.0,20.0,4.0,0.0,0.0,68.0,24.939243300894503,69.31890231827064,9.116965026586927,1.0,1.0,47.13,47.13,47.13,4.0,4.0,0.0,0.0
584,127.07874998276384,37.15762137846029,0.0,503.2077777777778,246.8477991098116,0.0,0.0,2020.0,182.0,24.0,4.0,0.0,0.0,69.0,57.1229083072185,55.01949525421488,9.47889420257774,1.0,1.0,47.13,47.13,73.0675,4.0,4.0,0.0,0.0
586,127.078730282709,37.15717108853385,0.0,413.47027777777777,211.1007873373616,0.0,0.0,2020.0,182.0,25.0,3.0,0.0,1.0,69.0,7.141858976201518,8.014750258107881,10.211332649198836,1.0,1.0,47.13,47.13,73.08749999999998,4.0,4.0,0.0,0.0
587,127.07727580673992,37.15711545391996,0.0,241.42916666666667,315.2124458068182,0.0,0.0,2020.0,182.0,24.0,3.0,0.0,0.0,69.0,102.74231694668451,119.9313363784984,103.58706525108136,0.0,0.0,95.315,96.29,97.319,2.0,2.0,0.0,0.0
589,127.07720250998536,37.15680625396232,1.0,207.84395833333332,307.893752568078,1.0,1.0,2020.0,182.0,24.0,3.0,0.0,0.0,69.0,67.86659814097105,118.34179017821066,79.65283014875789,0.0,0.0,95.315,95.5875,97.20749999999998,2.0,2.0,0.0,0.0
593,127.0771255270364,37.15682318834868,0.0,218.20444444444448,314.96598256142136,1.0,1.0,2020.0,182.0,23.0,3.0,0.0,0.0,69.0,68.18355087501546,124.31017755056757,79.48004962158913,0.0,0.0,96.95,96.58666666666666,97.22249999999998,2.0,2.0,0.0,0.0
594,127.07814154431456,37.15663023137003,1.0,256.4486111111111,222.98472035566672,0.0,0.0,2020.0,182.0,26.0,3.0,0.0,0.0,69.0,42.03243880309875,46.466154081229725,41.806498760261825,0.0,0.0,98.78,99.16,88.78299999999999,1.0,1.5,0.0,0.0
596,127.07758917117971,37.156733774071384,1.0,153.6513888888889,272.87360301505964,0.0,0.0,2020.0,182.0,24.0,3.0,0.0,0.0,69.0,74.25125630319914,89.44568782546226,79.49905381650156,0.0,0.0,97.66,98.22,97.17200000000001,2.0,1.5,0.0,0.0
602,127.07871920431006,37.15695207616036,1.0,386.79770833333333,196.08736792029202,1.0,3.0,2020.0,182.0,25.0,3.0,1.0,2.0,69.0,11.12729173570801,10.016454741446733,10.46443157152885,1.0,1.0,48.03,64.44833333333334,78.378,3.5,3.0,0.0,0.0
606,127.07783666491156,37.15704864721123,1.0,183.27041666666668,267.60329448330816,0.0,0.0,2020.0,182.0,24.0,3.0,0.0,0.0,69.0,71.51012379050613,69.9824207793097,83.83803425866373,0.0,0.0,98.245,98.625,98.6125,2.0,2.0,0.0,0.0
610,127.07767963604547,37.15602724680409,1.0,131.0147916666667,248.12814158145642,0.0,0.0,2020.0,182.0,30.0,3.0,0.0,0.0,69.0,28.69434779914053,29.84073032914204,5.067346667285227,0.0,0.0,62.29,62.29,80.535,2.0,2.0,0.0,0.0
612,127.07713401978548,37.15613969767345,1.0,93.550625,297.4830962434654,0.0,0.0,2020.0,182.0,27.0,3.0,2.0,2.0,69.0,4.877122088722032,79.1481807501506,6.243305172090932,0.0,0.0,97.045,79.66749999999998,86.03833333333334,2.0,2.0,0.0,0.0
613,127.07577171922227,37.15639553552341,0.0,82.54361111111109,421.0359085175695,0.0,0.0,2020.0,182.0,19.0,1.0,0.0,1.0,69.0,109.63627062200048,203.05947823964848,13.520074308613118,0.0,0.0,69.6875,62.53166666666666,71.54374999999997,1.5,1.6666666666666667,0.0,0.0
615,127.07632439854729,37.15629734357713,0.0,70.81,370.92965701949885,0.0,0.0,2020.0,182.0,23.0,2.0,0.0,0.0,69.0,59.34839739984143,152.89582946812962,5.884116868027791,0.0,0.0,47.4,47.4,85.72125,2.0,2.0,0.0,0.0
617,127.07687168875442,37.15619186205935,0.0,78.11833333333334,321.26572642598137,0.0,0.0,2020.0,182.0,25.0,3.0,0.0,2.0,69.0,9.419243485861728,103.04060630551508,6.060819576073839,0.0,0.0,97.045,97.045,76.40125,2.0,2.0,0.0,0.0
618,127.07701398420828,37.15616443686471,1.0,85.94611111111112,308.3711408279245,0.0,0.0,2020.0,182.0,26.0,2.0,2.0,2.0,69.0,1.2737714890783078,90.1054231967166,8.704222725601886,0.0,0.0,97.045,97.045,89.24625,2.0,2.0,0.0,0.0
622,127.07775103252338,37.15631040125853,1.0,76.46125,246.045165658526,0.0,0.0,2020.0,182.0,26.0,3.0,0.0,0.0,69.0,40.94700926382324,44.84814773211875,37.10653066489612,0.0,0.0,98.78,98.78,86.24333333333334,1.0,1.0,0.0,0.0
624,127.07719937856592,37.15641469522675,1.0,82.15,296.37386052945203,0.0,0.0,2020.0,182.0,25.0,3.0,0.0,0.0,69.0,25.92437653754053,89.76007318916685,37.29051145538386,0.0,0.0,97.045,97.22833333333332,90.569,2.0,1.6666666666666667,0.0,0.0
625,127.07644059534132,37.15656378654772,0.0,83.71222222222222,365.7403389148503,0.0,0.0,2020.0,182.0,24.0,2.0,0.0,0.0,69.0,61.88580262396469,154.96150371847034,37.066422121943674,0.0,0.0,98.3075,98.3075,85.72125,2.0,2.0,0.0,0.0
627,127.07699016660152,37.15645518787547,1.0,86.29388888888889,315.48400948518133,0.0,0.0,2020.0,182.0,25.0,3.0,0.0,0.0,69.0,26.23948832639472,107.17206397777063,36.9489202253362,0.0,0.0,97.045,97.25833333333333,97.82799999999999,2.0,2.0,0.0,0.0
630,127.07794218611728,37.15741087805896,0.0,246.6389583333333,281.8432028341435,0.0,0.0,2020.0,182.0,23.0,4.0,0.0,0.0,69.0,72.69618114408546,70.4865204410112,80.74344348405684,0.0,0.0,99.005,99.005,98.625,2.0,2.0,0.0,0.0
632,127.0783565126161,37.15724510607706,0.0,360.1229166666667,241.539444923441,0.0,0.0,2020.0,182.0,24.0,3.0,0.0,0.0,69.0,31.560319795164908,29.343871555888967,43.57272557170255,0.0,0.0,99.005,99.005,78.378,2.0,2.0,0.0,0.0
636,127.05771045824926,37.142594376810926,0.0,11.023670033670037,958.5961042547173,0.0,0.0,1327.0,127.0,0.0,0.0,0.0,0.0,0.0,213.6454720468248,295.85824099194315,214.88550163286868,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
638,127.05828385237871,37.14257725651871,0.0,12.149074074074075,940.7937757337356,0.0,0.0,1422.0,127.0,0.0,0.0,0.0,0.0,0.0,262.9543664395697,343.0602703016143,264.64650209413156,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
640,127.05885073755208,37.14256044487278,0.0,15.744730639730639,925.6078226038327,0.0,0.0,1422.0,139.0,0.0,0.0,0.0,0.0,0.0,312.2329584790588,390.664212936075,314.22802469637384,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
642,127.05942696937193,37.142574774225885,0.0,6.160542328042327,909.4018233456056,0.0,0.0,1909.0,139.0,0.0,0.0,0.0,0.0,0.0,273.78680500319064,440.53360024601363,365.23913054289767,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
644,127.05997151454993,37.14254264101129,0.0,1.4278571428571427,901.4656269463865,0.0,0.0,1909.0,139.0,0.0,0.0,0.0,0.0,0.0,243.06913230402625,486.80604157133774,412.9925522027449,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
646,127.06049548574812,37.14253426141659,0.0,2.5271666666666666,893.7753099669302,0.0,0.0,1909.0,139.0,0.0,0.0,0.0,0.0,0.0,217.47583133549603,532.1878023683338,448.0881466942485,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
648,127.06095647365578,37.14280153091386,0.0,8.897750000000002,858.7002458442223,0.0,0.0,1909.0,139.0,0.0,0.0,0.0,0.0,0.0,172.77741774809127,578.5147888252369,498.33021548018786,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
650,127.06144969365631,37.14302911497444,0.0,13.707895833333335,829.4223317212279,0.0,0.0,1909.0,168.0,0.0,0.0,0.0,0.0,0.0,136.20076915272966,541.5826930573966,510.96315858819787,0.0,0.0,75.56,75.56,75.56,1.0,1.0,0.0,0.0
651,127.06847796201671,37.16149398619282,0.0,74.01208333333331,471.0340451241482,0.0,2.0,2020.0,101.0,6.0,1.0,0.0,0.0,16.0,30.444350208983607,136.62645150710287,12.121380992190108,1.0,1.0,92.38,76.425,76.425,4.0,3.333333333333333,0.0,0.0
653,127.06834674166905,37.161051044016226,0.0,55.16194444444446,477.1070637225106,0.0,1.0,2020.0,162.0,8.0,1.0,0.0,0.0,16.0,16.135015336033074,173.99030496242986,3.7895912436684,0.0,0.0,44.515,44.515,77.34333333333333,2.0,2.0,0.0,0.0
