,link_id,week_type,velocity_AVRG
1020,571354826,weekend,36.91
1021,571355060,weekend,51.3
1022,571355060,weekend,46.54
1023,571355120,weekend,32.61
1024,571355120,weekend,34.26
1025,571356158,weekend,33.48
1026,571356158,weekend,36.84
1027,571356316,weekend,32.34
1028,571356316,weekend,40.11
1029,571356726,weekend,12.49
1030,571356726,weekend,22.62
1031,571357150,weekend,25.9
1032,571357150,weekend,30.2
1033,571357203,weekend,68.12
1034,571357203,weekend,77.72
1035,571357227,weekend,39.07
1036,571357227,weekend,35.68
1037,571357231,weekend,10.96
1038,571357235,weekend,36.04
1039,571357237,weekend,50.41
1040,571357241,weekend,50.41
1041,571357247,weekend,38.66
1042,571357247,weekend,27.2
1043,571357249,weekend,39.39
1044,571357249,weekend,32.37
1045,571357255,weekend,40.92
1046,571357277,weekend,67.04
1047,571357277,weekend,58.95
1048,571357291,weekend,51.97
1049,571357291,weekend,58.36
1050,571357293,weekend,58.36
1051,571357293,weekend,51.97
1052,571357400,weekend,12.23
1053,571357402,weekend,52.72
1054,571357404,weekend,40.92
1055,571357406,weekend,55.82
1056,571357576,weekend,42.59
1057,571357576,weekend,44.18
1058,571357693,weekend,44.03
1059,571357693,weekend,45.24
1060,571357697,weekend,32.37
1061,571357697,weekend,39.39
1062,571357713,weekend,27.37
1063,571357715,weekend,39.39
1064,571357715,weekend,32.37
1065,571357719,weekend,32.37
1066,571357719,weekend,39.39
1067,571357721,weekend,39.39
1068,571357721,weekend,32.37
1069,571357723,weekend,41.06
1070,571357725,weekend,41.06
1071,571358403,weekend,16.19
1072,571358831,weekend,27.2
1073,571358831,weekend,38.66
1074,571358833,weekend,38.66
1075,571358833,weekend,27.2
1076,571358837,weekend,18.03
1077,571359010,weekend,18.03
1078,571359012,weekend,18.03
1079,571359014,weekend,27.37
1080,571359016,weekend,27.37
1081,571359226,weekend,46.54
1082,571359226,weekend,51.3
1083,571359266,weekend,28.15
1084,571359266,weekend,29.69
1085,571359300,weekend,49.05
1086,571359300,weekend,59.35
1087,571359302,weekend,57.53
1088,571359302,weekend,61.81
1089,571359314,weekend,32.14
1090,571359320,weekend,23.82
1091,571359328,weekend,19.06
1092,571359328,weekend,24.84
1093,571359346,weekend,38.05
1094,571359346,weekend,39.87
1095,571359348,weekend,39.87
1096,571359348,weekend,38.05
1097,571359416,weekend,32.14
1098,571359418,weekend,32.14
1099,571359426,weekend,67.04
1100,571359426,weekend,58.95
1101,571359428,weekend,49.3
1102,571359428,weekend,46.08
1103,571359464,weekend,51.3
1104,571359464,weekend,46.54
1105,571359490,weekend,28.76
1106,571359490,weekend,32.63
1107,571359492,weekend,20.89
1108,571359492,weekend,13.49
1109,571359498,weekend,32.63
1110,571359498,weekend,28.76
1111,571359558,weekend,28.86
1112,571359558,weekend,33.66
1113,571359762,weekend,27.64
1114,571359762,weekend,43.55
1115,571359764,weekend,43.55
1116,571359764,weekend,27.64
1117,571360110,weekend,25.28
1118,571360110,weekend,24.6
1119,571360114,weekend,27.55
1120,571360116,weekend,31.44
1121,571360122,weekend,58.83
1122,571360122,weekend,61.21
1123,571360124,weekend,44.7
1124,571360124,weekend,53.22
1125,571360130,weekend,84.53
1126,571360148,weekend,59.7
1127,571360162,weekend,49.47
1128,571360164,weekend,23.88
1129,571360166,weekend,49.19
1130,571360176,weekend,49.73
1131,571360176,weekend,62.35
1132,571360180,weekend,30.48
1133,571360180,weekend,20.86
1134,571360182,weekend,35.3
1135,571360182,weekend,49.86
1136,571360188,weekend,37.21
1137,571360188,weekend,53.69
1138,571360190,weekend,53.69
1139,571360190,weekend,37.21
1140,571360192,weekend,78.11
1141,571360196,weekend,85.84
1142,571360198,weekend,85.84
1143,571360200,weekend,82.72
1144,571360200,weekend,79.32
1145,571360212,weekend,51.23
1146,571360214,weekend,29.85
1147,571360216,weekend,29.85
1148,571360226,weekend,59.15
1149,571360230,weekend,59.7
1150,571360254,weekend,38.29
1151,571360254,weekend,44.03
1152,571360264,weekend,31.1
1153,571360264,weekend,37.72
1154,571360268,weekend,16.53
1155,571360268,weekend,14.24
1156,571360270,weekend,14.24
1157,571360270,weekend,16.53
1158,571360276,weekend,49.19
1159,571360278,weekend,49.19
1160,571360284,weekend,40.11
1161,571360284,weekend,32.34
1162,571360306,weekend,35.53
1163,571360306,weekend,36.45
1164,571360308,weekend,36.45
1165,571360308,weekend,35.53
1166,571360334,weekend,36.84
1167,571360334,weekend,33.48
1168,571360350,weekend,58.83
1169,571360350,weekend,61.21
1170,571360352,weekend,61.21
1171,571360352,weekend,58.83
1172,571360360,weekend,24.15
1173,571360360,weekend,23.71
1174,571360384,weekend,90.32
1175,571360384,weekend,79.02
1176,571360388,weekend,63.68
1177,571360390,weekend,63.68
1178,571360392,weekend,63.68
1179,571360396,weekend,85.84
1180,571360400,weekend,85.84
1181,571360406,weekend,78.11
1182,571360408,weekend,78.11
1183,571360424,weekend,36.45
1184,571360424,weekend,35.53
1185,571360426,weekend,35.53
1186,571360426,weekend,36.45
1187,571360452,weekend,50.54
1188,571360452,weekend,50.64
1189,571360456,weekend,30.51
1190,571360458,weekend,30.51
1191,571360598,weekend,33.33
1192,571360608,weekend,85.77
1193,571360608,weekend,77.95
1194,571360658,weekend,27.66
1195,571360658,weekend,29.0
1196,571360660,weekend,29.0
1197,571360660,weekend,27.66
1198,571360720,weekend,80.44
1199,571360720,weekend,78.19
1200,571360722,weekend,79.68
1201,571360722,weekend,83.24
1202,571360790,weekend,51.97
1203,571360790,weekend,58.36
1204,571360792,weekend,58.36
1205,571360792,weekend,51.97
1206,571360796,weekend,51.97
1207,571360796,weekend,58.36
1208,571360814,weekend,32.34
1209,571360814,weekend,40.11
1210,571360816,weekend,40.11
1211,571360816,weekend,32.34
1212,571360822,weekend,89.28
1213,571360824,weekend,78.11
1214,571360828,weekend,29.85
1215,571360830,weekend,29.85
1216,571360834,weekend,42.57
1217,571360846,weekend,77.95
1218,571360846,weekend,85.77
1219,571360848,weekend,58.36
1220,571360848,weekend,51.97
1221,571360850,weekend,51.97
1222,571360850,weekend,58.36
1223,571361094,weekend,34.95
1224,571361094,weekend,50.97
1225,571361228,weekend,36.84
1226,571361228,weekend,33.48
1227,571361244,weekend,35.53
1228,571361244,weekend,36.45
1229,571361318,weekend,45.48
1230,571361318,weekend,46.8
1231,571361512,weekend,68.63
1232,571361512,weekend,83.77
1233,571361514,weekend,82.72
1234,571361514,weekend,79.32
1235,571361518,weekend,59.15
1236,571361520,weekend,59.15
1237,571361522,weekend,59.15
1238,571361526,weekend,26.21
1239,571361530,weekend,25.16
1240,571361530,weekend,16.77
1241,571361862,weekend,50.64
1242,571361862,weekend,50.54
1243,571361864,weekend,50.54
1244,571361864,weekend,50.64
1245,571362026,weekend,49.3
1246,571362026,weekend,46.08
1247,571362028,weekend,46.08
1248,571362028,weekend,49.3
1249,571362030,weekend,34.94
1250,571362030,weekend,61.91
1251,571362042,weekend,61.91
1252,571362042,weekend,34.94
1253,571362044,weekend,34.94
1254,571362044,weekend,61.91
1255,571362056,weekend,26.81
1256,571362056,weekend,30.16
1257,571362060,weekend,28.76
1258,571362060,weekend,32.63
1259,571362062,weekend,32.63
1260,571362062,weekend,28.76
1261,571362108,weekend,34.26
1262,571362108,weekend,32.61
1263,571364326,weekend,30.56
1264,571364326,weekend,23.83
1265,571364328,weekend,23.83
1266,571364328,weekend,30.56
1267,571364330,weekend,23.82
1268,571364848,weekend,46.08
1269,571364848,weekend,49.3
1270,571364852,weekend,30.2
1271,571364852,weekend,25.9
1272,571364856,weekend,25.9
1273,571364856,weekend,30.2
1274,571364858,weekend,30.2
1275,571364858,weekend,25.9
1276,571364862,weekend,67.04
1277,571364862,weekend,58.95
1278,571364864,weekend,58.95
1279,571364864,weekend,67.04
1280,571364882,weekend,24.6
1281,571364882,weekend,25.28
1282,571364886,weekend,25.28
1283,571364886,weekend,24.6
1284,571364888,weekend,24.6
1285,571364888,weekend,25.28
1286,571364892,weekend,25.9
1287,571364892,weekend,30.2
1288,571364894,weekend,30.2
1289,571364894,weekend,25.9
1290,571364896,weekend,25.9
1291,571364896,weekend,30.2
1292,571364900,weekend,35.58
1293,571364900,weekend,46.51
1294,571364910,weekend,35.58
1295,571364910,weekend,46.51
1296,571364912,weekend,46.51
1297,571364912,weekend,35.58
1298,571364926,weekend,33.48
1299,571364926,weekend,36.84
1300,571364934,weekend,25.28
1301,571364934,weekend,24.6
1302,571368766,weekend,44.18
1303,571368766,weekend,42.59
1304,571368770,weekend,42.59
1305,571368770,weekend,44.18
1306,571368772,weekend,44.18
1307,571368772,weekend,42.59
1308,571368892,weekend,46.54
1309,571368892,weekend,51.3
1310,571369240,weekend,40.57
1311,571369240,weekend,37.54
1312,571369242,weekend,37.54
1313,571369242,weekend,40.57
1314,571369250,weekend,37.54
1315,571369250,weekend,40.57
1316,571369252,weekend,40.57
1317,571369252,weekend,37.54
1318,571369260,weekend,45.48
1319,571369260,weekend,46.8
1320,571369590,weekend,43.92
1321,571369590,weekend,47.82
1322,571369592,weekend,43.92
1323,571369592,weekend,47.82
1324,571369594,weekend,47.82
1325,571369594,weekend,43.92
1326,571369606,weekend,47.82
1327,571369606,weekend,43.92
1328,571369608,weekend,43.92
1329,571369608,weekend,47.82
1330,571369610,weekend,43.92
1331,571369610,weekend,47.82
1332,571369612,weekend,47.82
1333,571369612,weekend,43.92
1334,571369620,weekend,21.2
1335,571369622,weekend,30.94
1336,571369624,weekend,64.71
1337,571369624,weekend,74.68
1338,571369632,weekend,67.04
1339,571369632,weekend,58.95
1340,571369634,weekend,65.12
1341,571369634,weekend,74.16
1342,571370622,weekend,64.44
1343,571370623,weekend,64.44
1344,571370624,weekend,64.44
1345,571371519,weekend,28.86
1346,571371519,weekend,33.66
1347,571371520,weekend,33.66
1348,571371520,weekend,28.86
1349,571371536,weekend,26.81
1350,571371536,weekend,30.16
1351,571371537,weekend,30.16
1352,571371537,weekend,26.81
1353,571371541,weekend,30.16
1354,571371541,weekend,26.81
1355,571371543,weekend,26.81
1356,571371543,weekend,30.16
1357,571371544,weekend,30.16
1358,571371544,weekend,26.81
1359,571371632,weekend,36.45
1360,571371632,weekend,35.53
1361,571371633,weekend,35.53
1362,571371633,weekend,36.45
1363,571372060,weekend,24.6
1364,571372060,weekend,25.28
1365,571372061,weekend,25.28
1366,571372061,weekend,24.6
1367,571372097,weekend,31.37
1368,571372097,weekend,37.69
1369,571372099,weekend,37.69
1370,571372099,weekend,31.37
1371,571372100,weekend,31.37
1372,571372100,weekend,37.69
