,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat,lon 
176,2014012700100126,2014년 1월 27일 09시,월요일,경기도 오산시 세교동,경상사고,0,0,4,2,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,승합,남,51세,경상,37.17833873060745,127.04783136703311
177,2014012700100437,2014년 1월 27일 19시,월요일,경기도 오산시 오산동,중상사고,0,1,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,33세,중상,37.14972693969883,127.06154379605933
178,2014012800100585,2014년 1월 28일 19시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,7세,중상,37.14136946577699,127.07384381205132
179,2014012800100611,2014년 1월 28일 20시,화요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,33세,상해없음,보행자,남,2세,중상,37.1765661028665,127.04423298399391
180,2014012900100356,2014년 1월 29일 16시,수요일,경기도 오산시 가장동,경상사고,0,0,5,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,경상,승용,남,41세,경상,37.162725788526124,127.03546722115928
181,2014022000100098,2014년 2월 20일 07시,목요일,경기도 오산시 외삼미동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,화물,여,30세,경상,37.18953612635243,127.06357084962096
182,2014032600100386,2014년 3월 26일 16시,수요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승합,남,49세,상해없음,37.13590369491629,127.07834247259873
183,2014032900100150,2014년 3월 29일 07시,토요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,승용,남,41세,경상,37.147834890273124,127.0666802948867
184,2014032900100548,2014년 3월 29일 20시,토요일,경기도 오산시 원동,중상사고,0,1,6,0,차대차 - 기타,안전거리미확보,포장 - 습기,비,단일로 - 기타,승용,남,50세,상해없음,승용,남,54세,중상,37.13587701283083,127.07357661621937
185,2014040400100359,2014년 4월 4일 15시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,자전거,남,12세,경상,37.1469281106274,127.04675041840827
186,2014040500100051,2014년 4월 5일 02시,토요일,경기도 오산시 내삼미동,경상사고,0,0,7,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,45세,경상,37.17523400565799,127.06565817661848
187,2014041600100346,2014년 4월 16일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,4세,경상,37.17114961061079,127.05870034624952
188,2014041900100171,2014년 4월 19일 10시,토요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,여,32세,경상,37.13590315499684,127.07819600277031
189,2014041900100198,2014년 4월 19일 11시,토요일,경기도 오산시 부산동,중상사고,0,2,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,승용,남,31세,중상,37.14866312727387,127.08328681089786
190,2014042100100345,2014년 4월 21일 16시,월요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,9세,중상,37.15686379296696,127.07947376349975
191,2014042600100339,2014년 4월 26일 15시,토요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,53세,상해없음,승용,여,36세,경상,37.14896089487086,127.07842848605573
192,2014050500100124,2014년 5월 5일 09시,월요일,경기도 오산시 오산동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,47세,경상,37.14840960831296,127.07809297272881
193,2014050500100475,2014년 5월 5일 20시,월요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,여,41세,경상,37.14083603864816,127.08572262383271
194,2014050800100491,2014년 5월 8일 18시,목요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,53세,상해없음,자전거,여,11세,경상,37.156970085345925,127.07895484031208
195,2014051600100349,2014년 5월 16일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,10세,경상,37.156985746463214,127.06155358327271
196,2014052300100619,2014년 5월 23일 22시,금요일,경기도 오산시 양산동,경상사고,0,0,1,3,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,49세,부상신고,37.18451898735097,127.00937796922719
197,2014052700100408,2014년 5월 27일 16시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,6세,경상,승합,남,52세,상해없음,37.1314231230638,127.07132167791693
198,2014052700100501,2014년 5월 27일 18시,화요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,자전거,남,12세,경상,37.15679769616514,127.05721550301209
199,2014052900100558,2014년 5월 29일 20시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,남,6세,경상,37.15499389177464,127.08101512951501
200,2014053000100424,2014년 5월 30일 16시,금요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,여,32세,경상,37.14323204104451,127.08007765104787
201,2014060300100596,2014년 6월 3일 21시,화요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,54세,상해없음,승용,여,33세,경상,37.15883661399409,127.08633965633068
202,2014060900100488,2014년 6월 9일 19시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,10세,경상,37.14457775253834,127.08560423945326
203,2014061300100119,2014년 6월 13일 08시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,4세,경상,37.14491820129455,127.04926213153888
204,2014061300100394,2014년 6월 13일 17시,금요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,9세,부상신고,37.16422470710285,127.06344572552469
205,2014061400100372,2014년 6월 14일 14시,토요일,경기도 오산시 가수동,중상사고,0,1,1,0,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,여,38세,중상,37.1501471022415,127.0605951468115
206,2014061500100155,2014년 6월 15일 10시,일요일,경기도 오산시 원동,중상사고,0,1,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,42세,경상,37.14625429094693,127.07803535884865
207,2014062600100473,2014년 6월 26일 19시,목요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,10세,경상,37.15170794169767,127.06082419795213
208,2014062700100441,2014년 6월 27일 18시,금요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,5세,중상,37.17699038574532,127.04210021209016
209,2014071100100406,2014년 7월 11일 16시,금요일,경기도 오산시 오산동,중상사고,0,2,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,60세,상해없음,승용,남,40세,중상,37.148600599653534,127.07367464696561
210,2014071300100242,2014년 7월 13일 13시,일요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,8세,중상,37.13631509871495,127.06301727187761
211,2014071600100498,2014년 7월 16일 19시,수요일,경기도 오산시 외삼미동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,7세,중상,37.193155079743946,127.05969700775323
212,2014072000100371,2014년 7월 20일 18시,일요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,승용,여,33세,경상,37.13900562310068,127.07348306770398
213,2014072300100296,2014년 7월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,흐림,교차로 - 교차로안,이륜,남,55세,상해없음,보행자,여,7세,경상,37.153311655086476,127.07720245199643
214,2014080200100271,2014년 8월 2일 12시,토요일,경기도 오산시 금암동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,비포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,36세,경상,37.17398877074412,127.04688393786189
215,2014080600100224,2014년 8월 6일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,보행자,여,9세,경상,37.14781689963093,127.06669164974363
216,2014081300100299,2014년 8월 13일 14시,수요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,42세,상해없음,건설기계,남,37세,상해없음,37.15881223867157,127.08957441709767
217,2014081700100285,2014년 8월 17일 16시,일요일,경기도 오산시 원동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,41세,중상,37.13675862130998,127.07302038833966
218,2014082800100422,2014년 8월 28일 17시,목요일,경기도 오산시 누읍동,중상사고,0,7,6,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승합,남,52세,상해없음,37.144235085531434,127.0521164149296
219,2014090400100142,2014년 9월 4일 08시,목요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,보행자,남,12세,경상,37.143701143036736,127.04932457770876
220,2014090900100024,2014년 9월 9일 02시,화요일,경기도 오산시 오산동,중상사고,0,2,10,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,46세,중상,37.14857312837344,127.07356208611225
221,2014091700100364,2014년 9월 17일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,자전거,여,7세,경상,37.16448127662349,127.06215955689395
222,2014092200100344,2014년 9월 22일 15시,월요일,경기도 오산시 원동,경상사고,0,0,1,2,차대차 - 기타,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,건설기계,남,47세,상해없음,승용,여,38세,경상,37.142571054116004,127.07204655271461
223,2014092600100534,2014년 9월 26일 19시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,35세,상해없음,보행자,남,10세,경상,37.147728345408716,127.07432106846397
224,2014100300100267,2014년 10월 3일 12시,금요일,경기도 오산시 부산동,중상사고,0,2,9,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,승용,남,42세,상해없음,37.11847392537401,127.10896130044509
225,2014101300100385,2014년 10월 13일 14시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,보행자,남,7세,중상,37.133773903154754,127.07060078495323
226,2014101300100655,2014년 10월 13일 21시,월요일,경기도 오산시 원동,경상사고,0,0,3,1,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,여,29세,경상,37.13619004479967,127.0728878534436
227,2014101400100405,2014년 10월 14일 16시,화요일,경기도 오산시 은계동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,31세,경상,37.15944378176115,127.07008469273192
228,2014101600100334,2014년 10월 16일 14시,목요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,7세,경상,승용,여,35세,상해없음,37.17976770404046,127.04437445092579
229,2014102400100553,2014년 10월 24일 19시,금요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,여,28세,상해없음,승합,남,26세,경상,37.17749555881311,127.04667450316313
230,2014102700100459,2014년 10월 27일 17시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,,,,,37.16013347318016,127.06410796891089
231,2014110100100646,2014년 11월 1일 21시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,42세,상해없음,37.15049105421376,127.07283183865691
232,2014110700100449,2014년 11월 7일 17시,금요일,경기도 오산시 세교동,경상사고,0,0,2,1,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,여,34세,경상,37.18828635673384,127.04152348635007
233,2014111800100277,2014년 11월 18일 13시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,8세,중상,37.156133560455196,127.07707660947953
234,2014112000100336,2014년 11월 20일 14시,목요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,자전거,남,7세,경상,37.18640918621337,127.04111600618991
235,2014121100100349,2014년 12월 11일 16시,목요일,경기도 오산시 수청동,중상사고,0,3,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,65세,상해없음,승용,남,37세,중상,37.16549387492789,127.06522046219389
236,2014121200100313,2014년 12월 12일 14시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,보행자,여,10세,경상,37.159639113999425,127.05748327731312
237,2014121900100355,2014년 12월 19일 17시,금요일,경기도 오산시 갈곶동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,39세,경상,화물,여,46세,중상,37.13514405265687,127.06332713300895
238,2014122100100100,2014년 12월 21일 08시,일요일,경기도 오산시 갈곶동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 결빙,맑음,교차로 - 교차로안,승용,남,41세,경상,,,,,37.1340720449575,127.05422877844184
239,2014122500100178,2014년 12월 25일 10시,목요일,경기도 오산시 수청동,중상사고,0,2,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,42세,경상,37.170328838378666,127.06098134866087
240,2015011700100250,2015년 1월 17일 11시,토요일,경기도 오산시 원동,경상사고,0,0,5,3,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,여,54세,상해없음,37.13121556559023,127.09098256750416
241,2015020200100307,2015년 2월 2일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,보행자,여,10세,중상,37.13367780621467,127.06902389662588
242,2015020600100315,2015년 2월 6일 15시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,보행자,남,8세,중상,37.13596129367529,127.0719988283403
243,2015021400100230,2015년 2월 14일 11시,토요일,경기도 오산시 누읍동,중상사고,0,1,3,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,남,51세,경상,37.142009305571705,127.05479798482044
244,2015022200100240,2015년 2월 22일 16시,일요일,경기도 오산시 세교동,중상사고,0,2,5,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,43세,상해없음,승용,남,32세,중상,37.19396538395006,127.0433546686496
245,2015022200100291,2015년 2월 22일 18시,일요일,경기도 오산시 갈곶동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승합,남,46세,경상,37.14962205981765,127.06241202355436
246,2015022800100323,2015년 2월 28일 16시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,자전거,남,11세,경상,37.14882151691799,127.07731349906132
247,2015031400100210,2015년 3월 14일 10시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,31세,상해없음,보행자,여,7세,중상,37.13372301795449,127.06905748156406
248,2015031900100438,2015년 3월 19일 17시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,12세,중상,37.149392923622045,127.06144399713529
249,2015032600100372,2015년 3월 26일 15시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,남,6세,중상,37.15594904067489,127.07838479857787
250,2015032900100298,2015년 3월 29일 16시,일요일,경기도 오산시 궐동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,30세,기타불명,37.15931184909367,127.05913037857515
251,2015040400100409,2015년 4월 4일 16시,토요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,50세,상해없음,보행자,남,6세,경상,37.17004979194813,127.06110670472543
252,2015040800100469,2015년 4월 8일 20시,수요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,25세,상해없음,승용,남,29세,경상,37.13586572102139,127.07055709417152
253,2015041000100190,2015년 4월 10일 10시,금요일,경기도 오산시 갈곶동,중상사고,0,1,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,29세,중상,승용,남,68세,상해없음,37.13464231055925,127.06180852859526
254,2015041000100459,2015년 4월 10일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,여,5세,경상,37.14509391444145,127.07152757505189
255,2015051400100480,2015년 5월 14일 19시,목요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,40세,경상,37.14136044938941,127.07384385467043
256,2015052300100209,2015년 5월 23일 10시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,6세,경상,37.17806599077689,127.04726908753487
257,2015061300100387,2015년 6월 13일 16시,토요일,경기도 오산시 내삼미동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,2세,중상,37.1728987937684,127.06571453234913
258,2015061400100387,2015년 6월 14일 18시,일요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,자전거,남,11세,중상,37.15929368438811,127.0590966567319
259,2015061900100418,2015년 6월 19일 17시,금요일,경기도 오산시 청호동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,남,8세,부상신고,37.12606970172423,127.07936804080738
260,2015070300100510,2015년 7월 3일 19시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,자전거,남,10세,중상,37.13338202473286,127.06949850173592
261,2015071300100432,2015년 7월 13일 16시,월요일,경기도 오산시 서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,29세,상해없음,보행자,여,9세,중상,37.14437343342816,127.04603088702089
262,2015071800100295,2015년 7월 18일 13시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,6세,중상,37.141441046119304,127.07611959464529
263,2015073000100410,2015년 7월 30일 16시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,자전거,여,9세,중상,37.135740433262654,127.07808408431355
264,2015091300100196,2015년 9월 13일 11시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,자전거,남,7세,경상,37.14150239742874,127.04739754209102
265,2015092000100130,2015년 9월 20일 08시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,52세,상해없음,,,,,37.141727240214024,127.04953729634525
266,2015092400100679,2015년 9월 24일 21시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,원동기,여,57세,기타불명,37.14511199057813,127.07153875893938
267,2015100300100490,2015년 10월 3일 18시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,기타불명,보행자,남,8세,부상신고,37.152800789520356,127.0683920115275
268,2015100500100643,2015년 10월 5일 21시,월요일,경기도 오산시 세교동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,35세,경상,37.18160190583169,127.04305732539572
269,2015102100100512,2015년 10월 21일 20시,수요일,경기도 오산시 원동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,여,27세,중상,37.13799298994654,127.07517792955962
270,2015102900100386,2015년 10월 29일 16시,목요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승합,남,57세,상해없음,37.13601248150687,127.0784997086732
271,2015103000100536,2015년 10월 30일 17시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,남,10세,경상,37.15406983455471,127.0774017777807
272,2015110400100192,2015년 11월 4일 09시,수요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,44세,상해없음,승용,여,35세,경상,37.17936307236206,127.04692430790114
273,2015111900100133,2015년 11월 19일 08시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,10세,중상,37.14930055066547,127.0655914461861
274,2015112700100419,2015년 11월 27일 16시,금요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,중상,승합,여,44세,중상,37.145633418026826,127.07353082388151
275,2015120800100388,2015년 12월 8일 16시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,보행자,남,8세,중상,37.133764801706214,127.07057829523326
276,2015121600100445,2015년 12월 16일 18시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,자전거,남,6세,중상,37.15613343532741,127.07704279984527
277,2016010100100256,2016년 1월 1일 14시,금요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,자전거,남,58세,상해없음,37.1522088258123,127.0716291786323
278,2016012200100563,2016년 1월 22일 22시,금요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,기타불명,승용,여,43세,경상,37.17123177769412,127.06601565005393
