연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2013,야간사고,1211,487,0.49,12,0.44,2.46,661,0.43
2013,어린이사고,1212,28,0.24,0,0,0,43,0.3
2013,노인사고,1212,65,0.21,7,0.38,10.77,65,0.2
2013,보행자사고,1212,51,0.1,6,0.3,11.76,48,0.1
2013,자전거사고,1212,35,0.26,2,0.71,5.71,34,0.25
2013,야간사고,1212,229,0.23,11,0.41,4.8,379,0.25
2013,어린이사고,1213,30,0.26,0,0,0,34,0.24
2013,노인사고,1213,99,0.33,3,0.16,3.03,98,0.3
2013,보행자사고,1213,214,0.43,5,0.25,2.34,212,0.42
2013,자전거사고,1213,45,0.34,0,0,0,48,0.35
2013,야간사고,1213,368,0.37,8,0.3,2.17,520,0.34
2013,어린이사고,1214,25,0.21,0,0,0,26,0.18
2013,노인사고,1214,86,0.28,5,0.27,5.81,83,0.26
2013,보행자사고,1214,214,0.43,5,0.25,2.34,221,0.44
2013,자전거사고,1214,56,0.42,0,0,0,65,0.48
2013,야간사고,1214,361,0.36,5,0.19,1.39,500,0.33
2013,어린이사고,1215,40,0.34,0,0,0,51,0.35
2013,노인사고,1215,120,0.4,8,0.44,6.67,116,0.36
2013,보행자사고,1215,318,0.64,14,0.71,4.4,314,0.62
2013,자전거사고,1215,56,0.42,2,0.71,3.57,60,0.44
2013,야간사고,1215,519,0.52,19,0.7,3.66,777,0.51
2013,어린이사고,1216,37,0.32,0,0,0,47,0.33
2013,노인사고,1216,87,0.29,1,0.05,1.15,93,0.29
2013,보행자사고,1216,126,0.25,3,0.15,2.38,143,0.28
2013,자전거사고,1216,22,0.17,1,0.35,4.55,21,0.15
2013,야간사고,1216,214,0.21,12,0.44,5.61,350,0.23
2013,어린이사고,1302,233,1.99,0,0,0,311,2.15
2013,노인사고,1302,431,1.42,15,0.82,3.48,447,1.39
2013,보행자사고,1302,1094,2.19,28,1.41,2.56,1114,2.21
2013,자전거사고,1302,274,2.06,3,1.06,1.09,279,2.05
2013,야간사고,1302,2359,2.35,26,0.96,1.1,3616,2.36
2013,어린이사고,1303,156,1.33,4,4.88,2.56,184,1.27
2013,노인사고,1303,293,0.97,14,0.76,4.78,300,0.93
2013,보행자사고,1303,771,1.54,26,1.31,3.37,776,1.54
2013,자전거사고,1303,79,0.59,2,0.71,2.53,80,0.59
2013,야간사고,1303,1532,1.53,29,1.07,1.89,2433,1.59
2013,어린이사고,1304,95,0.81,1,1.22,1.05,112,0.78
2013,노인사고,1304,166,0.55,4,0.22,2.41,178,0.55
2013,보행자사고,1304,395,0.79,4,0.2,1.01,413,0.82
2013,자전거사고,1304,79,0.59,1,0.35,1.27,82,0.6
2013,야간사고,1304,720,0.72,19,0.7,2.64,1115,0.73
2013,어린이사고,1305,96,0.82,2,2.44,2.08,110,0.76
2013,노인사고,1305,246,0.81,8,0.44,3.25,250,0.78
2013,보행자사고,1305,577,1.15,16,0.81,2.77,586,1.16
2013,자전거사고,1305,152,1.14,1,0.35,0.66,157,1.15
2013,야간사고,1305,1036,1.03,17,0.63,1.64,1584,1.03
2013,어린이사고,1306,155,1.32,0,0,0,177,1.23
2013,노인사고,1306,324,1.07,9,0.49,2.78,332,1.03
2013,보행자사고,1306,760,1.52,14,0.71,1.84,783,1.55
2013,자전거사고,1306,233,1.75,3,1.06,1.29,232,1.71
2013,야간사고,1306,1486,1.48,18,0.67,1.21,2302,1.5
2013,어린이사고,1307,146,1.24,1,1.22,0.68,177,1.23
2013,노인사고,1307,214,0.71,16,0.87,7.48,212,0.66
2013,보행자사고,1307,641,1.28,19,0.96,2.96,650,1.29
2013,자전거사고,1307,205,1.54,6,2.13,2.93,203,1.49
2013,야간사고,1307,1471,1.47,21,0.78,1.43,2303,1.5
2013,어린이사고,1308,107,0.91,0,0,0,134,0.93
2013,노인사고,1308,250,0.83,23,1.25,9.2,253,0.79
2013,보행자사고,1308,454,0.91,24,1.21,5.29,452,0.9
2013,자전거사고,1308,64,0.48,2,0.71,3.13,67,0.49
2013,야간사고,1308,913,0.91,41,1.52,4.49,1455,0.95
2013,어린이사고,1309,49,0.42,0,0,0,56,0.39
2013,노인사고,1309,98,0.32,2,0.11,2.04,102,0.32
2013,보행자사고,1309,221,0.44,1,0.05,0.45,232,0.46
2013,자전거사고,1309,48,0.36,2,0.71,4.17,48,0.35
2013,야간사고,1309,389,0.39,5,0.19,1.29,566,0.37
2013,어린이사고,1310,43,0.37,0,0,0,51,0.35
2013,노인사고,1310,87,0.29,5,0.27,5.75,89,0.28
2013,보행자사고,1310,170,0.34,6,0.3,3.53,170,0.34
2013,자전거사고,1310,37,0.28,0,0,0,39,0.29
2013,야간사고,1310,349,0.35,3,0.11,0.86,558,0.36
2013,어린이사고,1311,61,0.52,0,0,0,76,0.53
2013,노인사고,1311,130,0.43,6,0.33,4.62,132,0.41
2013,보행자사고,1311,151,0.3,9,0.45,5.96,149,0.3
2013,자전거사고,1311,31,0.23,0,0,0,32,0.24
2013,야간사고,1311,408,0.41,15,0.56,3.68,585,0.38
2013,어린이사고,1313,27,0.23,1,1.22,3.7,38,0.26
2013,노인사고,1313,104,0.34,8,0.44,7.69,108,0.34
2013,보행자사고,1313,75,0.15,12,0.61,16,66,0.13
2013,자전거사고,1313,15,0.11,1,0.35,6.67,14,0.1
2013,야간사고,1313,192,0.19,17,0.63,8.85,319,0.21
2013,어린이사고,1315,139,1.19,0,0,0,174,1.21
2013,노인사고,1315,195,0.64,12,0.65,6.15,203,0.63
2013,보행자사고,1315,344,0.69,16,0.81,4.65,350,0.69
2013,자전거사고,1315,68,0.51,3,1.06,4.41,65,0.48
2013,야간사고,1315,912,0.91,29,1.07,3.18,1443,0.94
2013,어린이사고,1316,123,1.05,0,0,0,151,1.05
2013,노인사고,1316,148,0.49,14,0.76,9.46,144,0.45
2013,보행자사고,1316,424,0.85,24,1.21,5.66,416,0.82
2013,자전거사고,1316,96,0.72,5,1.77,5.21,92,0.68
2013,야간사고,1316,979,0.98,29,1.07,2.96,1572,1.02
2013,어린이사고,1317,97,0.83,1,1.22,1.03,114,0.79
2013,노인사고,1317,192,0.63,11,0.6,5.73,247,0.77
2013,보행자사고,1317,305,0.61,13,0.66,4.26,304,0.6
2013,자전거사고,1317,43,0.32,0,0,0,43,0.32
2013,야간사고,1317,685,0.68,14,0.52,2.04,1006,0.66
2013,어린이사고,1318,176,1.5,1,1.22,0.57,205,1.42
2013,노인사고,1318,389,1.28,20,1.09,5.14,401,1.25
2013,보행자사고,1318,664,1.33,25,1.26,3.77,670,1.33
2013,자전거사고,1318,309,2.32,6,2.13,1.94,309,2.27
2013,야간사고,1318,1645,1.64,28,1.04,1.7,2483,1.62
2013,어린이사고,1319,83,0.71,1,1.22,1.2,106,0.73
2013,노인사고,1319,129,0.43,12,0.65,9.3,131,0.41
2013,보행자사고,1319,223,0.45,11,0.55,4.93,229,0.45
2013,자전거사고,1319,41,0.31,2,0.71,4.88,40,0.29
2013,야간사고,1319,499,0.5,13,0.48,2.61,821,0.54
2013,어린이사고,1320,10,0.09,0,0,0,14,0.1
2013,노인사고,1320,38,0.13,4,0.22,10.53,41,0.13
2013,보행자사고,1320,33,0.07,4,0.2,12.12,30,0.06
2013,자전거사고,1320,2,0.02,0,0,0,2,0.01
2013,야간사고,1320,67,0.07,6,0.22,8.96,102,0.07
2013,어린이사고,1321,63,0.54,1,1.22,1.59,84,0.58
2013,노인사고,1321,131,0.43,8,0.44,6.11,147,0.46
2013,보행자사고,1321,139,0.28,15,0.76,10.79,127,0.25
2013,자전거사고,1321,22,0.17,1,0.35,4.55,23,0.17
2013,야간사고,1321,363,0.36,22,0.81,6.06,587,0.38
2013,어린이사고,1322,17,0.14,0,0,0,23,0.16
2013,노인사고,1322,50,0.17,6,0.33,12,53,0.16
2013,보행자사고,1322,59,0.12,6,0.3,10.17,58,0.11
2013,자전거사고,1322,25,0.19,1,0.35,4,25,0.18
2013,야간사고,1322,121,0.12,8,0.3,6.61,200,0.13
2013,어린이사고,1323,18,0.15,2,2.44,11.11,22,0.15
2013,노인사고,1323,77,0.25,9,0.49,11.69,80,0.25
2013,보행자사고,1323,59,0.12,8,0.4,13.56,56,0.11
2013,자전거사고,1323,28,0.21,2,0.71,7.14,27,0.2
2013,야간사고,1323,150,0.15,14,0.52,9.33,220,0.14
2013,어린이사고,1324,54,0.46,0,0,0,68,0.47
2013,노인사고,1324,131,0.43,8,0.44,6.11,141,0.44
2013,보행자사고,1324,141,0.28,13,0.66,9.22,132,0.26
2013,자전거사고,1324,26,0.2,1,0.35,3.85,26,0.19
2013,야간사고,1324,421,0.42,20,0.74,4.75,706,0.46
2013,어린이사고,1325,149,1.27,0,0,0,192,1.33
2013,노인사고,1325,245,0.81,16,0.87,6.53,264,0.82
2013,보행자사고,1325,509,1.02,26,1.31,5.11,502,0.99
2013,자전거사고,1325,86,0.65,0,0,0,86,0.63
2013,야간사고,1325,1196,1.19,35,1.3,2.93,1928,1.26
2013,어린이사고,1326,52,0.44,0,0,0,69,0.48
2013,노인사고,1326,170,0.56,11,0.6,6.47,198,0.62
2013,보행자사고,1326,158,0.32,8,0.4,5.06,153,0.3
2013,자전거사고,1326,31,0.23,1,0.35,3.23,31,0.23
2013,야간사고,1326,426,0.42,17,0.63,3.99,705,0.46
2013,어린이사고,1327,63,0.54,0,0,0,78,0.54
2013,노인사고,1327,132,0.44,7,0.38,5.3,138,0.43
2013,보행자사고,1327,195,0.39,13,0.66,6.67,189,0.37
2013,자전거사고,1327,37,0.28,1,0.35,2.7,37,0.27
2013,야간사고,1327,459,0.46,16,0.59,3.49,669,0.44
2013,어린이사고,1330,30,0.26,1,1.22,3.33,34,0.24
2013,노인사고,1330,67,0.22,5,0.27,7.46,72,0.22
2013,보행자사고,1330,92,0.18,5,0.25,5.43,103,0.2
2013,자전거사고,1330,26,0.2,0,0,0,26,0.19
2013,야간사고,1330,179,0.18,4,0.15,2.23,292,0.19
2013,어린이사고,1332,8,0.07,0,0,0,10,0.07
2013,노인사고,1332,23,0.08,1,0.05,4.35,23,0.07
2013,보행자사고,1332,39,0.08,1,0.05,2.56,42,0.08
2013,자전거사고,1332,11,0.08,0,0,0,11,0.08
2013,야간사고,1332,90,0.09,1,0.04,1.11,168,0.11
2013,어린이사고,1333,46,0.39,0,0,0,57,0.39
2013,노인사고,1333,53,0.18,3,0.16,5.66,51,0.16
2013,보행자사고,1333,225,0.45,5,0.25,2.22,238,0.47
2013,자전거사고,1333,31,0.23,1,0.35,3.23,31,0.23
2013,야간사고,1333,381,0.38,7,0.26,1.84,562,0.37
2013,어린이사고,1334,150,1.28,0,0,0,212,1.47
2013,노인사고,1334,220,0.73,17,0.93,7.73,232,0.72
2013,보행자사고,1334,402,0.8,20,1.01,4.98,414,0.82
2013,자전거사고,1334,73,0.55,2,0.71,2.74,77,0.57
2013,야간사고,1334,907,0.9,29,1.07,3.2,1465,0.95
2013,어린이사고,1335,49,0.42,0,0,0,66,0.46
2013,노인사고,1335,81,0.27,0,0,0,86,0.27
2013,보행자사고,1335,176,0.35,1,0.05,0.57,185,0.37
2013,자전거사고,1335,44,0.33,0,0,0,45,0.33
2013,야간사고,1335,351,0.35,2,0.07,0.57,546,0.36
2013,어린이사고,1336,28,0.24,0,0,0,32,0.22
2013,노인사고,1336,46,0.15,0,0,0,48,0.15
2013,보행자사고,1336,74,0.15,2,0.1,2.7,74,0.15
2013,자전거사고,1336,28,0.21,2,0.71,7.14,31,0.23
2013,야간사고,1336,188,0.19,3,0.11,1.6,300,0.2
2013,어린이사고,1337,40,0.34,0,0,0,49,0.34
2013,노인사고,1337,79,0.26,2,0.11,2.53,84,0.26
2013,보행자사고,1337,126,0.25,3,0.15,2.38,129,0.26
2013,자전거사고,1337,65,0.49,1,0.35,1.54,66,0.49
2013,야간사고,1337,238,0.24,5,0.19,2.1,386,0.25
2013,어린이사고,1401,110,0.94,0,0,0,150,1.04
2013,노인사고,1401,261,0.86,14,0.76,5.36,286,0.89
2013,보행자사고,1401,386,0.77,11,0.55,2.85,393,0.78
2013,자전거사고,1401,93,0.7,4,1.42,4.3,96,0.71
2013,야간사고,1401,774,0.77,14,0.52,1.81,1192,0.78
2013,어린이사고,1402,160,1.36,2,2.44,1.25,189,1.31
2013,노인사고,1402,262,0.87,10,0.55,3.82,285,0.89
2013,보행자사고,1402,409,0.82,14,0.71,3.42,422,0.84
2013,자전거사고,1402,110,0.83,3,1.06,2.73,115,0.85
2013,야간사고,1402,1028,1.03,17,0.63,1.65,1654,1.08
2013,어린이사고,1403,30,0.26,0,0,0,40,0.28
2013,노인사고,1403,82,0.27,6,0.33,7.32,85,0.26
2013,보행자사고,1403,99,0.2,5,0.25,5.05,103,0.2
2013,자전거사고,1403,14,0.11,2,0.71,14.29,12,0.09
2013,야간사고,1403,186,0.19,12,0.44,6.45,319,0.21
2013,어린이사고,1404,64,0.55,0,0,0,78,0.54
2013,노인사고,1404,179,0.59,15,0.82,8.38,213,0.66
2013,보행자사고,1404,212,0.42,9,0.45,4.25,222,0.44
2013,자전거사고,1404,55,0.41,0,0,0,55,0.4
2013,야간사고,1404,461,0.46,16,0.59,3.47,737,0.48
2013,어린이사고,1405,48,0.41,0,0,0,63,0.44
2013,노인사고,1405,81,0.27,3,0.16,3.7,97,0.3
2013,보행자사고,1405,132,0.26,5,0.25,3.79,134,0.27
2013,자전거사고,1405,23,0.17,2,0.71,8.7,21,0.15
2013,야간사고,1405,226,0.23,3,0.11,1.33,374,0.24
2013,어린이사고,1406,11,0.09,0,0,0,15,0.1
2013,노인사고,1406,42,0.14,1,0.05,2.38,47,0.15
2013,보행자사고,1406,47,0.09,3,0.15,6.38,49,0.1
2013,자전거사고,1406,2,0.02,0,0,0,2,0.01
2013,야간사고,1406,61,0.06,2,0.07,3.28,91,0.06
2013,어린이사고,1407,31,0.26,0,0,0,45,0.31
2013,노인사고,1407,74,0.24,2,0.11,2.7,90,0.28
2013,보행자사고,1407,61,0.12,1,0.05,1.64,64,0.13
2013,자전거사고,1407,19,0.14,0,0,0,20,0.15
2013,야간사고,1407,113,0.11,5,0.19,4.42,183,0.12
2013,어린이사고,1412,28,0.24,0,0,0,41,0.28
2013,노인사고,1412,75,0.25,4,0.22,5.33,79,0.25
2013,보행자사고,1412,72,0.14,5,0.25,6.94,70,0.14
2013,자전거사고,1412,10,0.08,0,0,0,11,0.08
2013,야간사고,1412,121,0.12,4,0.15,3.31,199,0.13
2013,어린이사고,1413,21,0.18,1,1.22,4.76,31,0.21
2013,노인사고,1413,49,0.16,5,0.27,10.2,51,0.16
2013,보행자사고,1413,34,0.07,4,0.2,11.76,31,0.06
2013,자전거사고,1413,2,0.02,1,0.35,50,1,0.01
2013,야간사고,1413,78,0.08,7,0.26,8.97,119,0.08
2013,어린이사고,1415,12,0.1,0,0,0,18,0.12
2013,노인사고,1415,32,0.11,4,0.22,12.5,33,0.1
2013,보행자사고,1415,34,0.07,2,0.1,5.88,37,0.07
2013,자전거사고,1415,5,0.04,0,0,0,5,0.04
2013,야간사고,1415,61,0.06,8,0.3,13.11,87,0.06
2013,어린이사고,1416,18,0.15,0,0,0,21,0.15
2013,노인사고,1416,46,0.15,4,0.22,8.7,66,0.21
2013,보행자사고,1416,38,0.08,3,0.15,7.89,39,0.08
2013,자전거사고,1416,3,0.02,0,0,0,3,0.02
2013,야간사고,1416,63,0.06,8,0.3,12.7,144,0.09
2013,어린이사고,1417,7,0.06,0,0,0,9,0.06
2013,노인사고,1417,20,0.07,4,0.22,20,20,0.06
2013,보행자사고,1417,19,0.04,2,0.1,10.53,19,0.04
2013,야간사고,1417,54,0.05,4,0.15,7.41,80,0.05
2013,어린이사고,1418,10,0.09,1,1.22,10,10,0.07
2013,노인사고,1418,39,0.13,2,0.11,5.13,42,0.13
2013,보행자사고,1418,27,0.05,3,0.15,11.11,25,0.05
2013,자전거사고,1418,13,0.1,2,0.71,15.38,11,0.08
2013,야간사고,1418,61,0.06,4,0.15,6.56,81,0.05
2013,어린이사고,1419,2,0.02,0,0,0,5,0.03
2013,노인사고,1419,22,0.07,0,0,0,28,0.09
2013,보행자사고,1419,10,0.02,0,0,0,10,0.02
2013,자전거사고,1419,4,0.03,0,0,0,4,0.03
2013,야간사고,1419,18,0.02,0,0,0,31,0.02
2013,어린이사고,1420,11,0.09,0,0,0,18,0.12
2013,노인사고,1420,19,0.06,0,0,0,29,0.09
2013,보행자사고,1420,10,0.02,1,0.05,10,9,0.02
2013,자전거사고,1420,3,0.02,0,0,0,3,0.02
2013,야간사고,1420,27,0.03,2,0.07,7.41,43,0.03
2013,어린이사고,1421,9,0.08,0,0,0,13,0.09
2013,노인사고,1421,21,0.07,5,0.27,23.81,32,0.1
2013,보행자사고,1421,18,0.04,3,0.15,16.67,15,0.03
2013,야간사고,1421,31,0.03,6,0.22,19.35,50,0.03
2013,어린이사고,1422,19,0.16,0,0,0,28,0.19
2013,노인사고,1422,45,0.15,3,0.16,6.67,52,0.16
2013,보행자사고,1422,24,0.05,2,0.1,8.33,23,0.05
2013,자전거사고,1422,4,0.03,0,0,0,4,0.03
2013,야간사고,1422,56,0.06,1,0.04,1.79,105,0.07
2013,어린이사고,1423,15,0.13,0,0,0,20,0.14
2013,노인사고,1423,29,0.1,3,0.16,10.34,34,0.11
2013,보행자사고,1423,22,0.04,2,0.1,9.09,21,0.04
2013,자전거사고,1423,3,0.02,1,0.35,33.33,2,0.01
2013,야간사고,1423,39,0.04,3,0.11,7.69,75,0.05
2013,어린이사고,1501,255,2.17,3,3.66,1.18,323,2.24
2013,노인사고,1501,411,1.36,14,0.76,3.41,434,1.35
2013,보행자사고,1501,748,1.5,32,1.61,4.28,759,1.5
2013,자전거사고,1501,246,1.85,2,0.71,0.81,260,1.91
2013,야간사고,1501,1904,1.9,35,1.3,1.84,3184,2.08
2013,어린이사고,1502,55,0.47,0,0,0,71,0.49
2013,노인사고,1502,229,0.76,17,0.93,7.42,258,0.8
2013,보행자사고,1502,175,0.35,10,0.5,5.71,175,0.35
2013,자전거사고,1502,85,0.64,1,0.35,1.18,87,0.64
2013,야간사고,1502,515,0.51,18,0.67,3.5,850,0.55
2013,어린이사고,1503,57,0.49,0,0,0,71,0.49
2013,노인사고,1503,163,0.54,6,0.33,3.68,179,0.56
2013,보행자사고,1503,154,0.31,5,0.25,3.25,156,0.31
2013,자전거사고,1503,40,0.3,3,1.06,7.5,37,0.27
2013,야간사고,1503,366,0.36,8,0.3,2.19,606,0.39
2013,어린이사고,1511,56,0.48,1,1.22,1.79,75,0.52
2013,노인사고,1511,154,0.51,9,0.49,5.84,169,0.53
2013,보행자사고,1511,93,0.19,9,0.45,9.68,89,0.18
2013,자전거사고,1511,39,0.29,4,1.42,10.26,36,0.26
2013,야간사고,1511,366,0.36,22,0.81,6.01,628,0.41
2013,어린이사고,1512,7,0.06,0,0,0,11,0.08
2013,노인사고,1512,53,0.18,6,0.33,11.32,53,0.16
2013,보행자사고,1512,27,0.05,3,0.15,11.11,26,0.05
2013,자전거사고,1512,9,0.07,2,0.71,22.22,7,0.05
2013,야간사고,1512,59,0.06,7,0.26,11.86,78,0.05
2013,어린이사고,1513,17,0.14,0,0,0,23,0.16
2013,노인사고,1513,73,0.24,6,0.33,8.22,81,0.25
2013,보행자사고,1513,40,0.08,4,0.2,10,38,0.08
2013,자전거사고,1513,11,0.08,0,0,0,12,0.09
2013,야간사고,1513,91,0.09,4,0.15,4.4,150,0.1
2013,어린이사고,1514,8,0.07,1,1.22,12.5,7,0.05
2013,노인사고,1514,58,0.19,11,0.6,18.97,59,0.18
2013,보행자사고,1514,28,0.06,1,0.05,3.57,28,0.06
2013,자전거사고,1514,11,0.08,2,0.71,18.18,9,0.07
2013,야간사고,1514,53,0.05,10,0.37,18.87,67,0.04
2013,어린이사고,1515,22,0.19,0,0,0,29,0.2
2013,노인사고,1515,61,0.2,6,0.33,9.84,63,0.2
2013,보행자사고,1515,74,0.15,9,0.45,12.16,68,0.13
2013,자전거사고,1515,6,0.05,0,0,0,6,0.04
2013,야간사고,1515,129,0.13,9,0.33,6.98,184,0.12
2013,어린이사고,1516,17,0.14,0,0,0,19,0.13
2013,노인사고,1516,46,0.15,6,0.33,13.04,52,0.16
2013,보행자사고,1516,28,0.06,2,0.1,7.14,27,0.05
2013,자전거사고,1516,8,0.06,1,0.35,12.5,10,0.07
2013,야간사고,1516,61,0.06,6,0.22,9.84,105,0.07
2013,어린이사고,1517,31,0.26,0,0,0,43,0.3
2013,노인사고,1517,92,0.3,12,0.65,13.04,106,0.33
2013,보행자사고,1517,62,0.12,8,0.4,12.9,57,0.11
2013,자전거사고,1517,12,0.09,2,0.71,16.67,11,0.08
2013,야간사고,1517,213,0.21,18,0.67,8.45,378,0.25
2013,어린이사고,1520,12,0.1,0,0,0,18,0.12
2013,노인사고,1520,39,0.13,1,0.05,2.56,40,0.12
2013,보행자사고,1520,24,0.05,1,0.05,4.17,25,0.05
2013,자전거사고,1520,4,0.03,0,0,0,4,0.03
2013,야간사고,1520,51,0.05,6,0.22,11.76,89,0.06
2013,어린이사고,1521,18,0.15,0,0,0,25,0.17
2013,노인사고,1521,35,0.12,3,0.16,8.57,47,0.15
2013,보행자사고,1521,27,0.05,2,0.1,7.41,26,0.05
2013,자전거사고,1521,14,0.11,0,0,0,14,0.1
2013,야간사고,1521,75,0.07,5,0.19,6.67,117,0.08
2013,어린이사고,1602,116,0.99,0,0,0,142,0.98
2013,노인사고,1602,202,0.67,16,0.87,7.92,205,0.64
2013,보행자사고,1602,469,0.94,25,1.26,5.33,483,0.96
2013,자전거사고,1602,54,0.41,2,0.71,3.7,54,0.4
2013,야간사고,1602,1077,1.07,30,1.11,2.79,1760,1.15
2013,어린이사고,1603,38,0.32,0,0,0,48,0.33
2013,노인사고,1603,55,0.18,15,0.82,27.27,45,0.14
2013,보행자사고,1603,120,0.24,17,0.86,14.17,108,0.21
2013,자전거사고,1603,22,0.17,3,1.06,13.64,20,0.15
2013,야간사고,1603,308,0.31,25,0.93,8.12,448,0.29
2013,어린이사고,1604,29,0.25,0,0,0,36,0.25
2013,노인사고,1604,120,0.4,8,0.44,6.67,140,0.44
2013,보행자사고,1604,104,0.21,6,0.3,5.77,104,0.21
2013,자전거사고,1604,28,0.21,0,0,0,29,0.21
2013,야간사고,1604,238,0.24,11,0.41,4.62,390,0.25
2013,어린이사고,1605,18,0.15,0,0,0,29,0.2
2013,노인사고,1605,76,0.25,12,0.65,15.79,70,0.22
2013,보행자사고,1605,90,0.18,11,0.55,12.22,82,0.16
2013,자전거사고,1605,16,0.12,0,0,0,17,0.13
2013,야간사고,1605,215,0.21,20,0.74,9.3,336,0.22
2013,어린이사고,1606,30,0.26,0,0,0,35,0.24
2013,노인사고,1606,131,0.43,6,0.33,4.58,143,0.44
2013,보행자사고,1606,141,0.28,6,0.3,4.26,141,0.28
2013,자전거사고,1606,30,0.23,1,0.35,3.33,29,0.21
2013,야간사고,1606,327,0.33,22,0.81,6.73,465,0.3
2013,어린이사고,1611,23,0.2,0,0,0,29,0.2
2013,노인사고,1611,68,0.22,9,0.49,13.24,84,0.26
2013,보행자사고,1611,49,0.1,6,0.3,12.24,44,0.09
2013,자전거사고,1611,18,0.14,0,0,0,19,0.14
2013,야간사고,1611,96,0.1,8,0.3,8.33,140,0.09
2013,어린이사고,1612,16,0.14,0,0,0,30,0.21
2013,노인사고,1612,88,0.29,8,0.44,9.09,100,0.31
2013,보행자사고,1612,58,0.12,7,0.35,12.07,56,0.11
2013,자전거사고,1612,3,0.02,0,0,0,3,0.02
2013,야간사고,1612,125,0.12,10,0.37,8,213,0.14
2013,어린이사고,1615,36,0.31,0,0,0,53,0.37
2013,노인사고,1615,145,0.48,18,0.98,12.41,173,0.54
2013,보행자사고,1615,97,0.19,12,0.61,12.37,89,0.18
2013,자전거사고,1615,31,0.23,1,0.35,3.23,32,0.24
2013,야간사고,1615,279,0.28,19,0.7,6.81,454,0.3
2013,어린이사고,1616,17,0.14,0,0,0,19,0.13
2013,노인사고,1616,89,0.29,10,0.55,11.24,102,0.32
2013,보행자사고,1616,57,0.11,9,0.45,15.79,51,0.1
2013,자전거사고,1616,13,0.1,1,0.35,7.69,12,0.09
2013,야간사고,1616,73,0.07,7,0.26,9.59,92,0.06
2013,어린이사고,1617,11,0.09,0,0,0,13,0.09
2013,노인사고,1617,113,0.37,8,0.44,7.08,123,0.38
2013,보행자사고,1617,50,0.1,6,0.3,12,44,0.09
2013,자전거사고,1617,11,0.08,0,0,0,12,0.09
2013,야간사고,1617,93,0.09,8,0.3,8.6,150,0.1
2013,어린이사고,1619,9,0.08,0,0,0,16,0.11
2013,노인사고,1619,66,0.22,9,0.49,13.64,67,0.21
2013,보행자사고,1619,22,0.04,4,0.2,18.18,19,0.04
2013,자전거사고,1619,3,0.02,1,0.35,33.33,2,0.01
2013,야간사고,1619,57,0.06,7,0.26,12.28,91,0.06
2013,어린이사고,1620,19,0.16,0,0,0,24,0.17
2013,노인사고,1620,123,0.41,8,0.44,6.5,135,0.42
2013,보행자사고,1620,105,0.21,11,0.55,10.48,97,0.19
2013,자전거사고,1620,20,0.15,0,0,0,20,0.15
2013,야간사고,1620,180,0.18,16,0.59,8.89,266,0.17
2013,어린이사고,1621,24,0.2,0,0,0,43,0.3
2013,노인사고,1621,130,0.43,10,0.55,7.69,150,0.47
2013,보행자사고,1621,70,0.14,6,0.3,8.57,71,0.14
2013,자전거사고,1621,16,0.12,2,0.71,12.5,14,0.1
2013,야간사고,1621,158,0.16,11,0.41,6.96,283,0.18
2013,어린이사고,1623,59,0.5,1,1.22,1.69,78,0.54
2013,노인사고,1623,124,0.41,12,0.65,9.68,133,0.41
2013,보행자사고,1623,145,0.29,17,0.86,11.72,135,0.27
2013,자전거사고,1623,17,0.13,1,0.35,5.88,17,0.13
2013,야간사고,1623,379,0.38,26,0.96,6.86,629,0.41
2013,어린이사고,1624,9,0.08,0,0,0,10,0.07
2013,노인사고,1624,8,0.03,0,0,0,8,0.02
2013,보행자사고,1624,17,0.03,1,0.05,5.88,18,0.04
2013,자전거사고,1624,4,0.03,0,0,0,4,0.03
2013,야간사고,1624,39,0.04,1,0.04,2.56,65,0.04
2013,어린이사고,1701,136,1.16,1,1.22,0.74,162,1.12
2013,노인사고,1701,416,1.37,22,1.2,5.29,432,1.34
2013,보행자사고,1701,755,1.51,31,1.56,4.11,763,1.51
2013,자전거사고,1701,179,1.34,3,1.06,1.68,178,1.31
2013,야간사고,1701,1510,1.51,32,1.18,2.12,2439,1.59
2013,어린이사고,1702,99,0.84,1,1.22,1.01,122,0.85
2013,노인사고,1702,286,0.94,17,0.93,5.94,309,0.96
2013,보행자사고,1702,367,0.73,16,0.81,4.36,375,0.74
2013,자전거사고,1702,117,0.88,2,0.71,1.71,117,0.86
2013,야간사고,1702,678,0.68,24,0.89,3.54,1071,0.7
2013,어린이사고,1704,32,0.27,0,0,0,44,0.3
2013,노인사고,1704,187,0.62,18,0.98,9.63,201,0.62
2013,보행자사고,1704,137,0.27,8,0.4,5.84,131,0.26
2013,자전거사고,1704,58,0.44,4,1.42,6.9,56,0.41
2013,야간사고,1704,240,0.24,8,0.3,3.33,345,0.22
2013,어린이사고,1705,23,0.2,0,0,0,27,0.19
2013,노인사고,1705,129,0.43,4,0.22,3.1,146,0.45
2013,보행자사고,1705,80,0.16,4,0.2,5,83,0.16
2013,자전거사고,1705,40,0.3,0,0,0,40,0.29
2013,야간사고,1705,154,0.15,5,0.19,3.25,220,0.14
2013,어린이사고,1706,25,0.21,0,0,0,39,0.27
2013,노인사고,1706,128,0.42,16,0.87,12.5,142,0.44
