사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467831,2018074,46770250  ,46770002  ,전라남도 고흥군2,전라남도 고흥군 고흥읍(고인돌분식 인근),7,7,0,1,6,0,127.2875662,34.60986074,"{""type"":""Polygon"",""coordinates"":[[[127.28891372,34.60986074],[127.28888782,34.60964438],[127.28881115,34.60943634],[127.28868663,34.6092446],[127.28851905,34.60907654],[127.28831486,34.60893862],[127.2880819,34.60883613],[127.28782912,34.60877302],[127.28756624,34.60875171],[127.28730336,34.60877302],[127.28705059,34.60883613],[127.28681763,34.60893862],[127.28661344,34.60907654],[127.28644586,34.6092446],[127.28632134,34.60943634],[127.28624466,34.60964438],[127.28621877,34.60986074],[127.28624466,34.6100771],[127.28632134,34.61028515],[127.28644586,34.61047688],[127.28661344,34.61064494],[127.28681763,34.61078286],[127.28705059,34.61088534],[127.28730336,34.61094845],[127.28756624,34.61096976],[127.28782912,34.61094845],[127.2880819,34.61088534],[127.28831486,34.61078286],[127.28851905,34.61064494],[127.28868663,34.61047688],[127.28881115,34.61028515],[127.28888782,34.6100771],[127.28891372,34.60986074]]]}"
6467832,2018074,46770253  ,46770003  ,전라남도 고흥군3,전라남도 고흥군 도양읍(소방서사거리 인근),7,12,0,3,9,0,127.1408219,34.52597816,"{""type"":""Polygon"",""coordinates"":[[[127.14216937,34.52597816],[127.14214348,34.52576158],[127.1420668,34.52555333],[127.14194228,34.5253614],[127.1417747,34.52519317],[127.14157051,34.52505511],[127.14133755,34.52495252],[127.14108478,34.52488934],[127.1408219,34.52486801],[127.14055902,34.52488934],[127.14030624,34.52495252],[127.14007328,34.52505511],[127.13986909,34.52519317],[127.13970151,34.5253614],[127.13957699,34.52555333],[127.13950032,34.52576158],[127.13947442,34.52597816],[127.13950032,34.52619474],[127.13957699,34.52640299],[127.13970151,34.52659492],[127.13986909,34.52676314],[127.14007328,34.5269012],[127.14030624,34.52700379],[127.14055902,34.52706696],[127.1408219,34.52708829],[127.14108478,34.52706696],[127.14133755,34.52700379],[127.14157051,34.5269012],[127.1417747,34.52676314],[127.14194228,34.52659492],[127.1420668,34.52640299],[127.14214348,34.52619474],[127.14216937,34.52597816]]]}"
6467833,2018074,46780253  ,46780001  ,전라남도 보성군1,전라남도 보성군 벌교읍(역전삼거리 인근),7,7,0,3,3,1,127.3449681,34.84262137,"{""type"":""Polygon"",""coordinates"":[[[127.34631558,34.84262137],[127.34628969,34.84240562],[127.34621301,34.84219815],[127.34608849,34.84200696],[127.34592091,34.84183937],[127.34571672,34.84170184],[127.34548376,34.84159964],[127.34523099,34.84153671],[127.34496811,34.84151546],[127.34470523,34.84153671],[127.34445245,34.84159964],[127.34421949,34.84170184],[127.3440153,34.84183937],[127.34384772,34.84200696],[127.3437232,34.84219815],[127.34364652,34.84240562],[127.34362063,34.84262137],[127.34364652,34.84283712],[127.3437232,34.84304458],[127.34384772,34.84323577],[127.3440153,34.84340336],[127.34421949,34.84354089],[127.34445245,34.84364308],[127.34470523,34.84370601],[127.34496811,34.84372726],[127.34523099,34.84370601],[127.34548376,34.84364308],[127.34571672,34.84354089],[127.34592091,34.84340336],[127.34608849,34.84323577],[127.34621301,34.84304458],[127.34628969,34.84283712],[127.34631558,34.84262137]]]}"
6467834,2018074,46780250  ,46780002  ,전라남도 보성군2,전라남도 보성군 보성읍(보성경찰서전앞 인근),5,5,0,1,3,1,127.0822293,34.76925309,"{""type"":""Polygon"",""coordinates"":[[[127.0835768,34.76925309],[127.08355091,34.76903714],[127.08347423,34.7688295],[127.08334971,34.76863813],[127.08318213,34.76847039],[127.08297794,34.76833274],[127.08274498,34.76823045],[127.0824922,34.76816746],[127.08222932,34.76814619],[127.08196645,34.76816746],[127.08171367,34.76823045],[127.08148071,34.76833274],[127.08127652,34.76847039],[127.08110894,34.76863813],[127.08098442,34.7688295],[127.08090774,34.76903714],[127.08088185,34.76925309],[127.08090774,34.76946903],[127.08098442,34.76967667],[127.08110894,34.76986804],[127.08127652,34.77003577],[127.08148071,34.77017343],[127.08171367,34.77027571],[127.08196645,34.7703387],[127.08222932,34.77035997],[127.0824922,34.7703387],[127.08274498,34.77027571],[127.08297794,34.77017343],[127.08318213,34.77003577],[127.08334971,34.76986804],[127.08347423,34.76967667],[127.08355091,34.76946903],[127.0835768,34.76925309]]]}"
6467835,2018074,46780250  ,46780003  ,전라남도 보성군3,전라남도 보성군 보성읍(동윤삼거리전앞 인근),4,4,1,2,1,0,127.0852838,34.76766509,"{""type"":""Polygon"",""coordinates"":[[[127.08663123,34.76766509],[127.08660534,34.76744914],[127.08652866,34.76724149],[127.08640414,34.76705012],[127.08623657,34.76688238],[127.08603238,34.76674472],[127.08579942,34.76664243],[127.08554664,34.76657944],[127.08528376,34.76655817],[127.08502088,34.76657944],[127.08476811,34.76664243],[127.08453515,34.76674472],[127.08433095,34.76688238],[127.08416338,34.76705012],[127.08403886,34.76724149],[127.08396218,34.76744914],[127.08393629,34.76766509],[127.08396218,34.76788103],[127.08403886,34.76808868],[127.08416338,34.76828005],[127.08433095,34.76844779],[127.08453515,34.76858544],[127.08476811,34.76868773],[127.08502088,34.76875072],[127.08528376,34.76877199],[127.08554664,34.76875072],[127.08579942,34.76868773],[127.08603238,34.76858544],[127.08623657,34.76844779],[127.08640414,34.76828005],[127.08652866,34.76808868],[127.08660534,34.76788103],[127.08663123,34.76766509]]]}"
6467836,2018074,46790250  ,46790001  ,전라남도 화순군1,전라남도 화순군 화순읍(중앙전앞 인근),7,16,0,3,13,0,126.9816243,35.05870309,"{""type"":""Polygon"",""coordinates"":[[[126.9829718,35.05870309],[126.98294591,35.0584879],[126.98286923,35.05828099],[126.98274471,35.05809029],[126.98257713,35.05792315],[126.98237294,35.05778598],[126.98213998,35.05768405],[126.9818872,35.05762128],[126.98162432,35.05760009],[126.98136145,35.05762128],[126.98110867,35.05768405],[126.98087571,35.05778598],[126.98067152,35.05792315],[126.98050394,35.05809029],[126.98037942,35.05828099],[126.98030274,35.0584879],[126.98027685,35.05870309],[126.98030274,35.05891827],[126.98037942,35.05912518],[126.98050394,35.05931587],[126.98067152,35.05948302],[126.98087571,35.05962019],[126.98110867,35.05972211],[126.98136145,35.05978488],[126.98162432,35.05980607],[126.9818872,35.05978488],[126.98213998,35.05972211],[126.98237294,35.05962019],[126.98257713,35.05948302],[126.98274471,35.05931587],[126.98286923,35.05912518],[126.98294591,35.05891827],[126.9829718,35.05870309]]]}"
6467837,2018074,46790250  ,46790002  ,전라남도 화순군2,전라남도 화순군 화순읍(화순고전앞 인근),6,6,0,1,5,0,126.9835967,35.05574356,"{""type"":""Polygon"",""coordinates"":[[[126.98494417,35.05574356],[126.98491828,35.05552836],[126.9848416,35.05532144],[126.98471708,35.05513074],[126.98454951,35.05496359],[126.98434531,35.05482641],[126.98411235,35.05472448],[126.98385958,35.05466171],[126.9835967,35.05464052],[126.98333382,35.05466171],[126.98308104,35.05472448],[126.98284808,35.05482641],[126.98264389,35.05496359],[126.98247632,35.05513074],[126.9823518,35.05532144],[126.98227512,35.05552836],[126.98224923,35.05574356],[126.98227512,35.05595875],[126.9823518,35.05616567],[126.98247632,35.05635637],[126.98264389,35.05652351],[126.98284808,35.05666069],[126.98308104,35.05676262],[126.98333382,35.05682539],[126.9835967,35.05684658],[126.98385958,35.05682539],[126.98411235,35.05676262],[126.98434531,35.05666069],[126.98454951,35.05652351],[126.98471708,35.05635637],[126.9848416,35.05616567],[126.98491828,35.05595875],[126.98494417,35.05574356]]]}"
6467838,2018074,46790250  ,46790003  ,전라남도 화순군3,전라남도 화순군 화순읍(새마을창고10 인근),4,11,0,0,6,5,126.9108138,35.05372836,"{""type"":""Polygon"",""coordinates"":[[[126.9121613,35.05372836],[126.9121354,35.05351316],[126.91205873,35.05330623],[126.91193421,35.05311553],[126.91176663,35.05294837],[126.91156244,35.05281119],[126.91132948,35.05270926],[126.9110767,35.05264649],[126.91081382,35.05262529],[126.91055094,35.05264649],[126.91029817,35.05270926],[126.91006521,35.05281119],[126.90986102,35.05294837],[126.90969344,35.05311553],[126.90956892,35.05330623],[126.90949224,35.05351316],[126.90946635,35.05372836],[126.90949224,35.05394355],[126.90956892,35.05415048],[126.90969344,35.05434118],[126.90986102,35.05450834],[126.91006521,35.05464551],[126.91029817,35.05474745],[126.91055094,35.05481022],[126.91081382,35.05483141],[126.9110767,35.05481022],[126.91132948,35.05474745],[126.91156244,35.05464551],[126.91176663,35.05450834],[126.91193421,35.05434118],[126.91205873,35.05415048],[126.9121354,35.05394355],[126.9121613,35.05372836]]]}"
6467839,2018074,46800250  ,46800001  ,전라남도 장흥군1,전라남도 장흥군 장흥읍(군민회관오거리 인근),12,19,1,3,14,1,126.9093517,34.6762499,"{""type"":""Polygon"",""coordinates"":[[[126.91069914,34.6762499],[126.91067325,34.67603371],[126.91059657,34.67582583],[126.91047205,34.67563425],[126.91030448,34.67546632],[126.91010028,34.67532851],[126.90986732,34.67522611],[126.90961455,34.67516305],[126.90935167,34.67514176],[126.90908879,34.67516305],[126.90883601,34.67522611],[126.90860305,34.67532851],[126.90839886,34.67546632],[126.90823129,34.67563425],[126.90810677,34.67582583],[126.90803009,34.67603371],[126.9080042,34.6762499],[126.90803009,34.67646608],[126.90810677,34.67667396],[126.90823129,34.67686554],[126.90839886,34.67703346],[126.90860305,34.67717127],[126.90883601,34.67727367],[126.90908879,34.67733673],[126.90935167,34.67735802],[126.90961455,34.67733673],[126.90986732,34.67727367],[126.91010028,34.67717127],[126.91030448,34.67703346],[126.91047205,34.67686554],[126.91059657,34.67667396],[126.91067325,34.67646608],[126.91069914,34.6762499]]]}"
6467840,2018074,46800250  ,46800002  ,전라남도 장흥군2,전라남도 장흥군 장흥읍(장흥교사거리전앞 인근),9,11,0,2,9,0,126.9050337,34.68020127,"{""type"":""Polygon"",""coordinates"":[[[126.90638117,34.68020127],[126.90635528,34.6799851],[126.9062786,34.67977723],[126.90615408,34.67958565],[126.90598651,34.67941774],[126.90578231,34.67927993],[126.90554935,34.67917753],[126.90529658,34.67911448],[126.9050337,34.67909318],[126.90477082,34.67911448],[126.90451804,34.67917753],[126.90428508,34.67927993],[126.90408089,34.67941774],[126.90391332,34.67958565],[126.9037888,34.67977723],[126.90371212,34.6799851],[126.90368623,34.68020127],[126.90371212,34.68041745],[126.9037888,34.68062532],[126.90391332,34.68081689],[126.90408089,34.6809848],[126.90428508,34.6811226],[126.90451804,34.681225],[126.90477082,34.68128806],[126.9050337,34.68130935],[126.90529658,34.68128806],[126.90554935,34.681225],[126.90578231,34.6811226],[126.90598651,34.6809848],[126.90615408,34.68081689],[126.9062786,34.68062532],[126.90635528,34.68041745],[126.90638117,34.68020127]]]}"
6467841,2018074,46800250  ,46800003  ,전라남도 장흥군3,전라남도 장흥군 장흥읍(향양교차로전앞1 인근),8,16,0,3,13,0,126.9258597,34.67805234,"{""type"":""Polygon"",""coordinates"":[[[126.9272072,34.67805234],[126.92718131,34.67783615],[126.92710463,34.67762828],[126.92698011,34.6774367],[126.92681254,34.67726878],[126.92660835,34.67713097],[126.92637539,34.67702857],[126.92612261,34.67696551],[126.92585973,34.67694422],[126.92559685,34.67696551],[126.92534408,34.67702857],[126.92511112,34.67713097],[126.92490692,34.67726878],[126.92473935,34.6774367],[126.92461483,34.67762828],[126.92453815,34.67783615],[126.92451226,34.67805234],[126.92453815,34.67826852],[126.92461483,34.67847639],[126.92473935,34.67866797],[126.92490692,34.67883588],[126.92511112,34.67897369],[126.92534408,34.67907609],[126.92559685,34.67913915],[126.92585973,34.67916044],[126.92612261,34.67913915],[126.92637539,34.67907609],[126.92660835,34.67897369],[126.92681254,34.67883588],[126.92698011,34.67866797],[126.92710463,34.67847639],[126.92718131,34.67826852],[126.9272072,34.67805234]]]}"
6467842,2018074,46810400  ,46810001  ,전라남도 강진군1,전라남도 강진군 마량면(마량면전앞1 인근),6,9,0,2,7,0,126.818669,34.4496799,"{""type"":""Polygon"",""coordinates"":[[[126.82001649,34.4496799],[126.81999059,34.44946312],[126.81991391,34.44925468],[126.8197894,34.44906257],[126.81962182,34.44889419],[126.81941763,34.448756],[126.81918467,34.44865332],[126.81893189,34.44859009],[126.81866901,34.44856873],[126.81840613,34.44859009],[126.81815336,34.44865332],[126.8179204,34.448756],[126.81771621,34.44889419],[126.81754863,34.44906257],[126.81742411,34.44925468],[126.81734743,34.44946312],[126.81732154,34.4496799],[126.81734743,34.44989668],[126.81742411,34.45010512],[126.81754863,34.45029722],[126.81771621,34.4504656],[126.8179204,34.45060379],[126.81815336,34.45070647],[126.81840613,34.4507697],[126.81866901,34.45079105],[126.81893189,34.4507697],[126.81918467,34.45070647],[126.81941763,34.45060379],[126.81962182,34.4504656],[126.8197894,34.45029722],[126.81991391,34.45010512],[126.81999059,34.44989668],[126.82001649,34.4496799]]]}"
6467843,2018074,46810380  ,46810002  ,전라남도 강진군2,전라남도 강진군 병영면(하고교 인근),6,14,0,5,8,1,126.8128251,34.72023877,"{""type"":""Polygon"",""coordinates"":[[[126.81417258,34.72023877],[126.81414669,34.7200227],[126.81407001,34.71981493],[126.81394549,34.71962345],[126.81377791,34.71945562],[126.81357372,34.71931788],[126.81334076,34.71921553],[126.81308798,34.7191525],[126.81282511,34.71913122],[126.81256223,34.7191525],[126.81230945,34.71921553],[126.81207649,34.71931788],[126.8118723,34.71945562],[126.81170472,34.71962345],[126.8115802,34.71981493],[126.81150352,34.7200227],[126.81147763,34.72023877],[126.81150352,34.72045485],[126.8115802,34.72066261],[126.81170472,34.72085409],[126.8118723,34.72102192],[126.81207649,34.72115966],[126.81230945,34.72126201],[126.81256223,34.72132503],[126.81282511,34.72134631],[126.81308798,34.72132503],[126.81334076,34.72126201],[126.81357372,34.72115966],[126.81377791,34.72102192],[126.81394549,34.72085409],[126.81407001,34.72066261],[126.81414669,34.72045485],[126.81417258,34.72023877]]]}"
6467844,2018074,46810360  ,46810003  ,전라남도 강진군3,전라남도 강진군 성전면(월평교차로4 인근),5,15,0,3,12,0,126.708312,34.70131452,"{""type"":""Polygon"",""coordinates"":[[[126.70965952,34.70131452],[126.70963363,34.7010984],[126.70955695,34.70089059],[126.70943243,34.70069906],[126.70926485,34.70053119],[126.70906066,34.70039342],[126.7088277,34.70029104],[126.70857492,34.700228],[126.70831204,34.70020672],[126.70804916,34.700228],[126.70779639,34.70029104],[126.70756343,34.70039342],[126.70735924,34.70053119],[126.70719166,34.70069906],[126.70706714,34.70089059],[126.70699046,34.7010984],[126.70696457,34.70131452],[126.70699046,34.70153064],[126.70706714,34.70173846],[126.70719166,34.70192998],[126.70735924,34.70209785],[126.70756343,34.70223562],[126.70779639,34.70233799],[126.70804916,34.70240103],[126.70831204,34.70242232],[126.70857492,34.70240103],[126.7088277,34.70233799],[126.70906066,34.70223562],[126.70926485,34.70209785],[126.70943243,34.70192998],[126.70955695,34.70173846],[126.70963363,34.70153064],[126.70965952,34.70131452]]]}"
6467845,2018074,46820370  ,46820001  ,전라남도 해남군1,전라남도 해남군 옥천면(해남터미널전앞 인근),10,14,0,3,11,0,126.6071485,34.57095215,"{""type"":""Polygon"",""coordinates"":[[[126.60849595,34.57095215],[126.60847006,34.57073569],[126.60839338,34.57052754],[126.60826886,34.57033572],[126.60810129,34.57016758],[126.6078971,34.57002959],[126.60766414,34.56992706],[126.60741136,34.56986392],[126.60714848,34.5698426],[126.6068856,34.56986392],[126.60663282,34.56992706],[126.60639986,34.57002959],[126.60619567,34.57016758],[126.6060281,34.57033572],[126.60590358,34.57052754],[126.6058269,34.57073569],[126.60580101,34.57095215],[126.6058269,34.57116861],[126.60590358,34.57137675],[126.6060281,34.57156858],[126.60619567,34.57173671],[126.60639986,34.57187469],[126.60663282,34.57197723],[126.6068856,34.57204036],[126.60714848,34.57206168],[126.60741136,34.57204036],[126.60766414,34.57197723],[126.6078971,34.57187469],[126.60810129,34.57173671],[126.60826886,34.57156858],[126.60839338,34.57137675],[126.60847006,34.57116861],[126.60849595,34.57095215]]]}"
6467846,2018074,46820250  ,46820002  ,전라남도 해남군2,전라남도 해남군 해남읍(농협농산물집하장전앞1 인근),8,18,0,1,17,0,126.5872064,34.56010367,"{""type"":""Polygon"",""coordinates"":[[[126.58855389,34.56010367],[126.588528,34.55988718],[126.58845132,34.55967901],[126.5883268,34.55948716],[126.58815922,34.559319],[126.58795503,34.559181],[126.58772207,34.55907845],[126.58746929,34.5590153],[126.58720641,34.55899398],[126.58694354,34.5590153],[126.58669076,34.55907845],[126.5864578,34.559181],[126.58625361,34.559319],[126.58608603,34.55948716],[126.58596151,34.55967901],[126.58588483,34.55988718],[126.58585894,34.56010367],[126.58588483,34.56032016],[126.58596151,34.56052833],[126.58608603,34.56072018],[126.58625361,34.56088834],[126.5864578,34.56102634],[126.58669076,34.56112888],[126.58694354,34.56119203],[126.58720641,34.56121335],[126.58746929,34.56119203],[126.58772207,34.56112888],[126.58795503,34.56102634],[126.58815922,34.56088834],[126.5883268,34.56072018],[126.58845132,34.56052833],[126.588528,34.56032016],[126.58855389,34.56010367]]]}"
6467847,2018074,46820250  ,46820003  ,전라남도 해남군3,전라남도 해남군 해남읍(평남교차로 인근),7,12,0,1,10,1,126.6019844,34.56522412,"{""type"":""Polygon"",""coordinates"":[[[126.60333192,34.56522412],[126.60330603,34.56500764],[126.60322935,34.56479948],[126.60310483,34.56460764],[126.60293726,34.56443949],[126.60273307,34.5643015],[126.6025001,34.56419896],[126.60224733,34.56413581],[126.60198445,34.56411449],[126.60172157,34.56413581],[126.60146879,34.56419896],[126.60123583,34.5643015],[126.60103164,34.56443949],[126.60086407,34.56460764],[126.60073955,34.56479948],[126.60066287,34.56500764],[126.60063698,34.56522412],[126.60066287,34.56544059],[126.60073955,34.56564875],[126.60086407,34.56584059],[126.60103164,34.56600873],[126.60123583,34.56614673],[126.60146879,34.56624926],[126.60172157,34.56631241],[126.60198445,34.56633373],[126.60224733,34.56631241],[126.6025001,34.56624926],[126.60273307,34.56614673],[126.60293726,34.56600873],[126.60310483,34.56584059],[126.60322935,34.56564875],[126.60330603,34.56544059],[126.60333192,34.56522412]]]}"
6467848,2018074,46830253  ,46830001  ,전라남도 영암군1,전라남도 영암군 삼호읍(해양전앞1 인근),7,27,0,4,23,0,126.5118355,34.73623187,"{""type"":""Polygon"",""coordinates"":[[[126.51318295,34.73623187],[126.51315706,34.73601584],[126.51308038,34.73580811],[126.51295586,34.73561667],[126.51278829,34.73544886],[126.5125841,34.73531115],[126.51235114,34.73520882],[126.51209836,34.73514581],[126.51183548,34.73512453],[126.5115726,34.73514581],[126.51131983,34.73520882],[126.51108687,34.73531115],[126.51088267,34.73544886],[126.5107151,34.73561667],[126.51059058,34.73580811],[126.5105139,34.73601584],[126.51048801,34.73623187],[126.5105139,34.7364479],[126.51059058,34.73665562],[126.5107151,34.73684707],[126.51088267,34.73701487],[126.51108687,34.73715258],[126.51131983,34.7372549],[126.5115726,34.73731792],[126.51183548,34.73733919],[126.51209836,34.73731792],[126.51235114,34.7372549],[126.5125841,34.73715258],[126.51278829,34.73701487],[126.51295586,34.73684707],[126.51308038,34.73665562],[126.51315706,34.7364479],[126.51318295,34.73623187]]]}"
6467849,2018074,46830253  ,46830002  ,전라남도 영암군2,전라남도 영암군 삼호읍(박물관삼거리 인근),7,12,0,2,10,0,126.4587447,34.77393509,"{""type"":""Polygon"",""coordinates"":[[[126.46009217,34.77393509],[126.46006628,34.77371916],[126.4599896,34.77351152],[126.45986508,34.77332017],[126.45969751,34.77315244],[126.45949332,34.77301479],[126.45926036,34.77291251],[126.45900758,34.77284952],[126.4587447,34.77282825],[126.45848182,34.77284952],[126.45822904,34.77291251],[126.45799608,34.77301479],[126.45779189,34.77315244],[126.45762432,34.77332017],[126.4574998,34.77351152],[126.45742312,34.77371916],[126.45739723,34.77393509],[126.45742312,34.77415102],[126.4574998,34.77435865],[126.45762432,34.77455],[126.45779189,34.77471773],[126.45799608,34.77485537],[126.45822904,34.77495766],[126.45848182,34.77502064],[126.4587447,34.77504191],[126.45900758,34.77502064],[126.45926036,34.77495766],[126.45949332,34.77485537],[126.45969751,34.77471773],[126.45986508,34.77455],[126.4599896,34.77435865],[126.46006628,34.77415102],[126.46009217,34.77393509]]]}"
6467850,2018074,46830253  ,46830003  ,전라남도 영암군3,전라남도 영암군 삼호읍(나불1삼거리 인근),5,10,0,2,7,1,126.4520491,34.77985427,"{""type"":""Polygon"",""coordinates"":[[[126.45339661,34.77985427],[126.45337072,34.77963836],[126.45329404,34.77943074],[126.45316952,34.7792394],[126.45300194,34.77907168],[126.45279775,34.77893404],[126.45256479,34.77883177],[126.45231202,34.77876879],[126.45204914,34.77874752],[126.45178626,34.77876879],[126.45153348,34.77883177],[126.45130052,34.77893404],[126.45109633,34.77907168],[126.45092875,34.7792394],[126.45080423,34.77943074],[126.45072756,34.77963836],[126.45070166,34.77985427],[126.45072756,34.78007019],[126.45080423,34.78027781],[126.45092875,34.78046915],[126.45109633,34.78063686],[126.45130052,34.78077449],[126.45153348,34.78087677],[126.45178626,34.78093975],[126.45204914,34.78096101],[126.45231202,34.78093975],[126.45256479,34.78087677],[126.45279775,34.78077449],[126.45300194,34.78063686],[126.45316952,34.78046915],[126.45329404,34.78027781],[126.45337072,34.78007019],[126.45339661,34.77985427]]]}"
6467851,2018074,46840253  ,46840001  ,전라남도 무안군1,전라남도 무안군 일로읍(대한통운택배 인근),8,13,0,4,9,0,126.4950526,34.84879296,"{""type"":""Polygon"",""coordinates"":[[[126.49640005,34.84879296],[126.49637416,34.84857723],[126.49629748,34.84836978],[126.49617296,34.8481786],[126.49600538,34.84801102],[126.49580119,34.8478735],[126.49556823,34.84777131],[126.49531545,34.84770838],[126.49505257,34.84768713],[126.4947897,34.84770838],[126.49453692,34.84777131],[126.49430396,34.8478735],[126.49409977,34.84801102],[126.49393219,34.8481786],[126.49380767,34.84836978],[126.49373099,34.84857723],[126.4937051,34.84879296],[126.49373099,34.8490087],[126.49380767,34.84921614],[126.49393219,34.84940732],[126.49409977,34.84957489],[126.49430396,34.84971241],[126.49453692,34.8498146],[126.4947897,34.84987753],[126.49505257,34.84989878],[126.49531545,34.84987753],[126.49556823,34.8498146],[126.49580119,34.84971241],[126.49600538,34.84957489],[126.49617296,34.84940732],[126.49629748,34.84921614],[126.49637416,34.8490087],[126.49640005,34.84879296]]]}"
6467852,2018074,46840340  ,46840002  ,전라남도 무안군2,전라남도 무안군 현경면(북무안IC 인근),8,35,0,17,18,0,126.4331468,35.01305948,"{""type"":""Polygon"",""coordinates"":[[[126.43449431,35.01305948],[126.43446842,35.01284418],[126.43439174,35.01263715],[126.43426722,35.01244634],[126.43409965,35.01227911],[126.43389545,35.01214186],[126.43366249,35.01203987],[126.43340972,35.01197707],[126.43314684,35.01195586],[126.43288396,35.01197707],[126.43263118,35.01203987],[126.43239822,35.01214186],[126.43219403,35.01227911],[126.43202646,35.01244634],[126.43190194,35.01263715],[126.43182526,35.01284418],[126.43179937,35.01305948],[126.43182526,35.01327478],[126.43190194,35.01348181],[126.43202646,35.01367261],[126.43219403,35.01383985],[126.43239822,35.01397709],[126.43263118,35.01407907],[126.43288396,35.01414188],[126.43314684,35.01416308],[126.43340972,35.01414188],[126.43366249,35.01407907],[126.43389545,35.01397709],[126.43409965,35.01383985],[126.43426722,35.01367261],[126.43439174,35.01348181],[126.43446842,35.01327478],[126.43449431,35.01305948]]]}"
6467853,2018074,46840253  ,46840003  ,전라남도 무안군3,전라남도 무안군 일로읍(어린이보호구역 인근),4,7,0,1,5,1,126.4928621,34.84923297,"{""type"":""Polygon"",""coordinates"":[[[126.49420961,34.84923297],[126.49418372,34.84901724],[126.49410704,34.8488098],[126.49398252,34.84861861],[126.49381494,34.84845104],[126.49361075,34.84831352],[126.49337779,34.84821133],[126.49312501,34.8481484],[126.49286214,34.84812715],[126.49259926,34.8481484],[126.49234648,34.84821133],[126.49211352,34.84831352],[126.49190933,34.84845104],[126.49174175,34.84861861],[126.49161723,34.8488098],[126.49154055,34.84901724],[126.49151466,34.84923297],[126.49154055,34.84944871],[126.49161723,34.84965615],[126.49174175,34.84984733],[126.49190933,34.8500149],[126.49211352,34.85015242],[126.49234648,34.85025461],[126.49259926,34.85031753],[126.49286214,34.85033878],[126.49312501,34.85031753],[126.49337779,34.85025461],[126.49361075,34.85015242],[126.49381494,34.8500149],[126.49398252,34.84984733],[126.49410704,34.84965615],[126.49418372,34.84944871],[126.49420961,34.84923297]]]}"
6467854,2018074,46860330  ,46860001  ,전라남도 함평군1,전라남도 함평군 학교면(이주오토바이앞 인근),5,8,0,1,5,2,126.5343088,35.0215204,"{""type"":""Polygon"",""coordinates"":[[[126.5356563,35.0215204],[126.53563041,35.02130512],[126.53555373,35.02109811],[126.53542921,35.02090733],[126.53526163,35.02074011],[126.53505744,35.02060287],[126.53482448,35.0205009],[126.5345717,35.0204381],[126.53430882,35.0204169],[126.53404595,35.0204381],[126.53379317,35.0205009],[126.53356021,35.02060287],[126.53335602,35.02074011],[126.53318844,35.02090733],[126.53306392,35.02109811],[126.53298724,35.02130512],[126.53296135,35.0215204],[126.53298724,35.02173568],[126.53306392,35.02194269],[126.53318844,35.02213347],[126.53335602,35.02230068],[126.53356021,35.02243792],[126.53379317,35.02253989],[126.53404595,35.02260268],[126.53430882,35.02262389],[126.5345717,35.02260268],[126.53482448,35.02253989],[126.53505744,35.02243792],[126.53526163,35.02230068],[126.53542921,35.02213347],[126.53555373,35.02194269],[126.53563041,35.02173568],[126.5356563,35.0215204]]]}"
6467855,2018074,46860250  ,46860002  ,전라남도 함평군2,전라남도 함평군 함평읍(기각사거리전앞 인근),5,5,0,2,2,1,126.5254859,35.06639624,"{""type"":""Polygon"",""coordinates"":[[[126.52683342,35.06639624],[126.52680753,35.06618108],[126.52673085,35.06597418],[126.52660633,35.06578351],[126.52643876,35.06561638],[126.52623457,35.06547922],[126.52600161,35.0653773],[126.52574883,35.06531454],[126.52548595,35.06529335],[126.52522307,35.06531454],[126.52497029,35.0653773],[126.52473733,35.06547922],[126.52453314,35.06561638],[126.52436557,35.06578351],[126.52424105,35.06597418],[126.52416437,35.06618108],[126.52413848,35.06639624],[126.52416437,35.06661141],[126.52424105,35.0668183],[126.52436557,35.06700897],[126.52453314,35.0671761],[126.52473733,35.06731326],[126.52497029,35.06741517],[126.52522307,35.06747793],[126.52548595,35.06749912],[126.52574883,35.06747793],[126.52600161,35.06741517],[126.52623457,35.06731326],[126.52643876,35.0671761],[126.52660633,35.06700897],[126.52673085,35.0668183],[126.52680753,35.06661141],[126.52683342,35.06639624]]]}"
6467856,2018074,46860250  ,46860003  ,전라남도 함평군3,전라남도 함평군 함평읍(함평교전앞 인근),4,7,0,1,5,1,126.5260217,35.05959614,"{""type"":""Polygon"",""coordinates"":[[[126.52736922,35.05959614],[126.52734333,35.05938095],[126.52726665,35.05917404],[126.52714213,35.05898335],[126.52697455,35.05881621],[126.52677036,35.05867904],[126.5265374,35.05857711],[126.52628462,35.05851434],[126.52602174,35.05849315],[126.52575887,35.05851434],[126.52550609,35.05857711],[126.52527313,35.05867904],[126.52506894,35.05881621],[126.52490136,35.05898335],[126.52477684,35.05917404],[126.52470016,35.05938095],[126.52467427,35.05959614],[126.52470016,35.05981132],[126.52477684,35.06001823],[126.52490136,35.06020892],[126.52506894,35.06037606],[126.52527313,35.06051322],[126.52550609,35.06061515],[126.52575887,35.06067792],[126.52602174,35.06069911],[126.52628462,35.06067792],[126.5265374,35.06061515],[126.52677036,35.06051322],[126.52697455,35.06037606],[126.52714213,35.06020892],[126.52726665,35.06001823],[126.52734333,35.05981132],[126.52736922,35.05959614]]]}"
