사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019051400100256,2019년 5월 14일 12시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,58세,상해없음,보행자,남,12세,경상
2019051900100337,2019년 5월 19일 16시,일요일,경기도 오산시 내삼미동,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,여,41세,중상,승합,남,48세,상해없음
2019051900100491,2019년 5월 19일 20시,일요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,화물,여,59세,상해없음,승용,여,37세,경상
2019052000100122,2019년 5월 20일 08시,월요일,경기도 오산시 청학동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,승용,여,36세,경상
2019052200100208,2019년 5월 22일 09시,수요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,27세,상해없음,승용,여,34세,경상
2019052300100522,2019년 5월 23일 18시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,39세,상해없음,자전거,여,9세,중상
2019052300100577,2019년 5월 23일 19시,목요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,62세,상해없음,보행자,남,6세,경상
2019052400100419,2019년 5월 24일 15시,금요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승합,남,56세,경상
2019052700100599,2019년 5월 27일 21시,월요일,경기도 오산시 원동,경상사고,0,0,2,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,남,34세,경상
2019052800100698,2019년 5월 28일 21시,화요일,경기도 오산시 세교동,중상사고,0,1,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,46세,상해없음,승용,남,33세,경상
2019060600100323,2019년 6월 6일 15시,목요일,경기도 오산시 오산동,중상사고,0,1,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,경상,승합,남,52세,상해없음
2019060800100157,2019년 6월 8일 09시,토요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,34세,경상
2019061400100122,2019년 6월 14일 08시,금요일,경기도 오산시 은계동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,여,16세,상해없음,보행자,남,11세,부상신고
2019061400100634,2019년 6월 14일 21시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,보행자,남,10세,부상신고
2019062000100369,2019년 6월 20일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,남,11세,중상,승용,여,40세,상해없음
2019062300100304,2019년 6월 23일 14시,일요일,경기도 오산시 오산동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,42세,상해없음,승용,여,58세,상해없음
2019062700100502,2019년 6월 27일 18시,목요일,경기도 오산시 부산동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,30세,상해없음,승용,여,27세,경상
2019070300100566,2019년 7월 3일 21시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,자전거,남,9세,경상
2019071000100244,2019년 7월 10일 12시,수요일,경기도 오산시 고현동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,21세,상해없음,보행자,남,7세,경상
2019071300100420,2019년 7월 13일 17시,토요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,자전거,남,11세,중상
2019071900100587,2019년 7월 19일 19시,금요일,경기도 오산시 누읍동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,승용,남,46세,경상
2019072700100221,2019년 7월 27일 10시,토요일,경기도 오산시 외삼미동,중상사고,0,3,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,79세,상해없음,승용,남,37세,중상
2019072800100409,2019년 7월 28일 22시,일요일,경기도 오산시 외삼미동,중상사고,0,2,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,47세,중상
2019080300100188,2019년 8월 3일 11시,토요일,경기도 오산시 원동,경상사고,0,0,8,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,,,,
2019080700100346,2019년 8월 7일 14시,수요일,경기도 오산시 가장동,중상사고,0,1,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,51세,중상,화물,남,46세,경상
2019081000100594,2019년 8월 10일 20시,토요일,경기도 오산시 내삼미동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,4세,부상신고
2019081400100149,2019년 8월 14일 08시,수요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,28세,상해없음,승용,남,37세,경상
2019082200100388,2019년 8월 22일 15시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,12세,중상
2019082300100617,2019년 8월 23일 20시,금요일,경기도 오산시 벌음동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,6세,중상
2019082700100388,2019년 8월 27일 15시,화요일,경기도 오산시 금암동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,9세,부상신고
2019090300100098,2019년 9월 3일 07시,화요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,61세,상해없음,승용,여,37세,경상
2019090300100338,2019년 9월 3일 14시,화요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,여,34세,중상
2019090300100572,2019년 9월 3일 19시,화요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,6세,중상
2019090800100182,2019년 9월 8일 12시,일요일,경기도 오산시 외삼미동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,42세,경상
2019090900100563,2019년 9월 9일 18시,월요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,남,10세,경상
2019091900100557,2019년 9월 19일 19시,목요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,보행자,남,9세,중상
2019092500100293,2019년 9월 25일 12시,수요일,경기도 오산시 금암동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,44세,중상,승용,여,35세,경상
2019092700100458,2019년 9월 27일 16시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,자전거,남,10세,부상신고
2019100400100381,2019년 10월 4일 14시,금요일,경기도 오산시 수청동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,38세,상해없음,승용,여,40세,경상
2019100400100382,2019년 10월 4일 14시,금요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,53세,상해없음,자전거,남,10세,경상
2019100700100146,2019년 10월 7일 08시,월요일,경기도 오산시 부산동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 교량,승용,남,65세,기타불명,승용,남,46세,경상
2019101000100394,2019년 10월 10일 15시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,자전거,남,11세,경상
2019101400100496,2019년 10월 14일 17시,월요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,자전거,남,9세,중상
2019101600100237,2019년 10월 16일 10시,수요일,경기도 오산시 수청동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,26세,기타불명,승용,여,38세,경상
2019102200100616,2019년 10월 22일 19시,화요일,경기도 오산시 수청동,부상신고사고,0,0,0,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,여,31세,부상신고
2019102700100287,2019년 10월 27일 13시,일요일,경기도 오산시 부산동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,29세,경상
2019110200100351,2019년 11월 2일 13시,토요일,경기도 오산시 오산동,경상사고,0,0,1,3,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,남,42세,경상
2019110600100490,2019년 11월 6일 17시,수요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,자전거,남,12세,중상
2019111100100194,2019년 11월 11일 09시,월요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,41세,상해없음,승용,여,26세,경상
2019112800100672,2019년 11월 28일 22시,목요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,36세,경상
2019120400100401,2019년 12월 4일 13시,수요일,경기도 오산시 내삼미동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,여,49세,경상
2019120800100397,2019년 12월 8일 18시,일요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,보행자,여,12세,경상
2019121300100471,2019년 12월 13일 17시,금요일,경기도 오산시 갈곶동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,40세,상해없음,보행자,남,7세,부상신고
2019122800100340,2019년 12월 28일 16시,토요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,12세,경상
