표지일련번호,표지종별,lon,lat
ER-1[경부고속도로]-상-1235,출구점표지(1지명),127.0849461,37.15154944
ER-400[봉담동탄고속도로]-하-41,2방향예고표지,127.0676564,37.18282532
UR(화성시)-[문시로]-하-22,시/군계표지,127.0684302,37.19062107
ER-1[경부고속도로]-상-1461,미분류,127.0848495,37.15122941
ER-17[평택화성고속도로]-상-83,2방향표지,126.9976856,37.17694749
ER-400[봉담동탄고속도로]-상-81,2지명방향표지,127.0018707,37.1747671
UR(화성시)-[독산성로]-상-4,읍/면/동계표지,127.0084207,37.1857133
ER-17[평택화성고속도로]-하-97,매표소표지,127.0116774,37.19238737
ER-1[경부고속도로]-상-1436,小형_휴게소(예고)표지,127.0864273,37.1374979
ER-1[경부고속도로]-상-1439,小형_휴게소(예고)표지,127.0851555,37.15203096
ER-400[봉담동탄고속도로]-하-1,매표소표지,127.0641628,37.18356277
ER-400[봉담동탄고속도로]-상-56,출구점표지(2지명),127.0607258,37.18408937
ER-400[봉담동탄고속도로]-상-65,미분류,127.0563821,37.18460088
ER-400[봉담동탄고속도로]-상-66,매표소표지,127.0556956,37.18540661
UR(평택시)-[엘지로]-상-13,3방향도로명표지,127.0794871,37.12598669
ER-400[봉담동탄고속도로]-하-50,종합휴게소1차예고표지,127.0114829,37.17091236
ER-400[봉담동탄고속도로]-하-39,나가는곳표지,127.0582755,37.18379929
ER-400[봉담동탄고속도로]-상-61,시/군계표지,127.069397,37.18261589
ER-17[평택화성고속도로]-하-96,3방향1차예고표지,127.0069901,37.18499704
ER-1[경부고속도로]-상-425,출구점예고표지(2지명)_150m예고,127.0860341,37.13862354
UR(오산시)-[대원로]-하-7,3방향도로명표지,127.0730477,37.14635905
UR(오산시)-[대원로]-상-5,2방향도로명표지,127.076069,37.1461951
UR(오산시)-1[오산로]-하-4,3방향도로명표지,127.0685025,37.14249722
UR(오산시)-10[동부대로]-하-13,2방향표지,127.0812539,37.15516502
UR(오산시)-1[오산로]-상-2,3방향도로명예고표지,127.0691233,37.13423092
UR(오산시)-1[오산로]-하-2,2방향도로명예고표지,127.0672418,37.12896291
UR(오산시)-1[오산로]-상-1,3방향도로명표지,127.068598,37.14615454
UR(오산시)-16[남부대로]-하-7,3방향도로명표지,127.068434,37.13579222
NR-1[경기대로]-하-1166,시/군계표지,127.0668237,37.12702338
ER-400[봉담동탄고속도로]-하-11,2방향표지,127.0540873,37.18905394
NR-1[경기대로]-상-1007,3방향표지,127.0730593,37.15551652
RR-82[성호대로]-하-43,3방향도로명표지,127.073185,37.14875577
UR(오산시)-6[현충로]-상-1,3방향표지,127.0757651,37.1615566
UR(오산시)-[오산로]-상-15,3방향도로명표지,127.0690479,37.13549388
UR(오산시)-[운천로]-상-38,2방향도로명표지,127.0747478,37.15326062
UR(오산시)-[내삼미로79번길]-상-1,3방향표지,127.0662288,37.16940774
NR-1[경기대로]-하-2043,2방향표지,127.0569972,37.17831726
NR-1[경기대로]-하-2045,3방향예고표지,127.0594806,37.17627236
UR(오산시)-[수목원로]-상-12,2방향표지,127.0421559,37.18333448
NR-1[경기대로]-하-2048,2방향표지,127.0633953,37.17110986
UR(오산시)-[수청로]-하-2,3방향예고표지,127.0486639,37.1787765
UR(오산시)-[수목원로]-상-18,3방향예고표지,127.0484119,37.1762931
UR(오산시)-[수목원로]-상-20,2방향예고표지,127.0521405,37.17206544
UR(오산시)-[오산천로]-하-6,3방향예고표지,127.0691092,37.15511716
UR(오산시)-[수청로]-하-4,3방향표지,127.0439351,37.17645004
UR(오산시)-[양산로]-하-17,2방향표지,127.028917,37.19575014
UR(오산시)-[양산로398번길]-하-4,2방향표지,127.0352322,37.19084638
UR(오산시)-[큰말길]-상-2,2방향예고표지,127.036214,37.18940619
UR(오산시)-[청학로]-상-771,3방향표지,127.0615775,37.1692027
UR(오산시)-[청학로]-하-840,3방향표지,127.0610947,37.16983535
UR(오산시)-[청학로]-하-841,3방향예고표지,127.060274,37.17195981
UR(오산시)-[청학로]-하-842,3방향표지,127.0607246,37.17073726
UR(오산시)-[문시로]-상-20,2방향표지,127.0501198,37.18967007
UR(오산시)-[동부대로]-하-33,미분류,127.0779781,37.14536056
RR-82[발안로]-상-212,시/군계표지,127.0358424,37.13654535
UR(오산시)-[지곶중앙로]-하-3,3방향도로명표지,127.0255508,37.17705867
UR(오산시)-[세마문학로]-상-1,2방향도로명표지,127.0263909,37.17272999
UR(오산시)-[가장산업서북로]-하-2,2방향도로명표지,127.0284305,37.17147362
RR-82[발안로]-하-201,하천표지,127.0442561,37.14064512
RR-82[발안로]-상-215,2방향표지,127.0403282,37.1403452
UR(오산시)-[서동로]-하-17,2방향예고표지,127.0391324,37.141577
UR(오산시)-[가장산업서로]-상-4,3방향표지,127.0314284,37.16301586
UR(오산시)-[오산천로]-상-11,3방향도로명표지,127.0685261,37.15500326
UR(오산시)-[가장산업서북로]-하-10,3방향표지,127.0345368,37.16544752
UR(오산시)-[오산로]-하-23,사설표지(허가),127.0684742,37.15102914
UR(오산시)-[가장산업서북로]-하-14,3방향표지,127.0322945,37.16713171
RR-310[가장로]-하-147,2방향도로명표지,127.0320796,37.16184915
UR(오산시)-[가장산업북로]-하-1,2방향표지,127.0351856,37.1612805
UR(오산시)-[법원로]-하-4,2방향표지,127.0552034,37.15405935
UR(오산시)-[북삼미로]-상-9,3방향표지,127.0631302,37.18923274
UR(오산시)-[수목원로]-하-13,2방향표지,127.0521566,37.17138576
UR(오산시)-[양산로398번길]-하-5,2방향예고표지,127.0342774,37.19197029
UR(오산시)-[서부로]-하-807,2방향표지,127.0257866,37.19665345
UR(오산시)-[서부로]-상-133,2방향표지,127.0391342,37.18375687
UR(오산시)-[서부로]-상-142,3방향예고표지,127.0389631,37.18461942
UR(오산시)-[문시로]-하-28,미분류,127.0583363,37.18949417
UR(오산시)-[독산성로]-상-17,3방향도로명표지,127.0359442,37.18487169
RR-82[경기동로]-상-220,3방향예고표지,127.0825763,37.15751802
RR-310[남부대로]-하-107,사설표지(허가),127.0870737,37.13168294
UR(오산시)-[가장산업동로]-상-7,2방향표지,127.0409923,37.16264176
UR(오산시)-[수목원로]-하-18,2방향예고표지,127.052672,37.15986095
RR-310[가장로]-하-155,2방향표지,127.0386612,37.15979335
UR(오산시)-[서부로]-상-139,2지명이정표지,127.0281992,37.19596558
UR(오산시)-상-774,2방향표지,127.0400516,37.17033541
RR-82[경기동로]-상-223,2방향표지,127.0941141,37.1587372
UR(오산시)-[부원로]-상-2,2방향도로명표지,127.0859245,37.14102065
UR(오산시)-[부원로]-상-4,2방향예고표지,127.0844577,37.14535644
UR(오산시)-[수목원로]-상-13,2방향표지,127.0431484,37.18152231
UR(오산시)-[수목원로]-상-17,3방향표지,127.0468561,37.17741725
UR(오산시)-[세남로]-상-2,2방향표지,127.0360913,37.19366907
UR(오산시)-[서부로]-상-134,2방향표지,127.0362589,37.19005622
RR-310[가장로]-하-157,미분류,127.0309795,37.16175548
UR(오산시)-[내삼미로]-하-4,3방향표지,127.0658642,37.17146104
UR(오산시)-[오산대역로]-하-2,3방향표지,127.0687879,37.17160207
UR(오산시)-[삼미로]-하-3,3방향표지,127.0660306,37.1757012
UR(오산시)-[경기대로]-상-4,3방향표지,127.0432712,37.19466049
UR(오산시)-[독산성로449번길]-하-1,3방향표지,127.0428228,37.19402589
NR-1[경기대로]-하-2037,3방향표지,127.0464423,37.19035621
UR(오산시)-[문시로]-하-24,3방향예고표지,127.0657688,37.19008738
UR(오산시)-[문시로]-하-25,3방향표지,127.0634997,37.18956598
UR(오산시)-[외삼미로]-상-1,2방향도로명표지,127.0604286,37.19383507
NR-1[경기대로]-상-2273,3방향표지,127.047052,37.18922251
NR-1[경기대로]-하-2041,읍/면/동계표지,127.0532527,37.18023218
NR-1[경기대로]-하-2054,교량표지,127.0708032,37.15837589
UR(오산시)-하-51,3방향예고표지,127.0321357,37.19924499
UR(오산시)-[양산로]-하-15,3방향표지,127.0324255,37.19786047
UR(오산시)-[독산성로]-하-19,3방향예고표지,127.0400412,37.18737609
UR(오산시)-[현충로]-하-1413,하천표지,127.0757606,37.1615286
UR(오산시)-[남부대로]-상-41,2방향표지,127.0366393,37.13699841
RR-82[발안로]-하-198,2방향표지,127.0363186,37.13739781
UR(오산시)-[지곶중앙로]-하-1,3방향도로명표지,127.0289462,37.17957636
UR(오산시)-하-55,3방향도로명표지,127.0286405,37.17955071
UR(오산시)-[지곶중앙로]-상-6,3방향도로명예고표지,127.0242313,37.17569081
UR(오산시)-[서동로]-하-16,2방향표지,127.0418436,37.155572
UR(오산시)-하-57,2방향표지,127.0411693,37.15561002
UR(오산시)-[서동로]-상-15,2방향표지,127.041208,37.15513541
UR(오산시)-[수목원로]-상-23,1방향표지,127.0546059,37.13817487
UR(오산시)-[수목원로]-상-24,3방향표지,127.0549139,37.14148043
UR(오산시)-[수목원로]-하-16,1방향표지,127.0544796,37.14024358
RR-82[발안로]-상-213,하천표지,127.0446488,37.14082301
UR(오산시)-[가장산업동로]-상-2,2방향표지,127.0417485,37.16236688
UR(오산시)-[가장산업동로]-상-4,2방향표지,127.0424835,37.16267599
UR(오산시)-[가장산업동로]-상-5,종점표지,127.0421188,37.16265889
UR(오산시)-[가장산업동로]-하-1,2방향예고표지,127.0428108,37.16281707
RR-82[성호대로]-하-47,사설표지(허가),127.0654553,37.14915093
RR-310[가장로]-상-165,미분류,127.0287474,37.16138136
RR-310[가장로]-하-146,2방향도로명예고표지,127.0333402,37.16154989
RR-310[가장로]-하-149,2방향표지,127.0355397,37.16089036
RR-310[가장로]-하-150,2방향표지,127.0545568,37.15392879
UR(오산시)-[내삼미로]-하-1,2방향표지,127.06801,37.16371351
UR(오산시)-[현충로]-상-1525,2방향표지,127.0685787,37.16354892
UR(오산시)-[내삼미로]-상-2,3방향표지,127.0670634,37.16642367
UR(오산시)-[내삼미로]-상-3,3방향표지,127.0675998,37.16641725
UR(오산시)-[내삼미로]-하-2,3방향표지,127.0670549,37.16679164
UR(오산시)-[여계산로]-하-1,2방향표지,127.0452701,37.17028825
NR-1[경기대로]-하-2058,3방향도로명표지,127.0733079,37.1429117
UR(오산시)-[여계산로]-하-3,2방향표지,127.0450186,37.17456089
UR(오산시)-[여계산로]-하-4,2방향표지,127.0446807,37.17466347
UR(오산시)-[내삼미로]-상-4,3방향표지,127.0665185,37.16930939
UR(오산시)-[내삼미로80번길]-하-2,3방향표지,127.0667009,37.16950603
UR(오산시)-[오산대역로]-상-1,2방향표지,127.0656067,37.17109343
UR(오산시)-[북삼미로]-하-9,2방향도로명표지,127.0603133,37.19405514
UR(오산시)-[문시로]-상-16,3방향예고표지,127.049298,37.18983498
UR(오산시)-[독산성로]-하-11,3방향예고표지,127.0455424,37.18965563
NR-1[경기대로]-하-2039,미분류,127.0474474,37.18542449
NR-1[경기대로]-상-2274,2방향예고표지,127.048413,37.18455072
NR-1[경기대로]-상-2275,2방향표지,127.0479705,37.18508293
NR-1[경기대로]-하-2040,2방향표지,127.0529094,37.18043736
UR(오산시)-[문헌공로]-하-2,2방향표지,127.0571707,37.17794421
UR(오산시)-[독산성로]-하-12,3방향도로명표지,127.0443688,37.18936307
UR(오산시)-[독산성로449번길]-하-2,3방향표지,127.0439987,37.18936734
UR(오산시)-[경기대로761번길]-상-2,3방향예고표지,127.0447444,37.18800832
UR(오산시)-[독산성로]-상-12,3방향도로명표지,127.0439236,37.18908953
UR(오산시)-[독산성로]-하-14,2방향표지,127.0420032,37.18863223
UR(오산시)-[세마역로]-상-1,2방향표지,127.0419603,37.18817493
UR(오산시)-[독산성로]-상-13,2방향표지,127.0415258,37.18821339
UR(오산시)-[독산성로]-하-16,2방향표지,127.0404338,37.18761262
UR(오산시)-[독산성로]-하-17,2방향예고표지,127.0415067,37.1883434
UR(오산시)-[독산성로]-상-15,2방향예고표지,127.0390015,37.186604
UR(오산시)-[삼미로]-상-2,3방향표지,127.0610899,37.17549441
UR(오산시)-[수목원로]-하-7,2방향표지,127.0427943,37.18182148
UR(오산시)-[수목원로]-하-8,2방향예고표지,127.0424456,37.18291988
NR-1[경기대로]-상-2278,3방향표지,127.0611142,37.17504341
UR(오산시)-[수목원로]-상-14,2방향표지,127.0427568,37.18156077
UR(오산시)-[수목원로]-상-15,2방향표지,127.0437761,37.18056918
UR(오산시)-[수목원로]-상-16,2방향예고표지,127.0447639,37.17946038
NR-1[경기대로]-상-2280,2방향표지,127.0638017,37.17058131
NR-1[경기대로]-상-2283,3방향예고표지,127.0663839,37.16414878
NR-1[경기대로]-하-2052,2방향표지,127.0671511,37.16291111
UR(오산시)-[오산대역로]-하-3,3방향표지,127.0527306,37.16988965
UR(오산시)-[오산대역로]-상-3,3방향예고표지,127.0496489,37.1697485
NR-1[경기대로]-하-2055,사설표지(허가),127.0735834,37.15262162
NR-1[경기대로]-하-2056,3방향예고표지,127.0735785,37.15193916
NR-1[경기대로]-하-2057,3방향도로명표지,127.0734874,37.14905299
NR-1[경기대로]-상-2288,3방향도로명표지,127.0737234,37.14853989
RR-82[성호대로]-하-44,3방향예고표지,127.0720498,37.148728
UR(오산시)-[수청로]-하-6,3방향예고표지,127.0522868,37.17769963
UR(오산시)-[수청로]-상-2,3방향표지,127.0542127,37.17564369
UR(오산시)-[문헌공로]-상-1,3방향표지,127.0536763,37.17566506
UR(오산시)-[문헌공로]-상-2,3방향예고표지,127.0521689,37.17482299
UR(오산시)-[오산대역로]-하-7,3방향표지,127.0591037,37.1701923
UR(오산시)-[오산대역로]-하-8,3방향표지,127.0585511,37.17001277
UR(오산시)-[양산로410번길]-하-1,2방향예고표지,127.0330497,37.19414438
UR(오산시)-[세남로]-하-4,3방향표지,127.0361182,37.19146925
UR(오산시)-[양산로410번길]-하-2,2방향표지,127.0358677,37.19380011
UR(오산시)-[양산로]-하-16,3방향예고표지,127.0305319,37.19733058
UR(오산시)-[양산로]-상-1,3방향표지,127.0332785,37.19789887
UR(오산시)-상-772,3방향표지,127.0328548,37.19768519
UR(오산시)-하-52,2방향표지,127.0318617,37.19503627
UR(오산시)-[세남로]-하-8,2방향표지,127.0336535,37.19357696
UR(오산시)-[서부로]-하-809,터널표지,127.0396965,37.18042829
UR(오산시)-[서부로]-하-812,2방향표지,127.0412308,37.17202081
UR(오산시)-[서부로]-하-814,2방향예고표지,127.0414455,37.16533513
UR(오산시)-[서부로]-하-815,2지명이정표지,127.0414455,37.16420652
UR(오산시)-[서부로]-하-816,유도표지,127.0415635,37.16352252
UR(오산시)-[서부로]-하-817,2방향표지,127.0414778,37.16297572
UR(오산시)-[서부로]-상-127,2지명이정표지,127.0417731,37.163944
UR(오산시)-[서부로]-상-128,3방향표지,127.0418536,37.16552993
UR(오산시)-10[동부대로]-하-1,시/군계표지,127.0794071,37.12619289
UR(오산시)-[서부로]-상-129,2방향표지,127.0419288,37.16965931
UR(오산시)-[현충로]-상-1526,하천표지,127.0770588,37.16080403
UR(오산시)-[동부대로]-하-32,미분류,127.0779352,37.14577106
UR(오산시)-2[원동로]-상-4,3방향표지,127.0774665,37.14287876
UR(오산시)-10[동부대로]-하-11,3방향표지,127.0779558,37.14671345
UR(오산시)-10[동부대로]-상-9,3방향표지,127.0781812,37.14837414
UR(오산시)-10[동부대로]-상-10,3방향예고표지,127.0782499,37.14692376
UR(오산시)-[동부대로]-상-26,2방향표지,127.0797586,37.15170918
UR(오산시)-[독산성로]-하-21,2방향도로명예고표지,127.0336328,37.18329183
UR(오산시)-[독산성로]-상-20,2방향도로명표지,127.031656,37.18153522
RR-310[남부대로]-하-102,3방향표지,127.088453,37.13052109
RR-310[남부대로]-하-106,2방향예고표지,127.0821341,37.13493562
UR(오산시)-[독산성로232번길]-상-1,2방향도로명표지,127.0247925,37.17737424
UR(오산시)-[수목원로]-하-15,2방향표지,127.0539593,37.13476048
UR(오산시)-[남부대로]-하-20,3방향예고표지,127.0441021,37.13409039
UR(오산시)-[서부로]-상-143,2방향표지,127.0421271,37.13353344
UR(오산시)-[지곶중앙로]-상-4,3방향도로명예고표지,127.026822,37.17794786
UR(오산시)-[독산성로232번길]-하-1,3방향도로명표지,127.0252665,37.17704154
UR(오산시)-[지곶중앙로]-하-6,3방향도로명표지,127.0235099,37.17519285
UR(오산시)-[세마문학로]-상-2,2방향도로명표지,127.0267541,37.1693791
UR(오산시)-[가장산업서북로]-상-1,2방향표지,127.0286692,37.17217034
UR(오산시)-[가장산업서북로]-하-3,2방향도로명표지,127.0288358,37.17121263
UR(오산시)-[가장산업서북로]-상-2,2방향도로명표지,127.0284281,37.17101386
UR(오산시)-[가장산업서북로]-상-4,2방향예고표지,127.0323979,37.16859005
UR(오산시)-[독산성로]-하-23,3방향도로명표지,127.036073,37.18511782
UR(오산시)-상-775,2방향표지,127.0432131,37.18576523
UR(오산시)-[오산대역로]-하-10,2방향표지,127.0428136,37.17035243
UR(오산시)-[서부로]-하-822,2방향표지,127.0366823,37.18880774
UR(오산시)-[서동로]-하-18,하천표지,127.0387283,37.1436327
UR(오산시)-[가장산업동로]-상-6,2방향예고표지,127.0395492,37.16265459
UR(오산시)-[가장산업동로]-하-3,3방향표지,127.0358412,37.16281317
UR(오산시)-[가장산업서로]-상-1,3방향표지,127.0351948,37.16271699
UR(오산시)-[가장산업서로]-하-1,3방향표지,127.0345325,37.16290357
UR(오산시)-[가장산업서로]-하-2,3방향표지,127.0342696,37.16309381
UR(오산시)-[가장산업서로]-상-3,3방향표지,127.0340255,37.16283517
UR(오산시)-[가장산업서로]-하-3,3방향표지,127.0320905,37.16310167
UR(오산시)-[가장산업서북로]-상-5,3방향표지,127.0318679,37.16278746
UR(오산시)-[오산로]-하-20,2방향표지,127.0662742,37.16008271
UR(오산시)-[가장산업서로]-상-7,3방향표지,127.0345582,37.16510125
UR(오산시)-[가장산업서북로]-하-12,3방향표지,127.0321979,37.16761054
UR(오산시)-[가장산업서북로]-하-13,3방향예고표지,127.0322677,37.16879888
UR(오산시)-[오산로]-하-24,사설표지(허가),127.0684742,37.15102914
RR-82[성호대로]-하-46,3방향예고표지,127.0649756,37.14919305
RR-82[경기동로]-상-224,2방향표지,127.091271,37.15861746
UR(오산시)-[경기동로186번길]-상-1,2방향표지,127.0924297,37.15813008
RR-82[경기동로]-하-196,3방향표지,127.0867704,37.15888244
UR(오산시)-[오산천로]-하-7,2방향표지,127.0674965,37.15422641
UR(오산시)-[오산천로]-하-9,하천표지,127.063689,37.1503358
UR(오산시)-[오산천로]-하-11,사설표지(허가),127.0632762,37.14078511
UR(오산시)-[오산천로]-상-13,사설표지(허가),127.0632762,37.14078511
UR(오산시)-[서부로]-하-824,3방향예고표지,127.0416722,37.15982169
UR(오산시)-[성호대로]-하-14,3방향도로명예고표지,127.0824939,37.14839304
UR(오산시)-[부원로]-하-1,2방향도로명표지,127.0858201,37.14183319
UR(오산시)-[부원로]-상-3,2방향도로명표지,127.0860694,37.14149315
RR-310[가장로]-상-166,2방향도로명예고표지,127.0299115,37.16139843
RR-310[가장로]-상-171,3방향표지,127.0533552,37.15521996
RR-310[가장로]-하-152,3방향표지,127.0522394,37.15577576
RR-310[가장로]-하-153,3방향예고표지,127.0504714,37.15614839
RR-310[가장로]-상-172,2방향예고표지,127.0461155,37.15639633
UR(오산시)-[서동로]-상-16,2방향표지,127.0441359,37.15640105
RR-82[공사중도로(20191017)]-상-1,3방향예고표지,127.0580154,37.14780759
UR(오산시)-[내삼미로]-상-1,2방향표지,127.0681441,37.16320264
UR(오산시)-[문시로]-상-13,3방향예고표지,127.0597951,37.18935006
NR-1[경기대로]-상-2272,미분류,127.0474736,37.18658414
NR-1[경기대로]-하-2042,2방향예고표지,127.054669,37.1795141
UR(오산시)-[문헌공로]-하-1,2방향예고표지,127.0560855,37.17698013
NR-1[경기대로]-상-2279,3방향예고표지,127.0621747,37.17397174
UR(오산시)-[수청로]-하-1,3방향표지,127.0468346,37.17769086
NR-1[경기대로]-하-2050,3방향표지,127.0649264,37.16575396
UR(오산시)-[내삼미로]-상-7,2방향표지,127.0676689,37.16297283
UR(오산시)-[수목원로]-상-19,2방향표지,127.0509227,37.17381799
NR-1[경기대로]-하-2053,2방향표지,127.0682416,37.16155245
UR(오산시)-[수목원로]-상-21,2방향표지,127.0523658,37.1709925
UR(오산시)-[세남로14번길]-하-9,2방향표지,127.0414231,37.18927944
UR(오산시)-[양산로]-하-14,2방향예고표지,127.034873,37.1978409
UR(오산시)-[세남로]-상-3,2방향표지,127.0364565,37.19771543
UR(오산시)-[세남로]-상-5,2방향예고표지,127.0362607,37.19650612
UR(오산시)-[양산로410번길]-상-1,2방향표지,127.0319961,37.19472011
UR(오산시)-[양산로410번길]-하-4,2방향예고표지,127.0342599,37.19386543
NR-1[경기대로]-상-2290,단일노선표지,127.0732812,37.13687129
NR-1[경기대로]-하-2062,2방향예고표지,127.0726042,37.13466798
NR-1[경기대로]-하-2063,2방향표지,127.072115,37.13196935
NR-1[경기대로]-하-2066,미분류,127.0707326,37.12897887
UR(오산시)-[독산성로449번길]-하-3,3방향예고표지,127.0425754,37.19258165
UR(오산시)-[큰말길]-상-1,2방향표지,127.0355595,37.19048311
UR(오산시)-[수청로]-상-4,2방향표지,127.0596728,37.1731179
UR(오산시)-[오산대역로]-상-6,3방향표지,127.060612,37.17033976
UR(오산시)-[서부로]-상-124,단일노선표지,127.0416254,37.12918902
UR(오산시)-[동부대로]-상-25,단일노선표지,127.0783022,37.13287729
RR-82[경기동로]-상-219,3방향예고표지,127.0820681,37.15648259
RR-310[남부대로]-상-123,3방향표지,127.0817905,37.13560773
UR(오산시)-[지곶중앙로]-상-1,2방향도로명표지,127.0317983,37.18133641
UR(오산시)-[남부대로]-상-39,3방향표지,127.0817236,37.13615115
UR(오산시)-[독산성로]-하-22,2방향도로명표지,127.0247603,37.17758795
UR(오산시)-[남부대로]-하-21,2방향표지,127.0435676,37.13431834
UR(오산시)-[남부대로]-하-22,2방향표지,127.0408727,37.13475956
UR(오산시)-[남부대로]-하-23,미분류,127.0399395,37.13513232
UR(오산시)-[세마문학로]-하-1,2방향도로명표지,127.0263142,37.16972108
UR(오산시)-[오산대역로]-상-7,미분류,127.0592476,37.17005961
UR(오산시)-[궐리사로]-상-1,2방향표지,127.0640692,37.15824109
UR(오산시)-[궐리사로]-상-2,2방향예고표지,127.0612583,37.15834366
UR(오산시)-[청학로]-상-773,미분류,127.064638,37.15803365
RR-82[발안로]-하-199,2방향표지,127.0395806,37.14026092
UR(오산시)-[궐리사로]-상-3,사설표지(허가),127.059381,37.15908096
UR(오산시)-[가장산업서로]-상-6,3방향표지,127.0296556,37.16546484
UR(오산시)-[오산로]-상-20,3방향도로명표지,127.068311,37.15464196
UR(오산시)-[가장산업서북로]-상-7,3방향표지,127.031766,37.16540697
UR(오산시)-[가장산업서북로]-하-9,3방향표지,127.0347513,37.16529362
UR(오산시)-[오산천로]-상-12,하천표지,127.0684275,37.15495315
RR-82[성호대로]-상-3,3방향도로명표지,127.0687982,37.14904004
UR(오산시)-[오산로]-하-29,사설표지(허가),127.0686049,37.15106602
UR(오산시)-[오산로]-상-22,사설표지(허가),127.0686049,37.15106602
UR(오산시)-[부산중앙로]-상-1,3방향도로명표지,127.091099,37.15027992
UR(오산시)-[부산중앙로]-하-2,2방향도로명예고표지,127.0905063,37.14901853
UR(오산시)-[부산중앙로]-하-3,2방향도로명표지,127.0903535,37.14836644
RR-310[가장로]-하-156,2방향예고표지,127.040292,37.15901526
RR-310[가장로]-상-175,정류장표지,127.0391387,37.15937435
UR(오산시)-[내삼미로]-하-3,3방향표지,127.0662664,37.16961289
UR(오산시)-[삼미로]-상-1,2방향표지,127.0621228,37.17591476
UR(오산시)-[북삼미로]-하-4,2방향예고표지,127.0617741,37.17883384
NR-1[경기대로]-하-2034,3방향표지,127.0427424,37.19438596
UR(오산시)-[북삼미로]-하-6,2방향표지,127.0632391,37.18685859
NR-1[경기대로]-하-2035,3방향예고표지,127.0420103,37.19562723
UR(오산시)-[금곡로]-하-1,3방향표지,127.0758816,37.16187577
NR-1[경기대로761번길]-하-1,2방향표지,127.0472811,37.1860164
UR(오산시)-[독산성로]-하-15,2방향예고표지,127.0433443,37.18907668
UR(오산시)-[수목원로]-하-5,2방향예고표지,127.0408523,37.18656978
UR(오산시)-[수목원로]-상-9,2방향표지,127.0421988,37.18498423
UR(오산시)-[수목원로]-상-10,2방향표지,127.0424563,37.18415081
UR(오산시)-[청학로]-하-839,3방향표지,127.0605749,37.17497298
NR-1[경기대로]-하-2047,2방향표지,127.0630412,37.17210155
NR-1[오산대역로]-상-1,2방향표지,127.0639854,37.17102434
UR(오산시)-[오산로]-하-19,3방향표지,127.0650213,37.16541632
UR(오산시)-[오산로]-하-18,3방향예고표지,127.0647933,37.16370211
NR-1[경기대로]-상-2285,2방향예고표지,127.0686171,37.16144129
NR-1[경기대로]-상-2286,관광지표지(사설 관광지표지 제외),127.0683516,37.16177472
UR(오산시)-[오산천로]-하-5,3방향도로명표지,127.071667,37.15554554
UR(오산시)-[문헌공로]-하-4,3방향표지,127.0541962,37.17616546
UR(오산시)-[문헌공로]-하-5,3방향예고표지,127.0559185,37.17707563
UR(오산시)-[수청로]-상-3,3방향표지,127.0589535,37.16985888
UR(오산시)-[세남로]-하-1,3방향표지,127.0360294,37.19192452
UR(오산시)-[세남로]-하-2,3방향예고표지,127.0360349,37.19282189
UR(오산시)-[세남로]-하-3,3방향표지,127.0358257,37.19170011
UR(오산시)-[세남로14번길]-상-3,3방향표지,127.0364239,37.19164873
UR(오산시)-[오산대역로]-상-4,2방향표지,127.0448787,37.16997608
UR(오산시)-[오산대역로]-상-5,2방향예고표지,127.0430763,37.17015131
UR(오산시)-[여계산로]-상-1,2방향표지,127.0448631,37.17435999
UR(오산시)-[수청로]-하-3,3방향표지,127.0444393,37.17662962
UR(오산시)-하-49,3방향표지,127.0441711,37.17672792
NR-1[경기대로]-상-2289,단일노선표지,127.0735904,37.14180501
UR(오산시)-[양산로]-상-2,3방향예고표지,127.0351078,37.19788605
NR-1[경기대로]-하-2061,관광지표지(사설 관광지표지 제외),127.0730193,37.13679248
NR-1[경기대로]-하-2064,미분류,127.0719037,37.13081031
UR(오산시)-[청학로]-상-772,3방향표지,127.0610089,37.17022862
UR(오산시)-[서부로]-하-810,2지명이정표지,127.0399754,37.17898363
UR(오산시)-[서부로]-하-811,3방향표지,127.0402545,37.17743918
UR(오산시)-[서부로]-하-813,터널표지,127.0414669,37.17096924
UR(오산시)-[서부로]-상-123,시/군계표지,127.0415557,37.12866513
UR(오산시)-[서부로]-상-125,단일노선표지,127.0420091,37.13238589
UR(오산시)-[서부로]-상-126,터널표지,127.0417355,37.1630356
UR(오산시)-[서부로]-상-130,터널표지,127.0419127,37.17093311
UR(오산시)-[서부로]-상-138,2방향표지,127.0304817,37.19476099
UR(오산시)-[서부로]-하-819,2방향예고표지,127.0409153,37.17145107
UR(오산시)-[문시로]-하-27,2방향표지,127.0579259,37.18950061
UR(오산시)-하-54,3방향예고표지,127.0834787,37.16025466
UR(오산시)-[독산성로]-상-18,3방향도로명예고표지,127.0339136,37.18339287
UR(오산시)-[지곶중앙로]-하-2,3방향도로명예고표지,127.030695,37.18074317
UR(오산시)-[지곶중앙로]-상-3,3방향도로명표지,127.0286941,37.17926862
UR(오산시)-[배무니로]-하-1,2방향도로명표지,127.0266591,37.17298859
UR(오산시)-[가장산업서북로]-상-3,2방향표지,127.0319955,37.17080865
UR(오산시)-[청학로]-하-843,미분류,127.064638,37.15803365
UR(오산시)-[수목원로]-하-17,1방향표지,127.054136,37.13652094
UR(오산시)-[가장산업북로]-상-1,3방향표지,127.0355408,37.16249682
UR(오산시)-[가장산업서북로]-상-6,3방향표지,127.0321146,37.16523383
