무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
포항시남구9,경상북도,포항시,시도,51번,동문로,03,경상북도 포항시 남구 연일읍 동문로 51,경상북도 포항시 남구 연일읍 동문리 58-3,35.99475489,129.3520043,영일고등학교,04,0,,,,2009,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구10,경상북도,포항시,시도,18번,대이로,03,경상북도 포항시 남구 대이로 18,경상북도 포항시 남구 대잠동 971-1,36.01738999,129.3436183,UA컨벤션앞,04,0,,,,2011,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구11,경상북도,포항시,시도,169-2번,대이로,03,경상북도 포항시 남구 대이로 169-2,경상북도 포항시 남구 이동 652-4,36.03003476,129.3389039,이동중학교 사거리,04,0,,,,2011,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구12,경상북도,포항시,시도,12번,원동로,03,경상북도 포항시 남구 오천읍 원동로 12,경상북도 포항시 남구 문덕리 184-9,35.96403776,129.4032842,구룡포횟집사거리,04,0,,,,2012,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구13,경상북도,포항시,시도,224번,호미로,03,경상북도 포항시 남구 구룡포읍 호미로 225,경상북도 포항시 남구 구룡포리 962-1,35.99038026,129.5550352,참마트앞 사거리,04,0,,,,2012,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구14,경상북도,포항시,시도,63번,효성로,03,경상북도 포항시 남구 효성로 63,경상북도 포항시 남구 효자동 583-2,36.00612179,129.3409604,효자풍림아이원사거리,04,0,,,,2013,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구15,경상북도,포항시,시도,160번,대이로,03,경상북도 포항시 남구 대이로 160,경상북도 포항시 남구 이동 664-3,36.0292281,129.3403486,이동경성홈타운3차102동앞,04,0,,,,2013,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구16,경상북도,포항시,시도,28번,효성로,03,경상북도 포항시 남구 효성로 28,경상북도 포항시 남구 효자동 613-4,36.00616972,129.3368411,효자초등학교 인근사거리,04,0,,,,2014,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구17,경상북도,포항시,시도,185번,대이로,03,경상북도 포항시 남구 대이로 185,경상북도 포항시 남구 이동 645-1,36.03113082,129.3381421,이동이마트 맞은편,04,0,,,,2015,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구18,경상북도,포항시,시도,35번,충무로,03,경상북도 포항시 남구 오천읍 충무로 35,경상북도 포항시 남구 용덕리 394-5,35.97645789,129.4138277,세븐일레븐 앞,04,0,,,,2016,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구19,경상북도,포항시,시도,302-62번,냉천로,03,경상북도 포항시 남구 오천읍 냉천로 302번길62,경상북도 포항시 남구 원리 913-6,35.96768124,129.403111,미니미니마트앞,04,0,,,,2017,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구20,경상북도,포항시,시도,142-12번,대이로,03,경상북도 포항시 남구 포스코대로 127,경상북도 포항시 남구 이동661-2,36.025920423,129.3399273889,129.339800976,04,0,,,,2017,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구21,경상북도,포항시,시도,255번,호미로,03,경상북도 포항시 남구 구룡포읍 호미로 255,경상북도 포항시 남구 구룡포리 949-14,35.99138798,129.5583094,거제숯불갈비앞,04,0,,,,2017,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
포항시남구22,경상북도,포항시,시도,659-40번,희망대로,03,경상북도 포항시 남구 희망대로659번길 40,경상북도 포항시 남구 상도동 579-17,36.0139115,129.3480711,시외버스터미널 후문,04,0,,,,2018,포항시 남구청 건설교통과,054-270-6435,2020-10-26,5020000,경상북도 포항시
F4280,경기도,여주시,04,70번,이여로,03,,경기도 여주시 금사면 궁리 35-2,37.381861,127.523841,궁림삼거리,01,60,,,,2008,경기남부지방경찰청,031-888-3954,2020-07-17,5700000,경기도 여주시
천안서북-F0047,충청남도,서북구,5,광로3-3,공원로,3,충청남도 천안시 서북구 공원로 227,충청남도 천안시 서북구 불당동 1299,36.800452,127.104680,갤러리아 삼거리,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0048,충청남도,서북구,5,대로3-11,두정상가7길,3,충청남도 천안시 서북구 두정상가7길 32,충청남도 천안시 서북구 두정동 1393,36.830956,127.141148,한국 마사회,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0049,충청남도,서북구,5,대로2-3,광장로,3,충청남도 천안시 서북구 광장로 231,충청남도 천안시 서북구 불당동 1421,36.799188,127.109482,"불당14로,상공회의소",4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0050,충청남도,서북구,5,소로2-749,불당4로,3,충청남도 천안시 서북구 불당4로 39-21,충청남도 천안시 서북구 불당동 860,36.805958,127.108851,불당초등학교,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0051,충청남도,서북구,5,중로1-17,월봉로,3,충청남도 천안시 서북구 월봉로 48,충청남도 천안시 서북구 쌍용동 456,36.798349,127.119476,천안은혜교회주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0052,충청남도,서북구,5,중로1-15,두정로,3,충청남도 천안시 서북구 두정로 98,충청남도 천안시 서북구 두정동 534,36.833717,127.127768,두정로,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0053,충청남도,서북구,5,대로3-3,백석로,3,충청남도 천안시 서북구 백석로 116,충청남도 천안시 서북구 백석동 859,36.823072,127.124336,백석동ACE프라자주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0054,충청남도,서북구,5,대로1-16,동서대로,3,충청남도 천안시 서북구 동서대로 61,충청남도 천안시 서북구 두정동 633,36.825891,127.130061,두정이진병원주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0055,충청남도,서북구,5,대로3-9,한들3로,3,충청남도 천안시 서북구 한들3로 100,충청남도 천안시 서북구 백석동 1007,36.832584,127.125032,한들3로주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0056,충청남도,서북구,5,광로3-3,번영로,3,충청남도 천안시 서북구 번영로 100,충청남도 천안시 서북구 불당동 727,36.810211,127.108526,"번영로주변,불당20로",4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0057,충청남도,서북구,5,중로1-31,봉서산로,3,충청남도 천안시 서북구 봉서산로 64,충청남도 천안시 서북구 불당동 786,36.806192,127.113523,시청로주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0058,충청남도,서북구,5,소로2-737,부성1길,3,충청남도 천안시 서북구 부성1길16,충청남도 천안시 서북구 두정동 1006,36.835363,127.136644,부성초,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0059,충청남도,서북구,5,중로1-40,3공단5로,3,충청남도 천안시 서북구 3공단5로 58,충청남도 천안시 서북구 차암동 404,36.839007,127.116065,3공단5로주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0060,충청남도,서북구,5,대로3-12,오성로,3,충청남도 천안시 서북구 오성로 120,충청남도 천안시 서북구 성정동 1547,36.829992,127.140559,프라지움5차(성정공원),4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0061,충청남도,서북구,5,중로1-62,천안천4길,3,충청남도 천안시 서북구 천안천4길 18-10,충청남도 천안시 서북구 와촌동 173,36.807337,127.144642,신동아파밀리에 주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0062,충청남도,서북구,5,소로2-134,서부16길,3,충청남도 천안시 서북구 서부16길 27,충청남도 천안시 서북구 성정동 646-5,36.823250,127.139503,서초등학교주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0063,충청남도,서북구,5,소로1-47,두정상가8길,3,충청남도 천안시 서북구 두정상가8길 47,충청남도 천안시 서북구 두정동 1456,36.832442,127.143272,두정상가8길,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0064,충청남도,서북구,6,중로2-71,성환12길,3,충청남도 천안시 서북구 성환읍 성환12길 37,충청남도 천안시 서북구 성환읍 성환리 274-10,36.918045,127.132456,성환초등학교주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0065,충청남도,서북구,5,대로2-3,3공단6로,3,충청남도 천안시 서북구 3공단6로 140,충청남도 천안시 서북구 차암동 421,36.846670,127.111627,백석공단1로,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0066,충청남도,서북구,5,대로2-3,4산단로,3,충청남도 천안시 서북구 4산단로 42,충청남도 천안시 서북구 성성동 476,36.846178,127.117196,4산단로,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0067,충청남도,서북구,5,중로1-72,한들1로,3,충청남도 천안시 서북구 한들1로 152-9,충청남도 천안시 서북구 백석동 1070,36.835920,127.120454,한들1로,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0068,충청남도,서북구,5,중로1-6,두정상가5길,3,충청남도 천안시 서북구 두정상가5길 15,충청남도 천안시 서북구 두정동 1452,36.831224,127.143086,두정상가7길,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0069,충청남도,서북구,5,중로1-5,두정상가8길,3,충청남도 천안시 서북구 두정상가8길 20,충청남도 천안시 서북구 두정동 1345,36.832185,127.140099,두정상가8길,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
천안서북-F0070,충청남도,서북구,5,중로1-132,3공단6로,3,충청남도 천안시 서북구 3공단6로 77,충청남도 천안시 서북구 차암동 438,36.842722,127.105419,코스트코주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2020-07-08,4490000,충청남도 천안시
주정차 단속 - 003,충청북도,제천시,5,대 3-1,의림대로,3,,충청북도 제천시 중앙로2가 150-1,37.13855393,128.2111132,중앙로1가40-1,4,0,,,99,2005,충청북도 제천시,043-641-6342,2020-07-09,4400000,충청북도 제천시
G4302,충청남도,당진시,2,32번,서해로,,,충청남도 당진시 우두동 425-17,36.901407,126.634557,"충남 당진시 우두동 425-17 서산방향 1,2차로 종점",1,60,,,,2013,충남지방경찰청,041-336-2253,2020-05-31,1324851,경찰청 충청남도경찰청
P0047,서울특별시,동대문구,99,0,한빛로,3,서울특별시 동대문구 한빛로 11,서울특별시 동대문구 신설동 67-1,37.577012,127.024537,남서울대학 후문 맞은편,4,0,,,,2017,동대문구청,02-2127-4091,2020-07-01,3050000,서울특별시 동대문구
P0048,서울특별시,동대문구,99,0,약령시로,3,서울특별시 동대문구 약령시로 10,서울특별시 동대문구 제기동 148-17,37.582525,127.030876,종암초교 (미래빌딩 앞),4,0,,,,2017,동대문구청,02-2127-4091,2020-07-01,3050000,서울특별시 동대문구
P0045,서울특별시,동대문구,99,0,정릉천동로,3,서울특별시 동대문구 정릉천동로 80,서울특별시 동대문구 제기동 892-68,37.57984024,127.0352678,-,4,0,,,,2013,동대문구청,02-2127-4091,2020-07-01,3050000,서울특별시 동대문구
P0046,서울특별시,동대문구,99,0,사가정로,3,서울특별시 동대문구 사가정로 138,서울특별시 동대문구 전농동 38-59,37.57771965,127.0600648,-,4,0,,,,2013,동대문구청,02-2127-4091,2020-07-01,3050000,서울특별시 동대문구
617,경기도,의정부시,시도,없음,용민로,3,경기도 의정부시 용민로 198,경기도 의정부시 민락동 815,37.746545,127.093829,낙양물사랑공원 앞,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
619,경기도,의정부시,시도,없음,의정로,3,경기도 의정부시 의정로 30,경기도 의정부시 의정부동 532,37.734472,127.035208,의정부예술의전당 앞,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
616,경기도,의정부시,시도,없음,용민로,3,경기도 의정부시 용민로 308,경기도 의정부시 낙양동 763-2,37.751435,127.103392,송양중학교,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
620,경기도,의정부시,시도,없음,민락로,3,경기도 의정부시 송양로 76,경기도 의정부시 낙양동 765,37.75102796,127.1131982,송양초 사거리,4,0,,,,2018,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
F5684,광주광역시,동구,특별시도,29번,필문대로,02,,광주광역시 동구 산수동 561-1,35.154450,126.931690,광주광역시 동구 산수동 산수오거리 (지산사거리방면),02,50,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5685,광주광역시,서구,지방도,0번,금화로,01,,광주광역시 서구 화정동 405-9,35.138111,126.879120,광주광역시 서구 화정동 e편한세상@ 앞 3거리(월드컵경기장방면),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5686,광주광역시,서구,지방도,0번,회재로,01,,광주광역시 서구 풍암동 858-2,35.128032,126.881765,광주광역시 서구 풍암동 우미광장@사거리 (풍암저수지방면),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5687,광주광역시,남구,지방도,0번,회재로,02,,광주광역시 남구 주월동 20-11,35.132494,126.892730,광주광역시 남구 회재로 국제양궁장 앞 4거리(풍암지구 → 동아병원),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5688,광주광역시,남구,지방도,0번,효덕로,02,,광주광역시 남구 노대동 822,35.101972,126.900550,광주광역시 남구 노대동 빛고을 노인회관 앞 사거리(광주대방면),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5689,광주광역시,북구,지방도,0번,서암대로,02,,광주광역시 북구 운암동 33-12,35.172330,126.890170,광주광역시 북구 동운동 경신여고 사거리 (신안교방면),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5690,광주광역시,북구,특별시도,22번,상무대로,02,,광주광역시 북구 임동 95-21,35.158666,126.899000,광주광역시 북구 임동 양동교 사거리(광주역방면),02,60,,,,2017,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5691,광주광역시,북구,특별시도,29번,동문대로,01,,광주광역시 북구 망월동 1173-4,35.210566,126.944980,광주광역시 북구 장등동 용호마을 앞 삼거리(공판장방면),02,70,,,,2017,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F5692,광주광역시,광산구,지방도,0번,목련로,02,,광주광역시 광산구 운남동 387-28,35.168766,126.818114,광주광역시 광산구 운남동 삼성아파트 사거리 (수완지구방면),01,60,,,,2018,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6360,광주광역시,북구,지방도,0번,북문대로,01,,광주광역시 북구 운암동 99,35.174925,126.881460,광주광역시 북구 운암동 로이젠 앞(동운고가방면),02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6361,광주광역시,서구,지방도,0번,무진대로,01,,광주광역시 서구 유촌동 269-2,35.162782,126.856410,"광주광역시 서구 유촌동 계수사거리 (무진로,KBS방면)",02,60,,,,2010,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6362,광주광역시,서구,지방도,0번,무진대로,02,,광주광역시 서구 유촌동 841,35.162124,126.855952,광주광역시 서구 유촌동 계수사거리 (터미널방면),01,60,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6363,광주광역시,서구,지방도,0번,무진대로,02,,광주광역시 서구 광천동 244-1,35.161676,126.877003,광주광역시 서구 내방동 기아차사거리 (광천4방면),02,60,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6364,광주광역시,서구,지방도,0번,무진대로,01,,광주광역시 서구 내방동 201-1,35.161536,126.877271,광주광역시 서구 내방동 기아차사거리 (무진로방면),02,60,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6365,광주광역시,서구,지방도,0번,회재로,02,,광주광역시 서구 매월동 507,35.138899,126.848844,광주광역시 서구 매월동 대동고 입구 (공판장방면),02,60,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6366,광주광역시,남구,지방도,0번,용대로,02,,광주광역시 남구 봉선동 39-5,35.122297,126.918490,광주광역시 남구 봉선동 용산IC사거리 (방림동방면),02,50,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6367,광주광역시,남구,지방도,0번,회서로,01,,광주광역시 남구 주월동 949-1,35.130536,126.894200,광주광역시 남구 주월동 장산초교앞 (한방병원방면),02,30,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6368,광주광역시,남구,지방도,0번,오방로,02,,광주광역시 남구 방림동 350-22,35.134075,126.919010,광주광역시 남구 방림동 방림사거리 (순환도로방면),01,40,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6369,광주광역시,북구,특별시도,1번,북문대로,01,,광주광역시 북구 동림동 1117-14,35.186341,126.868502,광주광역시 북구 동림동 장애인복지관앞 (운암4방면),02,60,,,02,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6370,광주광역시,북구,특별시도,29번,동문대로,02,,광주광역시 북구 두암동 698-5,35.170953,126.922713,광주광역시 북구 두암동 말바우사거리 (무등도서관방면),02,60,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
F6371,광주광역시,광산구,특별시도,1번,북문대로,01,,광주광역시 광산구 수완동 221-3,35.207014,126.833935,광주광역시 광산구 수완동 매매상사입구3 (산월IC방면),02,70,,,,2011,광주지방경찰청,062-609-2153,2020-05-07,1333364,경찰청 광주광역시경찰청
912,경기도,의정부시,시도,없음,부용로,3,경기도 의정부시 부용로 87,경기도 의정부시 금오동 469-4,37.750374,127.067104,금오현대아이파크 정문,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
601,경기도,의정부시,시도,없음,오목로,3,경기도 의정부시 오목로225번길 147,경기도 의정부시 민락동 808-5,37.7449901,127.0957808,폴리프라자 앞,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
602,경기도,의정부시,시도,없음,용민로,3,경기도 의정부시 용민로182번길 15,경기도 의정부시 민락동 790-2,37.7449901,127.0934607,롯데하이마트(민락),4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
603,경기도,의정부시,시도,없음,천보로,3,경기도 의정부시 천보로 56,경기도 의정부시 민락동 805-3,37.7445659,127.0951881,해동2타워,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
604,경기도,의정부시,시도,없음,오목로,3,경기도 의정부시 오목로205번길 55,경기도 의정부시 민락동 813-3,37.7458024,127.0961174,메가박스(민락),4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
605,경기도,의정부시,시도,없음,오목로,3,경기도 의정부시 오목로205번길 1,경기도 의정부시 민락동 804,37.7444705,127.0984617,예스프라자10,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
606,경기도,의정부시,시도,없음,오목로,3,경기도 의정부시 오목로 227,경기도 의정부시 민락동 821-3,37.7461587,127.1000925,송산초,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
607,경기도,의정부시,시도,없음,송양로,3,경기도 의정부시 송양로 45,경기도 의정부시 낙양동 754,37.7523388,127.1115562,송양초,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
608,경기도,의정부시,시도,없음,송양로,3,경기도 의정부시 송양로 87,경기도 의정부시 민락동 893,37.7506295,127.1159443,삼현초,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
609,경기도,의정부시,시도,없음,용민로,3,경기도 의정부시 용민로 473,경기도 의정부시 민락동 902-1,37.7515796,127.1178541,보광프라자,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
610,경기도,의정부시,시도,없음,민락로,3,경기도 의정부시 민락로 262,경기도 의정부시 민락동 877-2,37.7465829,127.1071976,송민학교,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
611,경기도,의정부시,시도,없음,민락로,3,경기도 의정부시 민락로 244-6,경기도 의정부시 민락동 884,37.7453613,127.1053845,대륜E&S,4,0,,,,2016,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
910,경기도,의정부시,시도,없음,평화로,3,경기도 의정부시 평화로322번길52,경기도 의정부시 호원동 430,37.723405,127.048742,회룡역 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
909,경기도,의정부시,시도,없음,평화로,3,경기도 의정부시 평화로 448,경기도 의정부시 의정부동 378,37.731844,127.048326,삼성AS 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
918,경기도,의정부시,시도,없음,호국로,3,경기도 의정부시 호국로 1316,경기도 의정부시 의정부동 186-1,37.743482,127.050362,의정부중앙역 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
793,경기도,의정부시,시도,없음,평화로,3,경기도 의정부시 평화로 624,경기도 의정부시 의정부동 228-21,37.74758852,127.045667,성베드로병원 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
916,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 177,경기도 의정부시 신곡동 566-35,37.737801,127.054772,신동아파밀리에 입구,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
920,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 193,경기도 의정부시 신곡동 571-64,37.737059,127.056726,새마을금고 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
922,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 234,경기도 의정부시 신곡동 447-13,37.73560246,127.060621,의정부초교 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
915,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 252,경기도 의정부시 신곡동 450-1,37.735593,127.062747,한일아파트,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
917,경기도,의정부시,시도,없음,추동로,3,경기도 의정부시 추동로24번길 23,경기도 의정부시 신곡동 685-2,37.742186,127.059954,삼도세라믹아파트 앞,4,0,,,,2006,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
931,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 49,경기도 의정부시 가능동 754,37.738669,127.040486,고용지원센터,4,0,,,,2007,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
14,9,안성시,4,57,영봉로,2,,경기도 안성시 현수동 368-3,36.999513,127.278607,현수동 368-3,1,60,,45,,2019,안성시청,031-678-2815,2020-03-22,4080000,경기도 안성시
928,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 75,경기도 의정부시 의정부동 441-13,37.738585,127.043642,의정부역 서부교차로,4,0,,,,2008,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
612,경기도,의정부시,시도,없음,민락로,3,경기도 의정부시 민락로,경기도 의정부시 민락동 848-1,37.743335,127.101633,호반1차 정문(이마트),4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
613,경기도,의정부시,시도,없음,오목로,3,경기도 의정부시 오목로,경기도 의정부시 민락동 803-3,37.744106,127.099737,호반1차 남측도로,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
614,경기도,의정부시,시도,없음,송양로,3,경기도 의정부시 송양로,경기도 의정부시 낙양동 757-2,37.752217,127.108306,호반2차 정문,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
615,경기도,의정부시,시도,없음,보한재길,3,경기도 의정부시 보한재길,경기도 의정부시 민락동 908,37.750492,127.117721,호반3차 교차로,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
618,경기도,의정부시,시도,없음,충의로,3,경기도 의정부시 충의로,경기도 의정부시 용현동 577-2,37.733973,127.088608,탑석역 앞,4,0,,,,2017,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
727,경기도,의정부시,시도,없음,둔야로,3,경기도 의정부시 둔야로17번길 35,경기도 의정부시 의정부동 518,37.737552,127.037597,(구)복개천 주차장부근,4,0,,,,2014,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
724,경기도,의정부시,시도,없음,장곡로,3,경기도 의정부시 장곡로 602,경기도 의정부시 신곡동 762-1,37.710129,127.051544,세일학원 주변,4,0,,,,2014,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
728,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 34,경기도 의정부시 의정부동 491-2,37.73791815,127.038892,한성희치과 앞,4,0,,,,2007,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
729,경기도,의정부시,시도,없음,시민로,3,경기도 의정부시 시민로 62,경기도 의정부시 의정부동 493-1,37.737966,127.042034,삼성생명 앞,4,0,,,,2007,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
600,경기도,의정부시,시도,없음,동일로,3,경기도 의정부시 동일로 383,경기도 의정부시 장암동 산 10-1,37.7227275,127.0606492,장암주공삼거리(화훼단지),4,0,,,,2007,경기도 의정부시,031-828-2885,2020-06-01,3820000,경기도 의정부시
