,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,x,y 
0,2014010500100169,2014년 1월 5일 14시,일요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,7세,경상,202708.2527,409160.9072
1,2014011800100493,2014년 1월 18일 23시,토요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,남,31세,경상,206267.6149,404994.0198
2,2014011900100378,2014년 1월 19일 20시,일요일,경기도 오산시 오산동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,여,35세,중상,206155.1454,405264.5346
3,2014012600100299,2014년 1월 26일 17시,일요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,42세,상해없음,자전거,남,7세,경상,203451.6392,409712.0431
4,2014012700100126,2014년 1월 27일 09시,월요일,경기도 오산시 세교동,경상사고,0,0,4,2,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,승합,남,51세,경상,204245.7345,408804.8723
5,2014012700100437,2014년 1월 27일 19시,월요일,경기도 오산시 오산동,중상사고,0,1,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,33세,중상,205466.9422,405631.0544
6,2014012800100585,2014년 1월 28일 19시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,7세,중상,206560.2562,404704.4463
7,2014012800100611,2014년 1월 28일 20시,화요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,33세,상해없음,보행자,남,2세,중상,203926.646,408608.1127
8,2014012900100356,2014년 1월 29일 16시,수요일,경기도 오산시 가장동,경상사고,0,0,5,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,경상,승용,남,41세,경상,203150.4344,407072.4174
9,2014022000100098,2014년 2월 20일 07시,목요일,경기도 오산시 외삼미동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,화물,여,30세,경상,205640.7331,410047.718
10,2014032600100386,2014년 3월 26일 16시,수요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승합,남,49세,상해없음,206960.6075,404098.3142
11,2014032900100150,2014년 3월 29일 07시,토요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,승용,남,41세,경상,205923.2273,405421.375
12,2014032900100548,2014년 3월 29일 20시,토요일,경기도 오산시 원동,중상사고,0,1,6,0,차대차 - 기타,안전거리미확보,포장 - 습기,비,단일로 - 기타,승용,남,50세,상해없음,승용,남,54세,중상,206537.4565,404095.0845
13,2014040400100359,2014년 4월 4일 15시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,자전거,남,12세,경상,204154.0623,405320.0155
14,2014040500100051,2014년 4월 5일 02시,토요일,경기도 오산시 내삼미동,경상사고,0,0,7,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,45세,경상,205828.1721,408461.078
15,2014041600100346,2014년 4월 16일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,4세,경상,205211.318,408007.6472
16,2014041900100171,2014년 4월 19일 10시,토요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,여,32세,경상,206947.6027,404098.2457
17,2014041900100198,2014년 4월 19일 11시,토요일,경기도 오산시 부산동,중상사고,0,2,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,승용,남,31세,중상,207397.3235,405514.1772
18,2014042100100345,2014년 4월 21일 16시,월요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,9세,중상,207057.3964,406423.7479
19,2014042600100339,2014년 4월 26일 15시,토요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,53세,상해없음,승용,여,36세,경상,206965.9796,405546.9179
20,2014050500100124,2014년 5월 5일 09시,월요일,경기도 오산시 오산동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,47세,경상,206936.2901,405485.7372
21,2014050500100475,2014년 5월 5일 20시,월요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,여,41세,경상,207614.9833,404645.9783
22,2014050800100491,2014년 5월 8일 18시,목요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,53세,상해없음,자전거,여,11세,경상,207011.3161,406435.5098
23,2014051600100349,2014년 5월 16일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,10세,경상,205466.6993,406436.3717
24,2014052300100619,2014년 5월 23일 22시,금요일,경기도 오산시 양산동,경상사고,0,0,1,3,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,49세,부상신고,200832.7825,409490.1484
25,2014052700100408,2014년 5월 27일 16시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,6세,경상,승합,남,52세,상해없음,206337.9801,403600.838
26,2014052700100501,2014년 5월 27일 18시,화요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,자전거,남,12세,경상,205081.6579,406415.3346
27,2014052900100558,2014년 5월 29일 20시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,남,6세,경상,207194.5434,406216.3881
28,2014053000100424,2014년 5월 30일 16시,금요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,여,32세,경상,207113.3856,404911.4419
29,2014060300100596,2014년 6월 3일 21시,화요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,54세,상해없음,승용,여,33세,경상,207666.4831,406643.0444
30,2014060900100488,2014년 6월 9일 19시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,10세,경상,207603.7924,405061.0846
31,2014061300100119,2014년 6월 13일 08시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,4세,경상,204377.3245,405097.1036
32,2014061300100394,2014년 6월 13일 17시,금요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,9세,부상신고,205633.5329,407239.5686
33,2014061400100372,2014년 6월 14일 14시,토요일,경기도 오산시 가수동,중상사고,0,1,1,0,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,여,38세,중상,205382.6635,405677.6288
34,2014061500100155,2014년 6월 15일 10시,일요일,경기도 오산시 원동,중상사고,0,1,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,42세,경상,206931.5478,405246.6173
35,2014062600100473,2014년 6월 26일 19시,목요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,10세,경상,205402.7591,405850.8032
36,2014062700100441,2014년 6월 27일 18시,금요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,5세,중상,203737.3236,408655.1332
37,2014071100100406,2014년 7월 11일 16시,금요일,경기도 오산시 오산동,중상사고,0,2,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,60세,상해없음,승용,남,40세,중상,206544.0241,405506.6791
38,2014071300100242,2014년 7월 13일 13시,일요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,8세,중상,205599.8318,404143.1657
39,2014071600100498,2014년 7월 16일 19시,수요일,경기도 오산시 외삼미동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,7세,중상,205296.4806,410449.0615
40,2014072000100371,2014년 7월 20일 18시,일요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,승용,여,33세,경상,206528.625,404442.1757
41,2014072300100296,2014년 7월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,흐림,교차로 - 교차로안,이륜,남,55세,상해없음,보행자,여,7세,경상,206856.3936,406029.5323
42,2014080200100271,2014년 8월 2일 12시,토요일,경기도 오산시 금암동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,비포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,36세,경상,204162.2457,408322.2419
43,2014080600100224,2014년 8월 6일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,보행자,여,9세,경상,205924.2382,405419.3796
44,2014081300100299,2014년 8월 13일 14시,수요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,42세,상해없음,건설기계,남,37세,상해없음,207953.6106,406640.5563
45,2014081700100285,2014년 8월 17일 16시,일요일,경기도 오산시 원동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,41세,중상,206487.9219,404192.8624
46,2014082800100422,2014년 8월 28일 17시,목요일,경기도 오산시 누읍동,중상사고,0,7,6,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승합,남,52세,상해없음,204630.8232,405021.409
47,2014090400100142,2014년 9월 4일 08시,목요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,보행자,남,12세,경상,204383.038,404962.0805
48,2014090900100024,2014년 9월 9일 02시,화요일,경기도 오산시 오산동,중상사고,0,2,10,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,46세,중상,206534.0362,405503.6253
49,2014091700100364,2014년 9월 17일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,자전거,여,7세,경상,205519.33800000002,407267.97799999994
50,2014092200100344,2014년 9월 22일 15시,월요일,경기도 오산시 원동,경상사고,0,0,1,2,차대차 - 기타,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,건설기계,남,47세,상해없음,승용,여,38세,경상,206400.4912,404837.6577
51,2014092600100534,2014년 9월 26일 19시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,35세,상해없음,보행자,남,10세,경상,206601.5565,405409.9438
52,2014100300100267,2014년 10월 3일 12시,금요일,경기도 오산시 부산동,중상사고,0,2,9,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,승용,남,42세,상해없음,209682.8623,402166.8777
53,2014101300100385,2014년 10월 13일 14시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,보행자,남,7세,중상,206273.5814,403861.6023
54,2014101300100655,2014년 10월 13일 21시,월요일,경기도 오산시 원동,경상사고,0,0,3,1,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,여,29세,경상,206476.2495,404129.7759
55,2014101400100405,2014년 10월 14일 16시,화요일,경기도 오산시 은계동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,31세,경상,206223.56,406709.4677
56,2014101600100334,2014년 10월 16일 14시,목요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,7세,경상,승용,여,35세,상해없음,203938.7783,408963.3166
57,2014102400100553,2014년 10월 24일 19시,금요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,여,28세,상해없음,승합,남,26세,경상,204143.1874,408711.2948
58,2014102700100459,2014년 10월 27일 17시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,,,,,205692.9481,406785.70200000005
59,2014110100100646,2014년 11월 1일 21시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,42세,상해없음,206468.8896,405716.3665
60,2014110700100449,2014년 11월 7일 17시,금요일,경기도 오산시 세교동,경상사고,0,0,2,1,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,여,34세,경상,203684.6958,409908.3492
61,2014111800100277,2014년 11월 18일 13시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,8세,중상,206844.7395,406342.5952
62,2014112000100336,2014년 11월 20일 14시,목요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,자전거,남,7세,경상,203648.7798,409700.0778
63,2014121100100349,2014년 12월 11일 16시,목요일,경기도 오산시 수청동,중상사고,0,3,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,65세,상해없음,승용,남,37세,중상,205790.8528,407380.4534
64,2014121200100313,2014년 12월 12일 14시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,보행자,여,10세,경상,205105.00600000002,406730.5822
65,2014121900100355,2014년 12월 19일 17시,금요일,경기도 오산시 갈곶동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,39세,경상,화물,여,46세,중상,205627.5269,404013.2601
66,2014122100100100,2014년 12월 21일 08시,일요일,경기도 오산시 갈곶동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 결빙,맑음,교차로 - 교차로안,승용,남,41세,경상,,,,,204819.8359,403893.9595
67,2014122500100178,2014년 12월 25일 10시,목요일,경기도 오산시 수청동,중상사고,0,2,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,42세,경상,205413.8775,407916.6788
68,2015011700100250,2015년 1월 17일 11시,토요일,경기도 오산시 원동,경상사고,0,0,5,3,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,여,54세,상해없음,208083.7889,403579.0224
69,2015020200100307,2015년 2월 2일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,보행자,여,10세,중상,206133.5825,403850.8608
70,2015020600100315,2015년 2월 6일 15시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,보행자,남,8세,중상,206397.3521,404104.3503
71,2015021400100230,2015년 2월 14일 11시,토요일,경기도 오산시 누읍동,중상사고,0,1,3,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,남,51세,경상,204869.2175,404774.5673
72,2015022200100240,2015년 2월 22일 16시,일요일,경기도 오산시 세교동,중상사고,0,2,5,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,43세,상해없음,승용,남,32세,중상,203846.4369,410538.4501
73,2015022200100291,2015년 2월 22일 18시,일요일,경기도 오산시 갈곶동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승합,남,46세,경상,205544.0338,405619.4559
74,2015022800100323,2015년 2월 28일 16시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,자전거,남,11세,경상,206867.0221,405531.3905
75,2015031400100210,2015년 3월 14일 10시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,31세,상해없음,보행자,여,7세,중상,206136.5572,403855.8784
76,2015031900100438,2015년 3월 19일 17시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,12세,중상,205458.1339,405593.9933
77,2015032600100372,2015년 3월 26일 15시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,남,6세,중상,206960.8931,406322.1991
78,2015032900100298,2015년 3월 29일 16시,일요일,경기도 오산시 궐동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,30세,기타불명,205251.2548,406694.3385
79,2015040400100409,2015년 4월 4일 16시,토요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,50세,상해없음,보행자,남,6세,경상,205425.0451,407885.7255
80,2015040800100469,2015년 4월 8일 20시,수요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,25세,상해없음,승용,남,29세,경상,206269.3576,404093.672
81,2015041000100190,2015년 4월 10일 10시,금요일,경기도 오산시 갈곶동,중상사고,0,1,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,29세,중상,승용,남,68세,상해없음,205492.767,403957.5284
82,2015041000100459,2015년 4월 10일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,여,5세,경상,206353.9986,405117.5238
83,2015051400100480,2015년 5월 14일 19시,목요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,40세,경상,206560.2615,404703.446
84,2015052300100209,2015년 5월 23일 10시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,6세,경상,204195.8745,408774.5975
85,2015061300100387,2015년 6월 13일 16시,토요일,경기도 오산시 내삼미동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,2세,중상,205833.5398,408202.0037
86,2015061400100387,2015년 6월 14일 18시,일요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,자전거,남,11세,중상,205248.2643,406692.3219
87,2015061900100418,2015년 6월 19일 17시,금요일,경기도 오산시 청호동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,남,8세,부상신고,207053.389,403007.3694
88,2015070300100510,2015년 7월 3일 19시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,자전거,남,10세,중상,206175.7719,403818.0699
89,2015071300100432,2015년 7월 13일 16시,월요일,경기도 오산시 서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,29세,상해없음,보행자,여,9세,중상,204090.5303,405036.5691
90,2015071800100295,2015년 7월 18일 13시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,6세,중상,206762.2939,404712.5137
91,2015073000100410,2015년 7월 30일 16시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,자전거,여,9세,중상,206937.6938,404080.1864
92,2015091300100196,2015년 9월 13일 11시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,자전거,남,7세,경상,204212.2558,404718.0847
93,2015092000100130,2015년 9월 20일 08시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,52세,상해없음,,,,,204402.199,404743.095
94,2015092400100679,2015년 9월 24일 21시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,원동기,여,57세,기타불명,206354.9885,405119.5298
95,2015100300100490,2015년 10월 3일 18시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,기타불명,보행자,남,8세,부상신고,206074.3844,405972.3896
96,2015100500100643,2015년 10월 5일 21시,월요일,경기도 오산시 세교동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,35세,경상,203821.6596,409166.7793
97,2015102100100512,2015년 10월 21일 20시,수요일,경기도 오산시 원동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,여,27세,중상,206679.276,404329.9246
98,2015102900100386,2015년 10월 29일 16시,목요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승합,남,57세,상해없음,206974.5494,404110.3925
99,2015103000100536,2015년 10월 30일 17시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,남,10세,경상,206873.9573,406113.6582
100,2015110400100192,2015년 11월 4일 09시,수요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,44세,상해없음,승용,여,35세,경상,204165.1038,408918.492
101,2015111900100133,2015년 11월 19일 08시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,10세,중상,205826.3326,405583.929
102,2015112700100419,2015년 11월 27일 16시,금요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,중상,승합,여,44세,중상,206531.7533,405177.4839
103,2015120800100388,2015년 12월 8일 16시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,보행자,남,8세,중상,206271.586,403860.5914
104,2015121600100445,2015년 12월 16일 18시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,자전거,남,6세,중상,206841.7384,406342.5794
105,2016010100100256,2016년 1월 1일 14시,금요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,자전거,남,58세,상해없음,206361.8435,405906.8781
