사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016041800100607,2016년 4월 18일 21시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,6세,경상
2016042400100228,2016년 4월 24일 13시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,7세,중상
2016043000100510,2016년 4월 30일 18시,토요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,기타불명,기타불명,기타불명,기타불명,보행자,남,6세,경상
2016051200100364,2016년 5월 12일 15시,목요일,경기도 오산시 양산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,45세,상해없음,보행자,여,7세,중상
2016052400100408,2016년 5월 24일 16시,화요일,경기도 오산시 외삼미동,중상사고,0,3,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,중상,승용,여,41세,중상
2016052700100426,2016년 5월 27일 17시,금요일,경기도 오산시 궐동,경상사고,0,0,2,0,차대차 - 정면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,승용,여,42세,상해없음
2016053100100494,2016년 5월 31일 19시,화요일,경기도 오산시 가수동,경상사고,0,0,1,1,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,여,37세,경상
2016060400100265,2016년 6월 4일 12시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,건설기계,남,40세,상해없음,승용,여,36세,상해없음
2016060400100441,2016년 6월 4일 16시,토요일,경기도 오산시 궐동,중상사고,0,2,2,0,차대차 - 정면충돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,여,62세,중상
2016060600100006,2016년 6월 6일 00시,월요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승용,남,37세,경상
2016061400100174,2016년 6월 14일 10시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,여,2세,경상
2016062100100422,2016년 6월 21일 17시,화요일,경기도 오산시 수청동,중상사고,0,1,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,농기계,남,76세,중상,승용,남,37세,경상
2016062100100501,2016년 6월 21일 19시,화요일,경기도 오산시 가수동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,기타불명,보행자,남,7세,부상신고
2016062600100391,2016년 6월 26일 19시,일요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,승용,남,35세,경상
2016062700100133,2016년 6월 27일 09시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,보행자,여,4세,중상
2016062900100080,2016년 6월 29일 07시,수요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,50세,기타불명,승용,여,38세,경상
2016071500100612,2016년 7월 15일 21시,금요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,81세,기타불명,승용,여,41세,경상
2016072100100468,2016년 7월 21일 18시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,28세,상해없음,자전거,남,12세,중상
2016072800100534,2016년 7월 28일 21시,목요일,경기도 오산시 원동,중상사고,0,1,4,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,28세,경상
2016080800100423,2016년 8월 8일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,4세,중상
2016080800100454,2016년 8월 8일 18시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,자전거,남,7세,경상
2016081100100257,2016년 8월 11일 13시,목요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,자전거,남,6세,경상
2016081300100522,2016년 8월 13일 19시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,6세,경상
2016081400100357,2016년 8월 14일 18시,일요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,18세,경상,화물,남,41세,경상
2016081500100374,2016년 8월 15일 19시,월요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,보행자,남,5세,부상신고
2016082600100605,2016년 8월 26일 19시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,64세,상해없음,보행자,남,6세,경상
2016091300100350,2016년 9월 13일 14시,화요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,50세,상해없음,자전거,남,12세,중상
2016091400100251,2016년 9월 14일 13시,수요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,41세,경상
2016092500100288,2016년 9월 25일 15시,일요일,경기도 오산시 세교동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,5세,중상
2016092600100383,2016년 9월 26일 16시,월요일,경기도 오산시 내삼미동,중상사고,0,2,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,63세,상해없음,승용,여,31세,중상
2016092600100384,2016년 9월 26일 16시,월요일,경기도 오산시 원동,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,승합,남,53세,중상
2016100100100299,2016년 10월 1일 13시,토요일,경기도 오산시 세교동,중상사고,0,2,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,흐림,교차로 - 교차로부근,승용,여,31세,경상,승용,여,32세,중상
2016100200100368,2016년 10월 2일 18시,일요일,경기도 오산시 원동,중상사고,0,2,6,0,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,화물,남,54세,상해없음,화물,남,66세,경상
2016100400100378,2016년 10월 4일 15시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,여,37세,상해없음,보행자,여,8세,중상
2016100800100258,2016년 10월 8일 09시,토요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,62세,상해없음,승합,남,49세,상해없음
2016101500100493,2016년 10월 15일 18시,토요일,경기도 오산시 세교동,경상사고,0,0,3,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,41세,경상
2016102100100620,2016년 10월 21일 20시,금요일,경기도 오산시 내삼미동,경상사고,0,0,5,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,33세,경상
2016102600100419,2016년 10월 26일 16시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,자전거,남,9세,경상
2016111400100432,2016년 11월 14일 17시,월요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,여,56세,상해없음,자전거,남,7세,경상
2016111600100357,2016년 11월 16일 14시,수요일,경기도 오산시 수청동,경상사고,0,0,2,0,차대차 - 정면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,건설기계,남,44세,상해없음,승용,남,39세,상해없음
2016111600100677,2016년 11월 16일 23시,수요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,54세,상해없음,승용,여,42세,경상
2016111800100433,2016년 11월 18일 17시,금요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 정면충돌,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,화물,남,48세,상해없음,승용,여,30세,경상
2016112600100189,2016년 11월 26일 11시,토요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,55세,상해없음,승용,여,45세,경상
2016121300100286,2016년 12월 13일 14시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,9세,경상
2016122300100010,2016년 12월 23일 00시,금요일,경기도 오산시 내삼미동,경상사고,0,0,3,1,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,승용,남,44세,경상
2016122500100313,2016년 12월 25일 18시,일요일,경기도 오산시 세교동,경상사고,0,0,8,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,경상,승용,남,53세,경상
2016123100100425,2016년 12월 31일 18시,토요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,경상,승용,여,36세,경상
